"QB.Name","RB1.Name","RB2.Name","WR1.Name","WR2.Name","WR3.Name","TE.Name","K.Name","D.Name","Salary","PredictedPoints"
"Blake Bortles, JAX, , 7800","Le'Veon Bell, PIT, , 9300","Tevin Coleman, ATL, , 5900","Brandin Cooks, NO, , 7500","Michael Crabtree, OAK, , 7000","Allen Hurns, JAX, , 6200","Travis Kelce, KC, , 6400","Justin Tucker, BAL, , 4900","HOU, HOU, , 4400","59400","152.491831166203"
"Blake Bortles, JAX, , 7800","Giovani Bernard, CIN, , 5700","Le'Veon Bell, PIT, , 9300","Brandin Cooks, NO, , 7500","Allen Robinson, JAX, , 8600","Eli Rogers, PIT, , 4900","Travis Kelce, KC, , 6400","Cairo Santos, KC, , 4700","HOU, HOU, , 4400","59300","152.451897513202"
"Blake Bortles, JAX, , 7800","Frank Gore, IND, , 6300","Le'Veon Bell, PIT, , 9300","Brandin Cooks, NO, , 7500","Michael Crabtree, OAK, , 7000","Allen Hurns, JAX, , 6200","Travis Kelce, KC, , 6400","Cairo Santos, KC, , 4700","HOU, HOU, , 4400","59600","152.444587192315"
"Drew Brees, NO, , 8500","Giovani Bernard, CIN, , 5700","Le'Veon Bell, PIT, , 9300","Brandin Cooks, NO, , 7500","DeSean Jackson, WAS, , 6400","Allen Hurns, JAX, , 6200","Travis Kelce, KC, , 6400","Steven Hauschka, SEA, , 4800","HOU, HOU, , 4400","59200","152.423913279075"
"Blake Bortles, JAX, , 7800","Lamar Miller, HOU, , 7900","Le'Veon Bell, PIT, , 9300","Brandin Cooks, NO, , 7500","Eli Rogers, PIT, , 4900","Allen Hurns, JAX, , 6200","Travis Kelce, KC, , 6400","Cairo Santos, KC, , 4700","HOU, HOU, , 4400","59100","152.42011013249"
"Ben Roethlisberger, PIT, , 8700","Jordan Howard, CHI, , 7700","Le'Veon Bell, PIT, , 9300","Eli Rogers, PIT, , 4900","Brandin Cooks, NO, , 7500","Allen Hurns, JAX, , 6200","Travis Kelce, KC, , 6400","Wil Lutz, NO, , 4500","HOU, HOU, , 4400","59600","152.397166088325"
"Ben Roethlisberger, PIT, , 8700","Lamar Miller, HOU, , 7900","Le'Veon Bell, PIT, , 9300","Eli Rogers, PIT, , 4900","Doug Baldwin, SEA, , 7600","Allen Hurns, JAX, , 6200","Travis Kelce, KC, , 6400","Wil Lutz, NO, , 4500","HOU, HOU, , 4400","59900","152.339481285913"
"Kirk Cousins, WAS, , 7400","Giovani Bernard, CIN, , 5700","Le'Veon Bell, PIT, , 9300","Brandin Cooks, NO, , 7500","Doug Baldwin, SEA, , 7600","Allen Hurns, JAX, , 6200","Travis Kelce, KC, , 6400","Adam Vinatieri, IND, , 5200","HOU, HOU, , 4400","59700","152.255511859323"
"Drew Brees, NO, , 8500","Giovani Bernard, CIN, , 5700","Le'Veon Bell, PIT, , 9300","Brandin Cooks, NO, , 7500","DeSean Jackson, WAS, , 6400","Allen Hurns, JAX, , 6200","Travis Kelce, KC, , 6400","Mason Crosby, GB, , 4600","HOU, HOU, , 4400","59000","152.248173658987"
"Kirk Cousins, WAS, , 7400","Lamar Miller, HOU, , 7900","Le'Veon Bell, PIT, , 9300","Brandin Cooks, NO, , 7500","DeSean Jackson, WAS, , 6400","Allen Hurns, JAX, , 6200","Travis Kelce, KC, , 6400","Wil Lutz, NO, , 4500","HOU, HOU, , 4400","60000","152.216366144685"
"Blake Bortles, JAX, , 7800","LeSean McCoy, BUF, , 8200","Le'Veon Bell, PIT, , 9300","Brandin Cooks, NO, , 7500","Eli Rogers, PIT, , 4900","Allen Hurns, JAX, , 6200","Travis Kelce, KC, , 6400","Adam Vinatieri, IND, , 5200","HOU, HOU, , 4400","59900","152.182109623636"
"Kirk Cousins, WAS, , 7400","Giovani Bernard, CIN, , 5700","Le'Veon Bell, PIT, , 9300","Brandin Cooks, NO, , 7500","Doug Baldwin, SEA, , 7600","Allen Hurns, JAX, , 6200","Travis Kelce, KC, , 6400","Justin Tucker, BAL, , 4900","HOU, HOU, , 4400","59400","152.172867789592"
"Drew Brees, NO, , 8500","Giovani Bernard, CIN, , 5700","Le'Veon Bell, PIT, , 9300","Brandin Cooks, NO, , 7500","DeSean Jackson, WAS, , 6400","Allen Hurns, JAX, , 6200","Travis Kelce, KC, , 6400","Cairo Santos, KC, , 4700","HOU, HOU, , 4400","59100","152.146311585959"
"Kirk Cousins, WAS, , 7400","Giovani Bernard, CIN, , 5700","Le'Veon Bell, PIT, , 9300","Brandin Cooks, NO, , 7500","Doug Baldwin, SEA, , 7600","Allen Hurns, JAX, , 6200","Travis Kelce, KC, , 6400","Stephen Gostkowski, NE, , 5000","HOU, HOU, , 4400","59500","152.135753056966"
"Blake Bortles, JAX, , 7800","Frank Gore, IND, , 6300","Le'Veon Bell, PIT, , 9300","Brandin Cooks, NO, , 7500","Allen Robinson, JAX, , 8600","Eli Rogers, PIT, , 4900","Travis Kelce, KC, , 6400","Steven Hauschka, SEA, , 4800","HOU, HOU, , 4400","60000","152.116328438988"
"Blake Bortles, JAX, , 7800","Giovani Bernard, CIN, , 5700","Le'Veon Bell, PIT, , 9300","Brandin Cooks, NO, , 7500","Allen Robinson, JAX, , 8600","Eli Rogers, PIT, , 4900","Travis Kelce, KC, , 6400","Wil Lutz, NO, , 4500","HOU, HOU, , 4400","59100","152.090125765635"
"Ben Roethlisberger, PIT, , 8700","Giovani Bernard, CIN, , 5700","Le'Veon Bell, PIT, , 9300","Odell Beckham Jr., NYG, , 8300","Eli Rogers, PIT, , 4900","Allen Hurns, JAX, , 6200","Travis Kelce, KC, , 6400","Adam Vinatieri, IND, , 5200","HOU, HOU, , 4400","59100","152.090088020087"
"Blake Bortles, JAX, , 7800","LeSean McCoy, BUF, , 8200","Le'Veon Bell, PIT, , 9300","Brandin Cooks, NO, , 7500","Eli Rogers, PIT, , 4900","Allen Hurns, JAX, , 6200","Travis Kelce, KC, , 6400","Stephen Gostkowski, NE, , 5000","HOU, HOU, , 4400","59700","152.062350821279"
"Blake Bortles, JAX, , 7800","Lamar Miller, HOU, , 7900","Le'Veon Bell, PIT, , 9300","Brandin Cooks, NO, , 7500","Eli Rogers, PIT, , 4900","Allen Hurns, JAX, , 6200","Travis Kelce, KC, , 6400","Wil Lutz, NO, , 4500","HOU, HOU, , 4400","58900","152.058338384923"
