"Key","mean.weight","mean.nonweight","min","max","freq","Id","Name","Position","Source","Injury Indicator","Injury Details","PredictedPoints","Salary","Team","Opponent","Home","NameRM","deepBonus","mean"
"Dne",8.814,8.63,8.4,8.86,2,"16565-12541","NE","D","FanDuel","","",8.4,4700,"NE","CIN",TRUE,"ne",0.135638476647002,10.0095175331667
"Dno",5.417,4.565,3.5,5.63,2,"16565-12542","NO","D","FanDuel","","",3.5,4000,"NO","CAR",TRUE,"no",0.101243659749056,5.96543690486064
"Dnyg",6.83,5.75,4.4,7.1,2,"16565-12543","NYG","D","FanDuel","","",4.4,4300,"NYG","BAL",TRUE,"nyg",0.339829872590039,9.15103802978997
"Doak",6.863,6.035,5,7.07,2,"16565-12537","OAK","D","FanDuel","","",5,4500,"OAK","KC",TRUE,"oak",-0.0127609772501787,6.77542141313202
"Dphi",8.429,9.905,8.06,11.75,2,"16565-12545","PHI","D","FanDuel","","",11.75,4500,"PHI","WAS",FALSE,"phi",-0.0855846612368812,7.70760689043433
"Dpit",8.197,6.865,5.2,8.53,2,"16565-12547","PIT","D","FanDuel","","",5.2,4800,"PIT","MIA",FALSE,"pit",0.243632835409012,10.1940583518477
"Dsea",8.288,8.16,8,8.32,2,"16565-12550","SEA","D","FanDuel","","",8,4800,"SEA","ATL",TRUE,"sea",0.0486981612545661,8.69161036047784
"Dsf",6.084,5.78,5.4,6.16,2,"16565-12549","SF","D","FanDuel","","",5.4,4200,"SF","BUF",FALSE,"sf",-0.186172430934094,4.95132693019697
"Dten",7.796,7.62,7.4,7.84,2,"16565-12534","TEN","D","FanDuel","","",7.4,4700,"TEN","CLE",TRUE,"ten",0.158947086830368,9.03515148892955
"Dwas",6.57,6.85,6.5,7.2,2,"16565-12552","WAS","D","FanDuel","","",7.2,4400,"WAS","PHI",TRUE,"was",-0.241171705907826,4.98550189218558
"Kadamvinatieri",8.925,10.825,8.45,13.2,2,"16565-6668","Adam Vinatieri","K","FanDuel","","",13.2,5200,"IND","HOU",FALSE,"adamvinatieri",-0.0106765647329206,8.82971165975868
"Kandrewfranks",5.113,4.885,4.6,5.17,2,"16565-62619","Andrew Franks","K","FanDuel","","",4.6,4600,"MIA","PIT",TRUE,"andrewfranks",-0.0106765647329206,5.05841072452058
"Kcairosantos",7.566,7.87,7.49,8.25,2,"16565-33714","Cairo Santos","K","FanDuel","","",8.25,4700,"KC","OAK",FALSE,"cairosantos",0.0942250003507363,8.27890635265367
"Kcalebsturgis",7.639,9.355,7.21,11.5,2,"16565-30261","Caleb Sturgis","K","FanDuel","","",11.5,4900,"PHI","WAS",FALSE,"calebsturgis",-0.0106765647329206,7.55744172200522
"Kchrisboswell",7.617,7.165,6.6,7.73,2,"16565-32058","Chris Boswell","K","FanDuel","","",6.6,4800,"PIT","MIA",FALSE,"chrisboswell",0.00390862214735788,7.64677197489643
"Kcodyparkey",6.209,7.005,6.01,8,2,"16565-31280","Cody Parkey","K","FanDuel","","",8,4500,"CLE","TEN",FALSE,"codyparkey",0,6.209
"Kconnorbarth",6.631,5.995,5.2,6.79,2,"16565-6427","Connor Barth","K","FanDuel","","",5.2,4500,"CHI","JAX",TRUE,"connorbarth",-0.0106765647329206,6.560203699256
"Kdancarpenter",7.308,7.26,7.2,7.32,2,"16565-6810","Dan Carpenter","K","FanDuel","","",7.2,4700,"BUF","SF",TRUE,"dancarpenter",-0.0106765647329206,7.22997566493182
"Kdustinhopkins",7.423,8.835,7.07,10.6,2,"16565-24912","Dustin Hopkins","K","FanDuel","","",10.6,4900,"WAS","PHI",TRUE,"dustinhopkins",-0.0106765647329206,7.34374785998753
"Kgrahamgano",8.101,8.145,8.09,8.2,2,"16565-10744","Graham Gano","K","FanDuel","","",8.2,5000,"CAR","NO",FALSE,"grahamgano",-0.0106765647329206,8.01450914909861
"Kgregzuerlein",6.879,8.155,6.56,9.75,2,"16565-22109","Greg Zuerlein","K","FanDuel","","",9.75,4500,"LA","DET",FALSE,"gregzuerlein",-0.0106765647329206,6.80555591120224
"Kjasonmyers",6.995,7.775,6.8,8.75,2,"16565-60745","Jason Myers","K","FanDuel","","",8.75,4600,"JAX","CHI",FALSE,"jasonmyers",-0.0106765647329206,6.92031742969322
"Kjoshbrown",7.63,8.35,7.45,9.25,2,"16565-6522","Josh Brown","K","FanDuel","","",9.25,4700,"NYG","BAL",TRUE,"joshbrown",-0.0106765647329206,7.54853781108782
"Kjustintucker",8.719,9.555,8.51,10.6,2,"16565-23045","Justin Tucker","K","FanDuel","","",10.6,4900,"BAL","NYG",FALSE,"justintucker",-0.0106765647329206,8.62591103209366
"Kmasoncrosby",8.284,8.38,8.26,8.5,2,"16565-6897","Mason Crosby","K","FanDuel","","",8.5,4600,"GB","DAL",TRUE,"masoncrosby",0.0118599089518614,8.38224748575722
"Kmattbryant",7.461,8.945,7.09,10.8,2,"16565-10647","Matt Bryant","K","FanDuel","","",10.8,4600,"ATL","SEA",FALSE,"mattbryant",-0.00232375862691081,7.44366243688462
"Kmattprater",7.293,7.785,7.17,8.4,2,"16565-6782","Matt Prater","K","FanDuel","","",8.4,4700,"DET","LA",TRUE,"mattprater",-0.0106765647329206,7.21513581340281
"Kmikenugent",7.206,8.27,6.94,9.6,2,"16565-6636","Mike Nugent","K","FanDuel","","",9.6,4500,"CIN","NE",FALSE,"mikenugent",-0.0106765647329206,7.12906467453457
"Knicknovak",7.49,9.05,7.1,11,2,"16565-12090","Nick Novak","K","FanDuel","","",11,4500,"HOU","IND",TRUE,"nicknovak",-0.0106765647329206,7.41003253015043
"Kryansuccop",6.619,6.255,5.8,6.71,2,"16565-6767","Ryan Succop","K","FanDuel","","",5.8,4500,"TEN","CLE",TRUE,"ryansuccop",-0.00586618796423466,6.58017170186473
"Ksebastianjanikowski",7.154,7.53,7.06,8,2,"16565-7831","Sebastian Janikowski","K","FanDuel","","",8,4700,"OAK","KC",TRUE,"sebastianjanikowski",-0.0106765647329206,7.07761985590069
"Kstephengostkowski",8.822,8.19,7.4,8.98,2,"16565-7900","Stephen Gostkowski","K","FanDuel","","",7.4,5000,"NE","CIN",TRUE,"stephengostkowski",0.0796980156008376,9.52509589363059
"Kstevenhauschka",8.646,8.47,8.25,8.69,2,"16565-6724","Steven Hauschka","K","FanDuel","","",8.25,4800,"SEA","ATL",TRUE,"stevenhauschka",-0.0106765647329206,8.55369042131917
"Kwillutz",8,8,8,8,1,"16565-48380","Wil Lutz","K","FanDuel","","",8,4500,"NO","CAR",TRUE,"willutz",-0.0106765647329206,7.91458748213664
"QBaaronrodgers",20.911999947,21.199999735,20.84,21.55999947,2,"16565-6894","Aaron Rodgers","QB","FanDuel","","",21.55999947,8800,"GB","DAL",TRUE,"aaronrodgers",0.175383793087288,24.579625818746
"QBalexsmith",18.154999916,17.25499958,16.12999916,18.38,2,"16565-8005","Alex Smith","QB","FanDuel","","",16.12999916,6800,"KC","OAK",FALSE,"alexsmith",0.12024328478055,20.3380167410904
"QBandrewluck",19.466200073,19.851000365,19.37,20.33200073,2,"16565-21939","Andrew Luck","QB","FanDuel","","",20.33200073,8600,"IND","HOU",FALSE,"andrewluck",-0.261815556414994,14.3696460696019
"QBandydalton",17.077400024,17.10700012,17.07,17.14400024,2,"16565-14225","Andy Dalton","QB","FanDuel","","",17.14400024,7600,"CIN","NE",FALSE,"andydalton",-0.266971245102749,12.518225276475
"QBbenroethlisberger",21.482799988,22.21399994,21.3,23.12799988,2,"16565-6589","Ben Roethlisberger","QB","FanDuel","","",23.12799988,8700,"PIT","MIA",FALSE,"benroethlisberger",-0.0819114216207172,19.7231133005894
"QBblainegabbert",1.553999939,7.769999695,0,15.53999939,2,"16565-14194","Blaine Gabbert","QB","FanDuel","","",15.53999939,6400,"SF","BUF",FALSE,"blainegabbert",0.18136507071089,1.83584124782145
"QBblakebortles",19.157500038,19.18750019,19.15,19.22500038,2,"16565-34308","Blake Bortles","QB","FanDuel","","",19.22500038,7800,"JAX","CHI",FALSE,"blakebortles",0.0798901951336826,20.6879964543093
"QBbrandonweeden",1.140333303,5.701666515,0,11.40333303,2,"16565-21959","Brandon Weeden","QB","FanDuel","","",11.40333303,6000,"HOU","IND",TRUE,"brandonweeden",0,1.140333303
"QBbrianhoyer",17.928999939,17.244999695,16.38999939,18.1,2,"16565-7872","Brian Hoyer","QB","FanDuel","","",16.38999939,7000,"CHI","JAX",TRUE,"brianhoyer",-0.0218676322335507,17.5369351620186
"QBbrockosweiler",16.334400055,14.952000275,13.22400055,16.68,2,"16565-21994","Brock Osweiler","QB","FanDuel","","",13.22400055,6900,"HOU","IND",TRUE,"brockosweiler",0.110637006537041,18.1415891806637
"QBcamnewton",24.517500092,23.02750046,21.16500092,24.89,2,"16565-14185","Cam Newton","QB","FanDuel","","",21.16500092,8900,"CAR","NO",FALSE,"camnewton",0.0547029637392742,25.8586800105103
"QBcarsonwentz",17.636499969,17.662499845,17.63,17.69499969,2,"16565-70324","Carson Wentz","QB","FanDuel","","",17.69499969,7500,"PHI","WAS",FALSE,"carsonwentz",0.0726490109026039,18.9177742475317
"QBcasekeenum",13.815800003,12.639000015,11.16800003,14.11,2,"16565-22994","Case Keenum","QB","FanDuel","","",11.16800003,6500,"LA","DET",FALSE,"casekeenum",0.0782119573221853,14.8963607632065
"QBcodykessler",12.6870000076,11.235000038,9.420000076,13.05,2,"16565-29587","Cody Kessler","QB","FanDuel","","",9.420000076,6300,"CLE","TEN",FALSE,"codykessler",-0.00271992921962205,12.65249226557
"QBcolinkaepernick",15.643999966,14.37999983,12.79999966,15.96,2,"16565-14231","Colin Kaepernick","QB","FanDuel","","",12.79999966,6400,"SF","BUF",FALSE,"colinkaepernick",-0.0321002281558278,15.1418239978216
"QBdakprescott",18.097200073,17.846000365,17.53200073,18.16,2,"16565-31716","Dak Prescott","QB","FanDuel","","",17.53200073,7200,"DAL","GB",FALSE,"dakprescott",0.0381239679091772,18.787137147829
"QBderekanderson",1.1556666819,3.9783334095,0.45,7.506666819,2,"16565-6373","Derek Anderson","QB","FanDuel","","",7.506666819,5000,"CAR","NO",FALSE,"derekanderson",0.00384187679609926,1.16010661090922
"QBderekcarr",19.373399963,20.266999815,19.15,21.38399963,2,"16565-45859","Derek Carr","QB","FanDuel","","",21.38399963,7900,"OAK","KC",TRUE,"derekcarr",-0.159189034858445,16.2893671209634
"QBdrewbrees",21.384000053,21.520000265,21.35,21.69000053,2,"16565-6504","Drew Brees","QB","FanDuel","","",21.69000053,8500,"NO","CAR",TRUE,"drewbrees",-0.0742922009543698,19.7953356238543
"QBelimanning",16.902999969,15.354999845,13.41999969,17.29,2,"16565-6826","Eli Manning","QB","FanDuel","","",13.41999969,7700,"NYG","BAL",TRUE,"elimanning",0.161435019718429,19.6317361022961
"QBjimmygaroppolo",1.184666697,5.923333485,0,11.84666697,2,"16565-54604","Jimmy Garoppolo","QB","FanDuel","Q","Shoulder",11.84666697,6000,"NE","CIN",TRUE,"jimmygaroppolo",-0.329538947013822,0.794272881108277
"QBjoeflacco",16.015600067,15.918000335,15.79600067,16.04,2,"16565-6714","Joe Flacco","QB","FanDuel","","",15.79600067,7500,"BAL","NYG",FALSE,"joeflacco",-0.00909382447462748,15.8699570111349
"QBkirkcousins",16.607600067,16.558000335,16.49600067,16.62,2,"16565-22038","Kirk Cousins","QB","FanDuel","","",16.49600067,7400,"WAS","PHI",TRUE,"kirkcousins",0.0419506508824068,17.3042996994054
"QBmarcusmariota",18.275400024,17.41700012,16.34400024,18.49,2,"16565-29358","Marcus Mariota","QB","FanDuel","","",16.34400024,7600,"TEN","CLE",TRUE,"marcusmariota",0.116050330163096,20.3962662306479
"QBmarksanchez",1.228000005,6.140000025,0,12.28000005,2,"16565-6687","Mark Sanchez","QB","FanDuel","","",12.28000005,5000,"DAL","GB",FALSE,"marksanchez",0.329672135424399,1.63283738894952
"QBmatthewstafford",19.181400055,19.467000275,19.11,19.82400055,2,"16565-6654","Matthew Stafford","QB","FanDuel","","",19.82400055,8000,"DET","LA",TRUE,"matthewstafford",0.0496934628077919,20.1345902452345
"QBmattryan",18.259999969,21.219999845,17.52,24.91999969,2,"16565-6616","Matt Ryan","QB","FanDuel","","",24.91999969,7600,"ATL","SEA",FALSE,"mattryan",-0.178545814616996,14.9997533996286
"QBmattschaub",1.530000019,7.650000095,0,15.30000019,2,"16565-6679","Matt Schaub","QB","FanDuel","","",15.30000019,6000,"ATL","SEA",FALSE,"mattschaub",-0.223562573255367,1.1879492776716
"QBrussellwilson",20.333000015,18.225000075,15.59000015,20.86,2,"16565-22015","Russell Wilson","QB","FanDuel","","",15.59000015,8400,"SEA","ATL",TRUE,"russellwilson",0.089843460905332,22.1597871069358
"QBryanmallett",1.099142892,5.49571446,0,10.99142892,2,"16565-14267","Ryan Mallett","QB","FanDuel","","",10.99142892,6000,"BAL","NYG",FALSE,"ryanmallett",0.0409423665574224,1.14414440318325
"QBryantannehill",16.346599976,15.77299988,15.05599976,16.49,2,"16565-21948","Ryan Tannehill","QB","FanDuel","","",15.05599976,7100,"MIA","PIT",TRUE,"ryantannehill",0.108366949338141,18.1180311474501
"QBtombrady",22.214999939,25.514999695,21.39,29.63999939,2,"16565-6498","Tom Brady","QB","FanDuel","","",29.63999939,9000,"NE","CIN",TRUE,"tombrady",-0.115585618913135,19.6472654218954
"QBtyrodtaylor",17.903600006,17.11800003,16.13600006,18.1,2,"16565-14377","Tyrod Taylor","QB","FanDuel","","",16.13600006,7800,"BUF","SF",TRUE,"tyrodtaylor",-0.0958094758815862,16.1882654730316
"RBaaronripkowski",1.1690000048,1.405000024,1.11,1.700000048,2,"16565-27411","Aaron Ripkowski","RB","FanDuel","","",1.700000048,4500,"GB","DAL",TRUE,"aaronripkowski",0.351202406806933,1.57955562004308
"RBalfredblue",1.5109999924,1.674999962,1.47,1.879999924,2,"16565-31406","Alfred Blue","RB","FanDuel","","",1.879999924,4500,"HOU","IND",TRUE,"alfredblue",0.144420693129932,1.72921965862173
"RBalfredmorris",3.111,3.995,2.89,5.1,2,"16565-22113","Alfred Morris","RB","FanDuel","","",5.1,5000,"DAL","GB",FALSE,"alfredmorris",-0.304192840554886,2.16465607303375
"RBantonioandrews",1.017,0.565,0,1.13,2,"16565-47828","Antonio Andrews","RB","FanDuel","","",0,4500,"TEN","CLE",TRUE,"antonioandrews",0.0213452274440591,1.03870809631061
"RBarianfoster",7.7659999809,7.0699999045,6.199999809,7.94,2,"16565-10777","Arian Foster","RB","FanDuel","Q","Hamstring",6.199999809,6500,"MIA","PIT",TRUE,"arianfoster",-0.360467768608658,4.9666072967701
"RBbennycunningham",1.6984999976,1.732499988,1.69,1.774999976,2,"16565-39649","Benny Cunningham","RB","FanDuel","","",1.774999976,4500,"LA","DET",FALSE,"bennycunningham",0.000432966258079537,1.69923539078831
"RBbobbyrainey",5.1686666412,6.323333206,4.88,7.766666412,2,"16565-22958","Bobby Rainey","RB","FanDuel","","",7.766666412,5000,"NYG","BAL",TRUE,"bobbyrainey",0.0449793642731342,5.40114998086093
"RBcameronartispayne",5.3073333333,7.0966666665,4.86,9.333333333,2,"16565-38269","Cameron Artis-Payne","RB","FanDuel","","",9.333333333,5900,"CAR","NO",FALSE,"cameronartispayne",-0.0139922252890627,5.23307192961632
"RBcarloshyde",14.039000061,15.515000305,13.67,17.36000061,2,"16565-28473","Carlos Hyde","RB","FanDuel","","",17.36000061,7300,"SF","BUF",FALSE,"carloshyde",0.120541191762028,15.7312778595001
"RBcharcandrickwest",2.4249999936,3.524999968,2.15,4.899999936,2,"16565-54687","Charcandrick West","RB","FanDuel","","",4.899999936,4600,"KC","OAK",FALSE,"charcandrickwest",0.0152493707235839,2.46197971750709
"RBchrisivory",5.7749999905,4.4749999525,2.849999905,6.1,2,"16565-11864","Chris Ivory","RB","FanDuel","","",2.849999905,5400,"JAX","CHI",FALSE,"chrisivory",-0.129251247312317,5.02857403849925
"RBchristhompson",5.7239999847,6.5399999235,5.52,7.559999847,2,"16565-24891","Chris Thompson","RB","FanDuel","","",7.559999847,5200,"WAS","PHI",TRUE,"christhompson",0.428474938028047,8.17659052341687
"RBcjspiller",5.2079999809,6.7599999045,4.82,8.699999809,2,"16565-11419","C.J. Spiller","RB","FanDuel","","",8.699999809,5000,"SEA","ATL",TRUE,"cjspiller",0.344117345258758,7.00016310843497
"RBdamienwilliams",3.5864999809,4.6924999045,3.31,6.074999809,2,"16565-27441","Damien Williams","RB","FanDuel","","",6.074999809,4600,"MIA","PIT",TRUE,"damienwilliams",-0.189487532428583,2.9069029494641
"RBdaniellasco",2.1210000095,2.2450000475,2.09,2.400000095,2,"16565-29304","Daniel Lasco","RB","FanDuel","","",2.400000095,4500,"NO","CAR",TRUE,"daniellasco",0,2.1210000095
"RBdarrensproles",8.816500038,9.44250019,8.66,10.22500038,2,"16565-7972","Darren Sproles","RB","FanDuel","","",10.22500038,5300,"PHI","WAS",FALSE,"darrensproles",-0.213139156713905,6.93735865473257
"RBdeandrewashington",8.0120000076,6.860000038,5.420000076,8.3,2,"16565-32613","DeAndre Washington","RB","FanDuel","","",5.420000076,5500,"OAK","KC",TRUE,"deandrewashington",0.0730223440901046,8.59705502900489
"RBdeangelowilliams",4.950999969,8.714999845,4.01,13.41999969,2,"16565-6732","DeAngelo Williams","RB","FanDuel","","",13.41999969,5900,"PIT","MIA",FALSE,"deangelowilliams",0.193861833049247,5.91080989841711
"RBdemarcomurray",19.220000061,19.860000305,19.06,20.66000061,2,"16565-14254","DeMarco Murray","RB","FanDuel","","",20.66000061,8800,"TEN","CLE",TRUE,"demarcomurray",-0.165054631167356,16.0476500398951
"RBderrickhenry",4.9770000076,4.685000038,4.320000076,5.05,2,"16565-39280","Derrick Henry","RB","FanDuel","","",4.320000076,5300,"TEN","CLE",TRUE,"derrickhenry",-0.0350803228223439,4.80240524064658
"RBdevontafreeman",13.487999939,14.399999695,13.26,15.53999939,2,"16565-24920","Devonta Freeman","RB","FanDuel","","",15.53999939,7100,"ATL","SEA",FALSE,"devontafreeman",0.0246441807108537,13.8204006469247
"RBdjfoster",1.549999952,1.549999952,1.549999952,1.549999952,1,"16565-29183","D.J. Foster","RB","FanDuel","","",1.549999952,4700,"NE","CIN",TRUE,"djfoster",0,1.549999952
"RBdukejohnsonjr",7.3,7.3,7.3,7.3,1,"16565-25837","Duke Johnson Jr.","RB","FanDuel","","",7.3,5100,"CLE","TEN",FALSE,"dukejohnsonjr",0.0103119259785727,7.37527705964358
"RBezekielelliott",15.961999939,17.329999695,15.62,19.03999939,2,"16565-38791","Ezekiel Elliott","RB","FanDuel","","",19.03999939,8100,"DAL","GB",FALSE,"ezekielelliott",-0.378661764403207,9.91780087869438
"RBfozzywhittaker",6.331,7.295,6.09,8.5,2,"16565-37245","Fozzy Whittaker","RB","FanDuel","","",8.5,5600,"CAR","NO",FALSE,"fozzywhittaker",0.0299841708126198,6.5208297854147
"RBfrankgore",12.321000061,12.605000305,12.25,12.96000061,2,"16565-6840","Frank Gore","RB","FanDuel","","",12.96000061,6300,"IND","HOU",FALSE,"frankgore",0.0632173030391674,13.0999004556018
"RBgiovanibernard",10.5460000305,10.2500001525,9.880000305,10.62,2,"16565-25290","Giovani Bernard","RB","FanDuel","","",9.880000305,5700,"CIN","NE",FALSE,"giovanibernard",-0.0216272708510685,10.317918831445
"RBisaiahcrowell",12.032999939,12.924999695,11.81,14.03999939,2,"16565-54684","Isaiah Crowell","RB","FanDuel","","",14.03999939,6500,"CLE","TEN",FALSE,"isaiahcrowell",0.0291201691552923,12.3834029326693
"RBjalenrichard",7.9,7.9,7.9,7.9,1,"16565-33578","Jalen Richard","RB","FanDuel","","",7.9,5100,"OAK","KC",TRUE,"jalenrichard",-0.0286866879092228,7.67337516551714
"RBjamaalcharles",10.8609999988,6.344999994,0.699999988,11.99,2,"16565-6728","Jamaal Charles","RB","FanDuel","","",0.699999988,7100,"KC","OAK",FALSE,"jamaalcharles",-0.295737829548854,7.64899143242479
"RBjameswhite",8.9529999847,7.8449999235,6.459999847,9.23,2,"16565-28930","James White","RB","FanDuel","","",6.459999847,5700,"NE","CIN",TRUE,"jameswhite",-0.00197959809795367,8.93527664295931
"RBjamizeolawale",3.451,3.695,3.39,4,2,"16565-23046","Jamize Olawale","RB","FanDuel","","",4,4500,"OAK","KC",TRUE,"jamizeolawale",0.173677496256017,4.05036103957951
"RBjavoriusallen",3.2569999952,3.164999976,3.049999952,3.28,2,"16565-29645","Javorius Allen","RB","FanDuel","","",3.049999952,5300,"BAL","NYG",FALSE,"javoriusallen",0.201682802783888,3.91388088289905
"RBjayajayi",5.5695000095,6.3275000475,5.38,7.275000095,2,"16565-46882","Jay Ajayi","RB","FanDuel","","",7.275000095,5800,"MIA","PIT",TRUE,"jayajayi",-0.247656082888131,4.19017945350182
"RBjeremyhill",7.941,8.545,7.79,9.3,2,"16565-31397","Jeremy Hill","RB","FanDuel","","",9.3,6900,"CIN","NE",FALSE,"jeremyhill",-0.0756041413448483,7.34062751358056
"RBjohnkuhn",1.8024999905,4.2124999525,1.2,7.224999905,2,"16565-7244","John Kuhn","RB","FanDuel","","",7.224999905,4500,"NO","CAR",TRUE,"johnkuhn",0.0140046873376456,1.82774343929306
"RBjonathanstewart",9.657,7.365,4.5,10.23,2,"16565-6733","Jonathan Stewart","RB","FanDuel","Q","Hamstring",4.5,6300,"CAR","NO",FALSE,"jonathanstewart",-0.0595451468108317,9.0819725172478
"RBjordanhoward",14.979999981,14.299999905,13.44999981,15.15,2,"16565-42142","Jordan Howard","RB","FanDuel","","",13.44999981,7700,"CHI","JAX",TRUE,"jordanhoward",0.270864883243251,19.0375559268375
"RBjoshferguson",4.006,4.27,3.94,4.6,2,"16565-27692","Josh Ferguson","RB","FanDuel","","",4.6,4500,"IND","HOU",FALSE,"joshferguson",0.372941152911393,5.50000225856304
"RBjustinforsett",7.1459999873,6.7699999365,6.299999873,7.24,2,"16565-6857","Justin Forsett","RB","FanDuel","","",6.299999873,4900,"DET","LA",TRUE,"justinforsett",0.0859523728985117,7.76021564294117
"RBkadeemcarey",1.6803333349,1.4816666745,1.233333349,1.73,2,"16565-29003","Ka'Deem Carey","RB","FanDuel","Q","Hamstring",1.233333349,4500,"CHI","JAX",TRUE,"kadeemcarey",0.10412136988443,1.85529194359226
"RBkenjonbarner",2.6556666794,3.638333397,2.41,4.866666794,2,"16565-29357","Kenjon Barner","RB","FanDuel","","",4.866666794,5000,"PHI","WAS",FALSE,"kenjonbarner",-0.482560824113169,1.37414597801885
"RBkennethdixon",4.06,2.7,1,4.4,2,"16565-43413","Kenneth Dixon","RB","FanDuel","","",1,5600,"BAL","NYG",FALSE,"kennethdixon",0.0981671610004466,4.45855867366181
"RBkenyandrake",2.5655000095,3.5475000475,2.32,4.775000095,2,"16565-30989","Kenyan Drake","RB","FanDuel","","",4.775000095,5000,"MIA","PIT",TRUE,"kenyandrake",-0.129533184195552,2.23318262421575
"RBkylejuszczyk",2.6339999924,3.009999962,2.54,3.479999924,2,"16565-39428","Kyle Juszczyk","RB","FanDuel","","",3.479999924,4500,"BAL","NYG",FALSE,"kylejuszczyk",-0.00473035971512936,2.6215402249463
"RBlamarmiller",15.283999985,13.139999925,10.45999985,15.82,2,"16565-22037","Lamar Miller","RB","FanDuel","","",10.45999985,7900,"HOU","IND",TRUE,"lamarmiller",0.14295667084523,17.4689497400542
"RBlegarretteblount",12.014000061,12.790000305,11.82,13.76000061,2,"16565-11779","LeGarrette Blount","RB","FanDuel","Q","Hip",13.76000061,7000,"NE","CIN",TRUE,"legarretteblount",-0.161953709187346,10.068288188944
"RBleseanmccoy",17.341999939,17.429999695,17.32,17.53999939,2,"16565-6779","LeSean McCoy","RB","FanDuel","","",17.53999939,8200,"BUF","SF",TRUE,"leseanmccoy",-0.12223827228442,15.2221438285001
"RBleveonbell",21.567000038,20.91500019,20.10000038,21.73,2,"16565-28181","Le'Veon Bell","RB","FanDuel","","",20.10000038,9300,"PIT","MIA",FALSE,"leveonbell",0.173932327473485,25.3181985512301
"RBmalcolmbrown",1.1999999952,1.799999976,1.05,2.549999952,2,"16565-32234","Malcolm Brown","RB","FanDuel","","",2.549999952,4500,"LA","DET",FALSE,"malcolmbrown",0.00732335802541018,1.20878802479534
"RBmarkingram",13.969999962,14.04999981,13.95,14.14999962,2,"16565-14211","Mark Ingram","RB","FanDuel","","",14.14999962,6700,"NO","CAR",TRUE,"markingram",-0.0313458253805411,13.532098782625
"RBmattjones",9.049999969,9.569999845,8.92,10.21999969,2,"16565-30244","Matt Jones","RB","FanDuel","","",10.21999969,6500,"WAS","PHI",TRUE,"mattjones",0.385998248450409,12.5432841055103
"RBmikegillislee",4.0269999847,4.1749999235,3.99,4.359999847,2,"16565-30237","Mike Gillislee","RB","FanDuel","","",4.359999847,4900,"BUF","SF",TRUE,"mikegillislee",-0.0966098614762654,3.63795207401321
