"Key","mean.weight","mean.nonweight","min","max","freq","Id","Name","Position","Source","Injury Indicator","Injury Details","PredictedPoints","Salary","Team","Opponent","Home","NameRM","deepBonus","mean"
"RBmiketolbert",1.2509999962,1.334999981,1.23,1.439999962,2,"16565-7975","Mike Tolbert","RB","FanDuel","","",1.439999962,4700,"CAR","NO",FALSE,"miketolbert",0.00250660726235163,1.25413576187568
"RBorleansdarkwa",4.2324999809,5.1624999045,4,6.324999809,2,"16565-33691","Orleans Darkwa","RB","FanDuel","","",6.324999809,5900,"NYG","BAL",TRUE,"orleansdarkwa",0.0918423016878518,4.62122252103964
"RBpatrickdimarco",1.2330000032,1.485000016,1.17,1.800000032,2,"16565-14683","Patrick DiMarco","RB","FanDuel","","",1.800000032,4500,"ATL","SEA",FALSE,"patrickdimarco",-0.0305350660677668,1.19535026664073
"RBpaulperkins",2.9249999905,4.2249999525,2.6,5.849999905,2,"16565-29866","Paul Perkins","RB","FanDuel","","",5.849999905,4500,"NYG","BAL",TRUE,"paulperkins",0.0578868315698808,3.09431897229198
"RBreggiebush",1.1199999999,0.5999999995,-0.050000001,1.25,2,"16565-6643","Reggie Bush","RB","FanDuel","","",-0.050000001,4900,"BUF","SF",TRUE,"reggiebush",-0.137138006780396,0.96640543231967
"RBrobertturbin",1.3484999809,2.7824999045,0.99,4.574999809,2,"16565-22048","Robert Turbin","RB","FanDuel","","",4.574999809,4500,"IND","HOU",FALSE,"robertturbin",0.201060224416411,1.61962968968528
"RBryanmathews",12.807000019,11.915000095,10.80000019,13.03,2,"16565-11425","Ryan Mathews","RB","FanDuel","","",10.80000019,6500,"PHI","WAS",FALSE,"ryanmathews",-0.31747860221139,8.74105155444664
"RBshaundraughn",3.7370000076,3.285000038,2.720000076,3.85,2,"16565-15006","Shaun Draughn","RB","FanDuel","","",2.720000076,4600,"SF","BUF",FALSE,"shaundraughn",-0.0325854070153382,3.61522834133603
"RBspencerware",8.859999981,10.899999905,8.35,13.44999981,2,"16565-31459","Spencer Ware","RB","FanDuel","","",13.44999981,5700,"KC","OAK",FALSE,"spencerware",0.0709512465192503,9.48862802381248
"RBterrancewest",10.249,9.605,8.8,10.41,2,"16565-54607","Terrance West","RB","FanDuel","","",8.8,6500,"BAL","NYG",FALSE,"terrancewest",0.102614921103048,11.3007003263851
"RBtevincoleman",10.635000061,13.535000305,9.91,17.16000061,2,"16565-27776","Tevin Coleman","RB","FanDuel","","",17.16000061,5900,"ATL","SEA",FALSE,"tevincoleman",0.175400568380495,12.500385116426
"RBtimhightower",1.2690000024,1.305000012,1.26,1.350000024,2,"16565-6828","Tim Hightower","RB","FanDuel","","",1.350000024,4500,"NO","CAR",TRUE,"timhightower",0.0452356195467165,1.32640400371335
"RBtjyeldon",9.780000019,9.900000095,9.75,10.05000019,2,"16565-31061","T.J. Yeldon","RB","FanDuel","","",10.05000019,6700,"JAX","CHI",FALSE,"tjyeldon",-0.225532330260474,7.57429382476745
"RBtoddgurley",15.054000015,13.670000075,11.94000015,15.4,2,"16565-30447","Todd Gurley","RB","FanDuel","","",11.94000015,7900,"LA","DET",FALSE,"toddgurley",0.0275711798167342,15.4690565563747
"RBtravariscadet",3.4444999905,3.9024999525,3.33,4.474999905,2,"16565-22258","Travaris Cadet","RB","FanDuel","","",4.474999905,5000,"NO","CAR",TRUE,"travariscadet",0.150251480600327,3.96204121400044
"RBwendellsmallwood",3.4000000127,4.2000000635,3.2,5.200000127,2,"16565-38509","Wendell Smallwood","RB","FanDuel","","",5.200000127,5300,"PHI","WAS",FALSE,"wendellsmallwood",-0.461296086094135,1.83159331412148
"RBzachzenner",4.6440000191,4.3800000955,4.050000191,4.71,2,"16565-62616","Zach Zenner","RB","FanDuel","","",4.050000191,5300,"DET","LA",TRUE,"zachzenner",-0.0981671610004466,4.18811172153893
"TEanthonyfasano",1.8519999968,1.339999984,0.699999968,1.98,2,"16565-6778","Anthony Fasano","TE","FanDuel","","",0.699999968,4500,"TEN","CLE",TRUE,"anthonyfasano",0.249833675689432,2.31469196337736
"TEaustinhooper",2.8329999905,4.2849999525,2.47,6.099999905,2,"16565-40126","Austin Hooper","TE","FanDuel","","",6.099999905,4500,"ATL","SEA",FALSE,"austinhooper",-0.0960817596205481,2.56080036640776
"TEbrentcelek",2.6376666603,2.8283333015,2.59,3.066666603,2,"16565-6742","Brent Celek","TE","FanDuel","","",3.066666603,4500,"PHI","WAS",FALSE,"brentcelek",0.113874180812619,2.93802879049842
"TEcharlesclay",7.3210000153,6.4850000765,5.440000153,7.53,2,"16565-14362","Charles Clay","TE","FanDuel","Q","Knee",5.440000153,5300,"BUF","SF",TRUE,"charlesclay",-0.0185370004748195,7.18529063454023
"TEcjfiedorowicz",4.7180000076,4.630000038,4.520000076,4.74,2,"16565-27908","C.J. Fiedorowicz","TE","FanDuel","","",4.520000076,5100,"HOU","IND",TRUE,"cjfiedorowicz",-0.0970188105832702,4.26026525853079
"TEcjuzomah",5.2770000153,5.3050000765,5.27,5.340000153,2,"16565-31207","C.J. Uzomah","TE","FanDuel","","",5.340000153,4900,"CIN","NE",FALSE,"cjuzomah",-0.0137095241091686,5.20465485636616
"TEclayharbor",1.9577499952,2.748749976,1.76,3.737499952,2,"16565-11543","Clay Harbor","TE","FanDuel","","",3.737499952,4500,"DET","LA",TRUE,"clayharbor",0.0129493574581565,1.98310159970155
"TEcobyfleener",8.8649999809,8.1249999045,7.199999809,9.05,2,"16565-21971","Coby Fleener","TE","FanDuel","","",7.199999809,5600,"NO","CAR",TRUE,"cobyfleener",-0.0145146812156414,8.73632733220057
"TEconnorhamlett",2.0529999809,4.7849999045,1.37,8.199999809,2,"16565-29477","Connor Hamlett","TE","FanDuel","","",8.199999809,4500,"CLE","TEN",FALSE,"connorhamlett",0.49905648395042,3.07756293291823
"TEcrockettgillmore",3.6135000095,3.9075000475,3.54,4.275000095,2,"16565-45723","Crockett Gillmore","TE","FanDuel","","",4.275000095,4900,"BAL","NYG",FALSE,"crockettgillmore",0.0716725704938801,3.87248884366053
"TEdelaniewalker",11.5025,11.1125,10.625,11.6,2,"16565-6863","Delanie Walker","TE","FanDuel","","",10.625,6700,"TEN","CLE",TRUE,"delaniewalker",0.0905168513126222,12.5436700822234
"TEdemetriusharris",2.0764999976,1.942499988,1.774999976,2.11,2,"16565-19342","Demetrius Harris","TE","FanDuel","","",1.774999976,4500,"KC","OAK",FALSE,"demetriusharris",0.0214345642618201,2.12100887023823
"TEdennispitta",8.6370000305,8.3450001525,7.980000305,8.71,2,"16565-11532","Dennis Pitta","TE","FanDuel","","",7.980000305,5400,"BAL","NYG",FALSE,"dennispitta",0.155162525594044,9.97713876878822
"TEdionsims",3.0554999952,2.997499976,2.924999952,3.07,2,"16565-28144","Dion Sims","TE","FanDuel","","",2.924999952,4500,"MIA","PIT",TRUE,"dionsims",-0.0362311910411792,2.94479559114759
"TEdwayneallen",6.9269999847,7.4749999235,6.79,8.159999847,2,"16565-22004","Dwayne Allen","TE","FanDuel","","",8.159999847,5800,"IND","HOU",FALSE,"dwayneallen",0.0872022995722743,7.53105031250295
"TEeddickson",1.2273333333,1.4966666665,1.16,1.833333333,2,"16565-11488","Ed Dickson","TE","FanDuel","","",1.833333333,4500,"CAR","NO",FALSE,"eddickson",-0.129606458269377,1.06826300685504
"TEgarrettcelek",2.738,3.21,2.62,3.8,2,"16565-22754","Garrett Celek","TE","FanDuel","","",3.8,4700,"SF","BUF",FALSE,"garrettcelek",0.160414951407332,3.17721613695328
"TEgarybarnidge",8.1919999695,7.7599998475,7.219999695,8.3,2,"16565-6422","Gary Barnidge","TE","FanDuel","Q","Forearm",7.219999695,5300,"CLE","TEN",FALSE,"garybarnidge",0.25069352561033,10.2456813236537
"TEgeoffswaim",1.1075,1.3375,1.05,1.625,2,"16565-38523","Geoff Swaim","TE","FanDuel","","",1.625,4500,"DAL","GB",FALSE,"geoffswaim",0.128721487790952,1.25005904772848
"TEgregolsen",14.034999969,15.094999845,13.77,16.41999969,2,"16565-6914","Greg Olsen","TE","FanDuel","","",16.41999969,8100,"CAR","NO",FALSE,"gregolsen",-0.302059879931392,9.79558956352677
"TEjaceamaro",1.9730000095,4.3850000475,1.37,7.400000095,2,"16565-32674","Jace Amaro","TE","FanDuel","","",7.400000095,4500,"TEN","CLE",TRUE,"jaceamaro",0.1105986267285,2.19121110108602
"TEjackdoyle",4.3289999695,5.5249998475,4.03,7.019999695,2,"16565-39859","Jack Doyle","TE","FanDuel","","",7.019999695,4800,"IND","HOU",FALSE,"jackdoyle",0.182327538781585,5.11829587932449
"TEjacobtamme",6.1259999847,6.6299999235,6,7.259999847,2,"16565-6664","Jacob Tamme","TE","FanDuel","","",7.259999847,5300,"ATL","SEA",FALSE,"jacobtamme",0.057665070066977,6.47925620304802
"TEjerelladams",1.0900000048,2.250000024,0.8,3.700000048,2,"16565-30654","Jerell Adams","TE","FanDuel","","",3.700000048,4500,"NYG","BAL",TRUE,"jerelladams",-0.261421482363312,0.805050587769167
"TEjessejames",7.9959999847,7.9799999235,7.959999847,8,2,"16565-28694","Jesse James","TE","FanDuel","","",7.959999847,5400,"PIT","MIA",FALSE,"jessejames",-0.264217396303637,5.88331768789864
"TEjimmygraham",10.6939999619,10.2299998095,9.649999619,10.81,2,"16565-11512","Jimmy Graham","TE","FanDuel","","",9.649999619,6900,"SEA","ATL",TRUE,"jimmygraham",-0.0913623006642288,9.71697152207764
"TEjoshhill",1.0561538462,1.680769231,0.9,2.461538462,2,"16565-39492","Josh Hill","TE","FanDuel","Q","Ankle",2.461538462,4500,"NO","CAR",TRUE,"joshhill",-0.194176105027142,0.851074006035449
"TEjuliusthomas",8.9316666412,8.858333206,8.766666412,8.95,2,"16565-14317","Julius Thomas","TE","FanDuel","","",8.766666412,5700,"JAX","CHI",FALSE,"juliusthomas",-0.021626250680849,8.73850817941963
"TEjustinperillo",1.5479999952,1.659999976,1.52,1.799999952,2,"16565-54694","Justin Perillo","TE","FanDuel","","",1.799999952,4500,"GB","DAL",TRUE,"justinperillo",-0.291139889295978,1.0973154479673
"TEkharilee",1.476,0.82,0,1.64,2,"16565-62617","Khari Lee","TE","FanDuel","","",0,4500,"DET","LA",TRUE,"kharilee",0.124978930554212,1.66046890149802
"TElancekendricks",4.7180000153,4.5500000765,4.340000153,4.76,2,"16565-14240","Lance Kendricks","TE","FanDuel","","",4.340000153,4500,"LA","DET",FALSE,"lancekendricks",0.0704234597150402,5.05025789931304
"TElarrydonnell",2.948,3.86,2.72,5,2,"16565-21123","Larry Donnell","TE","FanDuel","","",5,5000,"NYG","BAL",TRUE,"larrydonnell",-0.221536786022292,2.29490955480628
"TEloganpaulsen",1.3266666667,1.0333333335,0.666666667,1.4,2,"16565-12055","Logan Paulsen","TE","FanDuel","","",0.666666667,4500,"CHI","JAX",TRUE,"loganpaulsen",0.100398439715125,1.45986193005875
"TElukewillson",2.2709999976,1.994999988,1.649999976,2.34,2,"16565-32000","Luke Willson","TE","FanDuel","","",1.649999976,4500,"SEA","ATL",TRUE,"lukewillson",-0.0944940226234318,2.05640407244897
"TEmarcedeslewis",1.8605000191,3.2225000955,1.52,4.925000191,2,"16565-6672","Marcedes Lewis","TE","FanDuel","","",4.925000191,4500,"JAX","CHI",FALSE,"marcedeslewis",-0.0108784891354697,1.84026058985568
"TEmartellusbennett",10.069,11.505,9.71,13.3,2,"16565-6448","Martellus Bennett","TE","FanDuel","Q","Ankle",13.3,6600,"NE","CIN",TRUE,"martellusbennett",-0.255531620033264,7.49605211788506
"TEmychalrivera",1.9860000024,1.370000012,0.600000024,2.14,2,"16565-30807","Mychal Rivera","TE","FanDuel","","",0.600000024,4500,"OAK","KC",TRUE,"mychalrivera",-0.156492367092475,1.67520616097876
"TEnickoleary",1.8660000064,1.970000032,1.84,2.100000064,2,"16565-24817","Nick O'Leary","TE","FanDuel","","",2.100000064,4500,"BUF","SF",TRUE,"nickoleary",-0.150372131917067,1.58540560728037
"TEnilespaul",4.7909999905,3.5949999525,2.099999905,5.09,2,"16565-14355","Niles Paul","TE","FanDuel","","",2.099999905,4500,"WAS","PHI",TRUE,"nilespaul",0.0907929180648037,5.22598886008594
"TErichardrodgers",5.4109999952,4.694999976,3.799999952,5.59,2,"16565-29314","Richard Rodgers","TE","FanDuel","","",3.799999952,5100,"GB","DAL",TRUE,"richardrodgers",-0.320178224121602,3.67851562601487
"TErobgronkowski",11.327,8.515,5,12.03,2,"16565-11460","Rob Gronkowski","TE","FanDuel","Q","Hamstring",5,8400,"NE","CIN",TRUE,"robgronkowski",-0.369944093333062,7.13664325481641
"TEryangriffin",3.7080000076,3.980000038,3.64,4.320000076,2,"16565-34073","Ryan Griffin","TE","FanDuel","","",4.320000076,4500,"HOU","IND",TRUE,"ryangriffin",-0.286311708186342,2.64635619146908
"TEtraviskelce",11.367,11.315,11.25,11.38,2,"16565-33076","Travis Kelce","TE","FanDuel","","",11.25,6400,"KC","OAK",FALSE,"traviskelce",0.476764957724243,16.7863872744515
"TEtreyburton",2.5026666412,3.953333206,2.14,5.766666412,2,"16565-30297","Trey Burton","TE","FanDuel","","",5.766666412,4500,"PHI","WAS",FALSE,"treyburton",-0.00294134625591402,2.49530543204511
"TEtylerhigbee",3.1193333329,1.8366666645,0.233333329,3.44,2,"16565-47870","Tyler Higbee","TE","FanDuel","","",0.233333329,4500,"LA","DET",FALSE,"tylerhigbee",0.257106094642338,3.92133294400959
"TEtylerkroft",2.1349999809,3.2749999045,1.85,4.699999809,2,"16565-26038","Tyler Kroft","TE","FanDuel","","",4.699999809,4500,"CIN","NE",FALSE,"tylerkroft",0.0346467464396054,2.2089707838868
"TEvancemcdonald",4.6453333079,6.1066665395,4.28,7.933333079,2,"16565-32045","Vance McDonald","TE","FanDuel","","",7.933333079,4600,"SF","BUF",FALSE,"vancemcdonald",0.0248500091678496,4.76076988318903
"TEvernondavis",5.3549999905,4.5749999525,3.599999905,5.55,2,"16565-6870","Vernon Davis","TE","FanDuel","","",3.599999905,4500,"WAS","PHI",TRUE,"vernondavis",0.481283773462899,7.93227459282163
"TEwilltye",4.286,4.07,3.8,4.34,2,"16565-24847","Will Tye","TE","FanDuel","","",3.8,4900,"NYG","BAL",TRUE,"willtye",-0.185948124808159,3.48902633707223
"TExaviergrimble",2.006666673,3.233333365,1.7,4.76666673,2,"16565-29592","Xavier Grimble","TE","FanDuel","","",4.76666673,4500,"PIT","MIA",FALSE,"xaviergrimble",-0.124978930554212,1.75587561822968
"TEzachertz",8.764,7.98,7,8.96,2,"16565-29780","Zach Ertz","TE","FanDuel","","",7,5400,"PHI","WAS",FALSE,"zachertz",0.0191323241879027,8.93167568918278
"TEzachmiller",9.456000031,10.000000155,9.32,10.68000031,2,"16565-8050","Zach Miller","TE","FanDuel","Q","Ribs",10.68000031,5800,"CHI","JAX",TRUE,"zachmiller",0.138809210458871,10.7685799294022
"WRaaronburbridge",1.391,0.995,0.5,1.49,2,"16565-28226","Aaron Burbridge","WR","FanDuel","","",0.5,4500,"SF","BUF",FALSE,"aaronburbridge",0,1.391
"WRajgreen",15.379000061,15.815000305,15.27,16.36000061,2,"16565-14187","A.J. Green","WR","FanDuel","","",16.36000061,8400,"CIN","NE",FALSE,"ajgreen",0.648273467752442,25.3487977611095
"WRalbertwilson",2.2969999873,2.9649999365,2.13,3.799999873,2,"16565-48344","Albert Wilson","WR","FanDuel","","",3.799999873,4500,"KC","OAK",FALSE,"albertwilson",-0.433895027911234,1.30034311369836
"WRaldrickrobinson",2.4775000095,3.3875000475,2.25,4.525000095,2,"16565-14372","Aldrick Robinson","WR","FanDuel","","",4.525000095,4500,"ATL","SEA",FALSE,"aldrickrobinson",-0.384472908004583,1.52496837626615
"WRallenhurns",9.2814999619,9.1674998095,9.024999619,9.31,2,"16565-25760","Allen Hurns","WR","FanDuel","","",9.024999619,6200,"JAX","CHI",FALSE,"allenhurns",0.534681047352261,14.2441420825287
"WRallenrobinson",15.122499981,14.212499905,13.07499981,15.35,2,"16565-28643","Allen Robinson","WR","FanDuel","","",13.07499981,8600,"JAX","CHI",FALSE,"allenrobinson",0.0914998985236735,16.5062071946858
"WRalshonjeffery",12.663000031,11.515000155,10.08000031,12.95,2,"16565-21980","Alshon Jeffery","WR","FanDuel","Q","Hamstring",10.08000031,7600,"CHI","JAX",TRUE,"alshonjeffery",-0.0794274278883556,11.6572105091875
"WRamaricooper",13.494999969,13.594999845,13.47,13.71999969,2,"16565-31001","Amari Cooper","WR","FanDuel","","",13.71999969,7100,"OAK","KC",TRUE,"amaricooper",0.202902769856061,16.2331728419176
"WRandreholmes",1.9684999952,2.282499976,1.89,2.674999952,2,"16565-14761","Andre Holmes","WR","FanDuel","","",2.674999952,4500,"OAK","KC",TRUE,"andreholmes",-0.125739228832905,1.72098232384597
"WRandrejohnson",4.928,4.96,4.92,5,2,"16565-6681","Andre Johnson","WR","FanDuel","","",5,5300,"TEN","CLE",TRUE,"andrejohnson",-0.161170286884097,4.13375282623517
"WRandreroberts",1.4770000076,1.585000038,1.45,1.720000076,2,"16565-11504","Andre Roberts","WR","FanDuel","","",1.720000076,4500,"DET","LA",TRUE,"andreroberts",0.558878350953208,2.30246333620536
"WRandrewhawkins",4.0020000076,4.410000038,3.9,4.920000076,2,"16565-12903","Andrew Hawkins","WR","FanDuel","","",4.920000076,4600,"CLE","TEN",FALSE,"andrewhawkins",0.210947817239972,4.84621317379757
"WRanquanboldin",7.2260000305,7.6500001525,7.12,8.180000305,2,"16565-6479","Anquan Boldin","WR","FanDuel","Q","Ankle",8.180000305,6000,"DET","LA",TRUE,"anquanboldin",0.191333504917072,8.60857594286644
"WRantoniobrown",19.422999939,19.074999695,18.63999939,19.51,2,"16565-11612","Antonio Brown","WR","FanDuel","","",18.63999939,9700,"PIT","MIA",FALSE,"antoniobrown",0.70269792283198,33.071501651301
"WRbrandincooks",13.652000019,12.940000095,12.05000019,13.83,2,"16565-29501","Brandin Cooks","WR","FanDuel","","",12.05000019,7500,"NO","CAR",TRUE,"brandincooks",0.428757087456084,19.5053917850968
"WRbrandoncoleman",2.674,3.93,2.36,5.5,2,"16565-26094","Brandon Coleman","WR","FanDuel","","",5.5,4500,"NO","CAR",TRUE,"brandoncoleman",0.25072669654453,3.34444318656007
"WRbrandonlafell",7.4690000305,8.5850001525,7.19,9.980000305,2,"16565-11495","Brandon LaFell","WR","FanDuel","","",9.980000305,5300,"CIN","NE",FALSE,"brandonlafell",-0.0124710341114233,7.37585387634141
"WRbraxtonmiller",2.7323333365,2.0216666825,1.133333365,2.91,2,"16565-28525","Braxton Miller","WR","FanDuel","","",1.133333365,4500,"HOU","IND",TRUE,"braxtonmiller",0.216893139574991,3.32495769221889
"WRbreshadperriman",5.8420000076,4.810000038,3.520000076,6.1,2,"16565-34295","Breshad Perriman","WR","FanDuel","","",3.520000076,4900,"BAL","NYG",FALSE,"breshadperriman",-0.394920253912165,3.53487588124374
"WRbrianquick",5.7290000305,7.0850001525,5.39,8.780000305,2,"16565-21972","Brian Quick","WR","FanDuel","Q","Calf",8.780000305,4500,"LA","DET",FALSE,"brianquick",-0.00975298591654383,5.67312517388665
"WRbricebutler",6.1050000153,4.9650000765,3.540000153,6.39,2,"16565-39445","Brice Butler","WR","FanDuel","","",3.540000153,5600,"DAL","GB",FALSE,"bricebutler",-0.4730869649432,3.21680408708354
"WRcameronmeredith",10.7083333079,10.1416665395,9.433333079,10.85,2,"16565-62538","Cameron Meredith","WR","FanDuel","","",9.433333079,5400,"CHI","JAX",TRUE,"cameronmeredith",-0.00614541476423602,10.6425261582893
"WRchesterrogers",2.200000048,2.200000048,2.200000048,2.200000048,1,"16565-70372","Chester Rogers","WR","FanDuel","","",2.200000048,4500,"IND","HOU",FALSE,"chesterrogers",-0.158528955456962,1.85123633838529
"WRchrisconley",6.0535000191,6.1075000955,6.04,6.175000191,2,"16565-30403","Chris Conley","WR","FanDuel","","",6.175000191,4600,"KC","OAK",FALSE,"chrisconley",-0.399697191469006,3.63393306290816
"WRchrishogan",8.4199999847,7.8599999235,7.159999847,8.56,2,"16565-14704","Chris Hogan","WR","FanDuel","","",7.159999847,5600,"NE","CIN",TRUE,"chrishogan",-0.500051033410981,4.20957029103032
"WRcolebeasley",8.745000031,9.605000155,8.53,10.68000031,2,"16565-22288","Cole Beasley","WR","FanDuel","","",10.68000031,5900,"DAL","GB",FALSE,"colebeasley",-0.476686330331444,4.57637805747425
"WRdannyamendola",3.612,4.54,3.38,5.7,2,"16565-8117","Danny Amendola","WR","FanDuel","","",5.7,5100,"NE","CIN",TRUE,"dannyamendola",-0.375649338233572,2.25515459030034
"WRdarriusheywardbey",4.1220000064,3.890000032,3.600000064,4.18,2,"16565-7784","Darrius Heyward-Bey","WR","FanDuel","","",3.600000064,4500,"PIT","MIA",FALSE,"darriusheywardbey",0.902746324904603,7.84312036343435
"WRdavanteadams",7.889500038,8.92750019,7.63,10.22500038,2,"16565-45889","Davante Adams","WR","FanDuel","","",10.22500038,5400,"GB","DAL",TRUE,"davanteadams",0.0764449097790882,8.49261215660702
"WRdeandrehopkins",13.871999985,12.799999925,11.45999985,14.14,2,"16565-16606","DeAndre Hopkins","WR","FanDuel","","",11.45999985,8100,"HOU","IND",TRUE,"deandrehopkins",0.1143867533543,15.458773025815
"WRdeseanjackson",10.6479999847,9.7199999235,8.559999847,10.88,2,"16565-6739","DeSean Jackson","WR","FanDuel","","",8.559999847,6400,"WAS","PHI",TRUE,"deseanjackson",0.530134680499936,16.2928740545523
"WRdevanteparker",10.2790000191,9.9550000955,9.550000191,10.36,2,"16565-33260","DeVante Parker","WR","FanDuel","","",9.550000191,6300,"MIA","PIT",TRUE,"devanteparker",-0.280906308375846,7.39156406993936
"WRdevinfunchess",5.3094999905,4.8274999525,4.224999905,5.43,2,"16565-28080","Devin Funchess","WR","FanDuel","","",4.224999905,4800,"CAR","NO",FALSE,"devinfunchess",-0.261377190808657,3.92171779838452
"WRdorialgreenbeckham",5.9930000048,5.085000024,3.950000048,6.22,2,"16565-27134","Dorial Green-Beckham","WR","FanDuel","","",3.950000048,4800,"PHI","WAS",FALSE,"dorialgreenbeckham",-0.43444904804515,3.38934685778006
"WRdougbaldwin",13.591999962,13.83999981,13.53,14.14999962,2,"16565-14626","Doug Baldwin","WR","FanDuel","","",14.14999962,7600,"SEA","ATL",TRUE,"dougbaldwin",0.333892662820193,18.1302690223641
"WReddieroyal",8.198000031,9.790000155,7.8,11.78000031,2,"16565-6768","Eddie Royal","WR","FanDuel","Q","Calf",11.78000031,6300,"CHI","JAX",TRUE,"eddieroyal",-0.0767752343879443,7.5685966571076
"WRelirogers",6.6323333333,6.7216666665,6.61,6.833333333,2,"16565-33244","Eli Rogers","WR","FanDuel","","",6.833333333,4900,"PIT","MIA",FALSE,"elirogers",0.748293929360576,11.5952681041042
"WRgoldentate",8.1099999924,6.629999962,4.779999924,8.48,2,"16565-11485","Golden Tate","WR","FanDuel","","",4.779999924,6400,"DET","LA",TRUE,"goldentate",0.040203710946181,8.43605208786798
"WRjaelenstrong",5.75,4.75,3.5,6,2,"16565-39373","Jaelen Strong","WR","FanDuel","","",3.5,4600,"HOU","IND",TRUE,"jaelenstrong",0.111925303452544,6.39357049485213
"WRjamisoncrowder",7.871999969,8.959999845,7.6,10.31999969,2,"16565-24755","Jamison Crowder","WR","FanDuel","","",10.31999969,6000,"WAS","PHI",TRUE,"jamisoncrowder",0.308934306697642,10.3039308217469
"WRjaredabbrederis",1.1019999952,1.189999976,1.08,1.299999952,2,"16565-28933","Jared Abbrederis","WR","FanDuel","","",1.299999952,4500,"GB","DAL",TRUE,"jaredabbrederis",-0.201719374112727,0.879705245896028
"WRjarvislandry",13.600999969,13.164999845,12.61999969,13.71,2,"16565-31394","Jarvis Landry","WR","FanDuel","","",12.61999969,6900,"MIA","PIT",TRUE,"jarvislandry",-0.507367454874352,6.70029523098233
"WRjeffjanis",2.304,1.28,0,2.56,2,"16565-54623","Jeff Janis","WR","FanDuel","","",0,4500,"GB","DAL",TRUE,"jeffjanis",-0.184859773724119,1.87808308133963
"WRjeremykerley",8.758000031,9.790000155,8.5,11.08000031,2,"16565-14349","Jeremy Kerley","WR","FanDuel","","",11.08000031,5800,"SF","BUF",FALSE,"jeremykerley",-0.0392772100910029,8.4140102238054
"WRjeremymaclin",12.932499981,11.662499905,10.07499981,13.25,2,"16565-7283","Jeremy Maclin","WR","FanDuel","","",10.07499981,6900,"KC","OAK",FALSE,"jeremymaclin",-0.568629018487079,5.5787052102198
"WRjermainekearse",4.3200000191,4.2000000955,4.050000191,4.35,2,"16565-22219","Jermaine Kearse","WR","FanDuel","","",4.050000191,4600,"SEA","ATL",TRUE,"jermainekearse",0.431323603205698,6.1833179931869
"WRjordanmatthews",12.163000038,12.13500019,12.10000038,12.17,2,"16565-30837","Jordan Matthews","WR","FanDuel","","",12.10000038,6700,"PHI","WAS",FALSE,"jordanmatthews",-0.503135926990043,6.04335773890095
"WRjordynelson",14.861500038,15.46750019,14.71,16.22500038,2,"16565-6893","Jordy Nelson","WR","FanDuel","","",16.22500038,8300,"GB","DAL",TRUE,"jordynelson",-0.124161043399385,13.0162806868019
"WRjoshhuff",3.2149999905,3.2749999525,3.2,3.349999905,2,"16565-29340","Josh Huff","WR","FanDuel","","",3.349999905,4500,"PHI","WAS",FALSE,"joshhuff",-0.37365496573383,2.01369927921546
"WRjulianedelman",12.5810000153,10.3850000765,7.640000153,13.13,2,"16565-7859","Julian Edelman","WR","FanDuel","Q","Foot",7.640000153,7200,"NE","CIN",TRUE,"julianedelman",0.150991138641421,14.4806195328579
"WRjuliojones",14.269999939,15.189999695,14.04,16.33999939,2,"16565-14190","Julio Jones","WR","FanDuel","","",16.33999939,8500,"ATL","SEA",FALSE,"juliojones",-0.0700206176267633,13.2708057297373
"WRjustinhardy",2.7029999905,3.4349999525,2.52,4.349999905,2,"16565-33137","Justin Hardy","WR","FanDuel","","",4.349999905,4600,"ATL","SEA",FALSE,"justinhardy",-0.34510089152461,1.77019228398744
"WRjustinhunter",3.9390000095,5.2550000475,3.61,6.900000095,2,"16565-30775","Justin Hunter","WR","FanDuel","","",6.900000095,4900,"BUF","SF",TRUE,"justinhunter",-0.00147584586992389,3.93318665260435
"WRkamaraiken",6.2630000038,3.995000019,1.160000038,6.83,2,"16565-14905","Kamar Aiken","WR","FanDuel","","",1.160000038,5200,"BAL","NYG",FALSE,"kamaraiken",-0.405737337175722,3.72186705952665
"WRkelvinbenjamin",14.491000061,13.855000305,13.06000061,14.65,2,"16565-24929","Kelvin Benjamin","WR","FanDuel","Q","Knee",13.06000061,7800,"CAR","NO",FALSE,"kelvinbenjamin",-0.237611594069439,11.0477704368455
"WRkendallwright",4.1049999976,3.124999988,1.899999976,4.35,2,"16565-21957","Kendall Wright","WR","FanDuel","","",1.899999976,4500,"TEN","CLE",TRUE,"kendallwright",-0.206665356780361,3.25663870851261
"WRkennybritt",7.7959999695,8.3399998475,7.66,9.019999695,2,"16565-6535","Kenny Britt","WR","FanDuel","","",9.019999695,5800,"LA","DET",FALSE,"kennybritt",-0.253763029019357,5.81766340300487
"WRkennystills",5.699,6.455,5.51,7.4,2,"16565-27457","Kenny Stills","WR","FanDuel","","",7.4,5500,"MIA","PIT",TRUE,"kennystills",-0.320617252688039,3.87180227693087
"WRluckywhitehead",1.318,0.91,0.4,1.42,2,"16565-47953","Lucky Whitehead","WR","FanDuel","","",0.4,4500,"DAL","GB",FALSE,"luckywhitehead",-0.488541080432582,0.674102855989857
"WRmalcolmmitchell",3.0249999952,2.924999976,2.799999952,3.05,2,"16565-30428","Malcolm Mitchell","WR","FanDuel","Q","Hamstring",2.799999952,4500,"NE","CIN",TRUE,"malcolmmitchell",-0.546574555247849,1.37161196819882
