"Key","mean.weight","mean.nonweight","min","max","freq","Id","Name","Position","Source","Injury Indicator","PredictedPoints","Salary","Team","Opponent","Home","NameRM","deepBonus","mean"
"RBmelvingordon",18.666666598,19.216666495,18.3,20.13333299,2,"16864-28900","Melvin Gordon","RB","FanDuel","",20.13333299,8300,"SD","MIA",TRUE,"melvingordon",0.201842463503404,22.434392569537
"RBmikedavis",1.1474285714,1.4135714285,0.97,1.857142857,2,"16864-30635","Mike Davis","RB","FanDuel","",1.857142857,4900,"SF","ARI",FALSE,"mikedavis",-0.0557170496628204,1.08349723670277
"RBmikejames",2.644,2.965,2.43,3.5,2,"16864-25783","Mike James","RB","FanDuel","",3.5,4800,"TB","CHI",TRUE,"mikejames",-0.150747951573919,2.24542241603856
"RBpatrickdimarco",1.133333346,1.558333365,0.85,2.26666673,2,"16864-14683","Patrick DiMarco","RB","FanDuel","",2.26666673,4500,"ATL","PHI",FALSE,"patrickdimarco",0.338128947509679,1.5165461574606
"RBpeytonbarber",6.826000019,6.3850000475,5.650000095,7.12,2,"16864-40857","Peyton Barber","RB","FanDuel","",5.650000095,5700,"TB","CHI",TRUE,"peytonbarber",-0.171929526535916,5.65240906759918
"RBronniehillman",5.1999999872,4.524999968,3.399999936,5.65,2,"16864-22003","Ronnie Hillman","RB","FanDuel","",3.399999936,4500,"MIN","WAS",FALSE,"ronniehillman",-0.463313716861775,2.79076866544919
"RBryanmathews",7.7179999618,8.1799999045,7.41,8.949999809,2,"16864-11425","Ryan Mathews","RB","FanDuel","",8.949999809,5500,"PHI","ATL",TRUE,"ryanmathews",-0.130304749272552,6.71230791189208
"RBshaundraughn",1.6685714394,2.5214285985,1.1,3.942857197,2,"16864-15006","Shaun Draughn","RB","FanDuel","",3.942857197,4800,"SF","ARI",FALSE,"shaundraughn",-0.0630646038703463,1.56334364254487
"RBspencerware",12.812000044,13.52000011,12.34,14.70000022,2,"16864-31459","Spencer Ware","RB","FanDuel","",14.70000022,7300,"KC","CAR",FALSE,"spencerware",0.0867813505419124,13.9238427109614
"RBterronward",4.239999981,4.3749999525,4.15,4.599999905,2,"16864-29540","Terron Ward","RB","FanDuel","",4.599999905,5200,"ATL","PHI",FALSE,"terronward",0.444922532686858,6.12647151113875
"RBtimhightower",8.462500019,7.0562500475,4.712500095,9.4,2,"16864-6828","Tim Hightower","RB","FanDuel","",4.712500095,6200,"NO","DEN",TRUE,"timhightower",0.0593798382838024,8.96500190160489
"RBtjyeldon",7.9759999238,8.1349998095,7.87,8.399999619,2,"16864-31061","T.J. Yeldon","RB","FanDuel","",8.399999619,5500,"JAX","HOU",TRUE,"tjyeldon",0.103048807014265,8.79791720069346
"RBtravariscadet",2.523500019,2.8287500475,2.32,3.337500095,2,"16864-22258","Travaris Cadet","RB","FanDuel","",3.337500095,4500,"NO","DEN",TRUE,"travariscadet",0.109726260776284,2.80039424015375
"RBwendellsmallwood",2.3817142748,2.849285687,2.07,3.628571374,2,"16864-38509","Wendell Smallwood","RB","FanDuel","",3.628571374,4600,"PHI","ATL",TRUE,"wendellsmallwood",-0.132941035063457,2.06508671388268
"TEanthonyfasano",1.4253333334,1.7033333335,1.24,2.166666667,2,"16864-6778","Anthony Fasano","TE","FanDuel","",2.166666667,4500,"TEN","GB",TRUE,"anthonyfasano",-0.265522895607069,1.04687469951036
"TEantoniogates",10.1525714504,9.436428626,8.242857252,10.63,2,"16864-7965","Antonio Gates","TE","FanDuel","",8.242857252,5700,"SD","MIA",TRUE,"antoniogates",-0.112812576758914,9.00723370435139
"TEaustinhooper",6.6046666158,6.8216665395,6.46,7.183333079,2,"16864-40126","Austin Hooper","TE","FanDuel","",7.183333079,4500,"ATL","PHI",FALSE,"austinhooper",-0.0735226665127424,6.11907391477869
"TEaustinseferianjenkins",2.962000019,3.2200000475,2.79,3.650000095,2,"16864-16923","Austin Seferian-Jenkins","TE","FanDuel","",3.650000095,4500,"NYJ","LA",TRUE,"austinseferianjenkins",0.0825830603049866,3.20661104519245
"TEbenkoyack",2.127999981,3.8049999525,1.01,6.599999905,2,"16864-33531","Ben Koyack","TE","FanDuel","",6.599999905,4500,"JAX","HOU",TRUE,"benkoyack",-0.141283279810025,1.82734916424865
"TEbrandonmyers",1.4060000096,1.985000024,1.02,2.950000048,2,"16864-7801","Brandon Myers","TE","FanDuel","",2.950000048,4500,"TB","CHI",TRUE,"brandonmyers",0.093363320829789,1.53726883958297
"TEbrandonwilliams",1.403999981,1.6649999525,1.23,2.099999905,2,"16864-39615","Brandon Williams","TE","FanDuel","",2.099999905,4500,"SEA","NE",FALSE,"brandonwilliams",-0.155992970200341,1.18498585380259
"TEbrentcelek",1.927999981,2.1799999525,1.76,2.599999905,2,"16864-6742","Brent Celek","TE","FanDuel","Q",2.599999905,4500,"PHI","ATL",TRUE,"brentcelek",-0.0539848750447153,1.8239171429395
"TEcameronbrate",8.1014999618,8.2087499045,8.03,8.387499809,2,"16864-54782","Cameron Brate","TE","FanDuel","",8.387499809,5400,"TB","CHI",TRUE,"cameronbrate",-0.0543425794530639,7.66124355643689
"TEcjfiedorowicz",8.0645000382,7.8012500955,7.362500191,8.24,2,"16864-27908","C.J. Fiedorowicz","TE","FanDuel","",7.362500191,5200,"HOU","JAX",FALSE,"cjfiedorowicz",-0.0509612831865485,7.65352276799536
"TEcobyfleener",6.7744999618,7.4262499045,6.34,8.512499809,2,"16864-21971","Coby Fleener","TE","FanDuel","",8.512499809,5600,"NO","DEN",TRUE,"cobyfleener",0.155342911179426,7.82687050765092
"TEdarrenfells",1.978000019,2.2300000475,1.81,2.650000095,2,"16864-38301","Darren Fells","TE","FanDuel","",2.650000095,4500,"ARI","SF",TRUE,"darrenfells",-0.067980630824528,1.84353432993745
"TEdelaniewalker",10.7055,10.69875,10.6875,10.71,2,"16864-6863","Delanie Walker","TE","FanDuel","",10.6875,6200,"TEN","GB",TRUE,"delaniewalker",0.0498866520716426,11.239561553753
"TEdemetriusharris",1.693,1.6675,1.625,1.71,2,"16864-19342","Demetrius Harris","TE","FanDuel","",1.625,4500,"KC","CAR",FALSE,"demetriusharris",0.0359890549332396,1.75392947000197
"TEdominiquejones",2.7519999746,3.5199999365,2.24,4.799999873,2,"16864-22433","Dominique Jones","TE","FanDuel","",4.799999873,4800,"MIA","SD",FALSE,"dominiquejones",-0.197844885740273,2.20753085406803
"TEeddickson",2.096,2.66,1.72,3.6,2,"16864-11488","Ed Dickson","TE","FanDuel","",3.6,4500,"CAR","KC",TRUE,"eddickson",-0.12943246614086,1.82470955096876
"TEgarrettcelek",2.7708571428,3.312142857,2.41,4.214285714,2,"16864-22754","Garrett Celek","TE","FanDuel","",4.214285714,4500,"SF","ARI",FALSE,"garrettcelek",0.671542361671574,4.63160509233046
"TEgavinescobar",3.5159999618,4.7099999045,2.72,6.699999809,2,"16864-39411","Gavin Escobar","TE","FanDuel","",6.699999809,4500,"DAL","PIT",FALSE,"gavinescobar",0.0424140979913528,3.66512792871738
"TEgeoffswaim",1.0099999872,1.249999968,0.85,1.649999936,2,"16864-38523","Geoff Swaim","TE","FanDuel","",1.649999936,4500,"DAL","PIT",FALSE,"geoffswaim",-0.0441521167640843,0.965406349833422
"TEgregolsen",12.009000076,12.65250019,11.58,13.72500038,2,"16864-6914","Greg Olsen","TE","FanDuel","",13.72500038,7200,"CAR","KC",TRUE,"gregolsen",-0.145998522401859,10.2557038093802
"TEjaceamaro",1.480000019,3.7000000475,0,7.400000095,2,"16864-32674","Jace Amaro","TE","FanDuel","",7.400000095,4500,"TEN","GB",TRUE,"jaceamaro",-0.192721101165423,1.19477278561347
"TEjakestoneburner",1.2800000508,3.200000127,0,6.400000254,2,"16864-28562","Jake Stoneburner","TE","FanDuel","",6.400000254,4500,"NO","DEN",TRUE,"jakestoneburner",0.108579365873412,1.4189816446338
"TEjasonwitten",8.7070000382,8.8825000955,8.59,9.175000191,2,"16864-6641","Jason Witten","TE","FanDuel","",9.175000191,5400,"DAL","PIT",FALSE,"jasonwitten",0.0675346722291161,9.29502443187874
"TEjermainegresham",3.3385000096,2.841250024,2.012500048,3.67,2,"16864-11431","Jermaine Gresham","TE","FanDuel","",2.012500048,4500,"ARI","SF",TRUE,"jermainegresham",-0.0922716222237847,3.03045119792009
"TEjessejames",5.332000019,5.5450000475,5.19,5.900000095,2,"16864-28694","Jesse James","TE","FanDuel","",5.900000095,4900,"PIT","DAL",TRUE,"jessejames",-0.134094555699946,4.61700784546009
"TEjimmygraham",11.1015,11.13375,11.08,11.1875,2,"16864-11512","Jimmy Graham","TE","FanDuel","",11.1875,6600,"SEA","NE",FALSE,"jimmygraham",-0.2740670114048,8.05894507288961
"TEjordanreed",12.483333334,12.833333335,12.25,13.41666667,2,"16864-30298","Jordan Reed","TE","FanDuel","",13.41666667,7000,"WAS","MIN",TRUE,"jordanreed",0.278243432195452,15.9567388460921
"TEjoshhill",2.7160000382,3.3100000955,2.32,4.300000191,2,"16864-39492","Josh Hill","TE","FanDuel","",4.300000191,4500,"NO","DEN",TRUE,"joshhill",0.0468715436961349,2.8433031526692
"TEjuliusthomas",6.3062857142,6.7807142855,5.99,7.571428571,2,"16864-14317","Julius Thomas","TE","FanDuel","",7.571428571,5500,"JAX","HOU",TRUE,"juliusthomas",-0.119894780079877,5.55019497537512
"TEjustinperillo",1.5266666666,1.6416666665,1.45,1.833333333,2,"16864-54694","Justin Perillo","TE","FanDuel","",1.833333333,4500,"GB","TEN",FALSE,"justinperillo",-0.30426867598162,1.06214982128834
"TEkylerudolph",10.1755000762,9.7487501905,9.037500381,10.46,2,"16864-14237","Kyle Rudolph","TE","FanDuel","",9.037500381,5000,"MIN","WAS",FALSE,"kylerudolph",-0.155731303860738,8.59085618189833
"TEladariusgreen",1.3753846388,3.438461597,0,6.876923194,2,"16864-22047","Ladarius Green","TE","FanDuel","",6.876923194,4500,"PIT","DAL",TRUE,"ladariusgreen",0.00678523423958466,1.38471694574378
"TElancekendricks",7.6734999618,7.3787499045,6.887499809,7.87,2,"16864-14240","Lance Kendricks","TE","FanDuel","",6.887499809,4500,"LA","NYJ",FALSE,"lancekendricks",0.0409552360173155,7.98776996381438
"TElevinetoilolo",3.0457143076,3.414285769,2.8,4.028571538,2,"16864-29725","Levine Toilolo","TE","FanDuel","",4.028571538,4700,"ATL","PHI",FALSE,"levinetoilolo",-0.188542343522663,2.47146819434459
"TEloganpaulsen",1.038,0.93,0.75,1.11,2,"16864-12055","Logan Paulsen","TE","FanDuel","",0.75,4500,"CHI","TB",FALSE,"loganpaulsen",0.0173120633037631,1.05596992170931
"TElukestocker",1.6799999904,1.724999976,1.65,1.799999952,2,"16864-14304","Luke Stocker","TE","FanDuel","",1.799999952,4500,"TB","CHI",TRUE,"lukestocker",0.208751219651434,2.0307020374104
"TEmarcedeslewis",2.9304999904,3.186249976,2.76,3.612499952,2,"16864-6672","Marcedes Lewis","TE","FanDuel","",3.612499952,4500,"JAX","HOU",TRUE,"marcedeslewis",-0.202525490541629,2.336999042312
"TEphillipsupernaw",3.1379999904,2.729999976,2.049999952,3.41,2,"16864-23003","Phillip Supernaw","TE","FanDuel","",2.049999952,4500,"TEN","GB",TRUE,"phillipsupernaw",-0.150993463864765,2.66418250224191
"TErhettellison",1.1786666666,1.9866666665,0.64,3.333333333,2,"16864-22065","Rhett Ellison","TE","FanDuel","",3.333333333,4500,"MIN","WAS",FALSE,"rhettellison",-0.0400168447875195,1.13150014554644
"TErichardrodgers",4.8325714068,4.536428517,4.042857034,5.03,2,"16864-29314","Richard Rodgers","TE","FanDuel","",4.042857034,4600,"GB","TEN",FALSE,"richardrodgers",-0.202135633446228,3.85573652431235
"TErobgronkowski",12.99600005,12.960000125,12.90000025,13.02,2,"16864-11460","Rob Gronkowski","TE","FanDuel","",12.90000025,8000,"NE","SEA",TRUE,"robgronkowski",0.684197747405319,21.8878340094894
"TEryangriffin",3.1870000382,3.5575000955,2.94,4.175000191,2,"16864-34073","Ryan Griffin","TE","FanDuel","",4.175000191,4500,"HOU","JAX",FALSE,"ryangriffin",0.0942854296110207,3.48748770597203
"TEstephenanderson",1.0439999904,1.514999976,0.73,2.299999952,2,"16864-29277","Stephen Anderson","TE","FanDuel","",2.299999952,4500,"HOU","JAX",FALSE,"stephenanderson",0.181401351154831,1.23338299926419
"TEtraviskelce",11.137,10.7575,10.125,11.39,2,"16864-33076","Travis Kelce","TE","FanDuel","",10.125,6300,"KC","CAR",FALSE,"traviskelce",-0.206791114360278,8.83396735936958
"TEtreyburton",3.3680000108,3.530000027,3.26,3.800000054,2,"16864-30297","Trey Burton","TE","FanDuel","Q",3.800000054,4500,"PHI","ATL",TRUE,"treyburton",0.0163919563574098,3.42320811998879
"TEtylerhigbee",1.5119999924,1.334999981,1.039999962,1.63,2,"16864-47870","Tyler Higbee","TE","FanDuel","",1.039999962,4500,"LA","NYJ",FALSE,"tylerhigbee",0.344038507227618,2.03218621271347
"TEvancemcdonald",5.1286666158,6.0866665395,4.49,7.683333079,2,"16864-32045","Vance McDonald","TE","FanDuel","",7.683333079,4800,"SF","ARI",FALSE,"vancemcdonald",0.376172143817721,7.05792813159186
"TEvernondavis",4.4828570992,5.432142748,3.85,7.014285496,2,"16864-6870","Vernon Davis","TE","FanDuel","",7.014285496,4500,"WAS","MIN",TRUE,"vernondavis",0.285831010773887,5.76419667501923
"TEvirgilgreen",4.9800000306,5.1150000765,4.89,5.340000153,2,"16864-14394","Virgil Green","TE","FanDuel","",5.340000153,4500,"DEN","NO",FALSE,"virgilgreen",0.289874278851216,6.42357394814921
"TExaviergrimble",2.1959999746,2.6099999365,1.92,3.299999873,2,"16864-29592","Xavier Grimble","TE","FanDuel","",3.299999873,4500,"PIT","DAL",TRUE,"xaviergrimble",-0.0752595731202781,2.03072995393946
"TEzachertz",7.790666692,7.13166673,6.03333346,8.23,2,"16864-29780","Zach Ertz","TE","FanDuel","",6.03333346,4600,"PHI","ATL",TRUE,"zachertz",-0.1351768695979,6.73754875649481
"TEzachmiller",9.3085000762,9.4412501905,9.22,9.662500381,2,"16864-8050","Zach Miller","TE","FanDuel","",9.662500381,5400,"CHI","TB",FALSE,"zachmiller",-0.210024519284774,7.35348682243381
"WRadamhumphries",7.026,7.11,6.97,7.25,2,"16864-24671","Adam Humphries","WR","FanDuel","",7.25,5200,"TB","CHI",TRUE,"adamhumphries",0.141659671696176,8.02130085333734
"WRadamthielen",5.920500019,6.6862500475,5.41,7.962500095,2,"16864-39716","Adam Thielen","WR","FanDuel","",7.962500095,5600,"MIN","WAS",FALSE,"adamthielen",-0.0518398624979977,5.61358211209565
"WRalbertwilson",5.7746666794,5.2716666985,4.433333397,6.11,2,"16864-48344","Albert Wilson","WR","FanDuel","",4.433333397,4900,"KC","CAR",FALSE,"albertwilson",-0.156177645244801,4.8727928353377
"WRaldrickrobinson",1.9622857034,2.2657142585,1.76,2.771428517,2,"16864-14372","Aldrick Robinson","WR","FanDuel","",2.771428517,4500,"ATL","PHI",FALSE,"aldrickrobinson",0.171903580274163,2.29960964133526
"WRallenhurns",7.9550000762,8.3375001905,7.7,8.975000381,2,"16864-25760","Allen Hurns","WR","FanDuel","Q",8.975000381,5600,"JAX","HOU",TRUE,"allenhurns",0.193654555187682,9.49552207747449
"WRallenrobinson",11.976499924,11.59624981,10.96249962,12.23,2,"16864-28643","Allen Robinson","WR","FanDuel","",10.96249962,7000,"JAX","HOU",TRUE,"allenrobinson",-0.0266015838318142,11.65790605726
"WRalshonjeffery",13.449500076,12.26375019,10.28750038,14.24,2,"16864-21980","Alshon Jeffery","WR","FanDuel","",10.28750038,7200,"CHI","TB",FALSE,"alshonjeffery",0.0358754627932978,13.932007115565
"WRantoniobrown",18.151500152,17.58375038,16.63750076,18.53,2,"16864-11612","Antonio Brown","WR","FanDuel","",16.63750076,8600,"PIT","DAL",TRUE,"antoniobrown",0.932987210547219,35.0866176460619
"WRarreliousbenn",1.3102857252,1.895714313,0.92,2.871428626,2,"16864-11457","Arrelious Benn","WR","FanDuel","",2.871428626,4500,"JAX","HOU",TRUE,"arreliousbenn",-0.108512422506104,1.16810344698338
"WRbrandincooks",12.536,13.085,12.17,14,2,"16864-29501","Brandin Cooks","WR","FanDuel","",14,7300,"NO","DEN",TRUE,"brandincooks",0.16383668727475,14.5898567116763
"WRbrandoncoleman",2.3874285714,3.3135714285,1.77,4.857142857,2,"16864-26094","Brandon Coleman","WR","FanDuel","",4.857142857,4500,"NO","DEN",TRUE,"brandoncoleman",0.146361651108675,2.73685655901413
"WRbrandonmarshall",12.114222188,11.32555547,10.01111094,12.64,2,"16864-6759","Brandon Marshall","WR","FanDuel","",10.01111094,7100,"NYJ","LA",TRUE,"brandonmarshall",-0.100998179250139,10.8907078039804
"WRbraxtonmiller",1.94,1.775,1.5,2.05,2,"16864-28525","Braxton Miller","WR","FanDuel","",1.5,4500,"HOU","JAX",FALSE,"braxtonmiller",0.162825056209019,2.2558806090455
"WRbrentonbersin",1.1359999848,1.789999962,0.7,2.879999924,2,"16864-22317","Brenton Bersin","WR","FanDuel","",2.879999924,4500,"CAR","KC",TRUE,"brentonbersin",-0.313555044201325,0.779801459353331
"WRbrianquick",7.4985,7.99125,7.17,8.8125,2,"16864-21972","Brian Quick","WR","FanDuel","",8.8125,4500,"LA","NYJ",FALSE,"brianquick",-0.0587961839976752,7.05761681429343
"WRbricebutler",1.814,2.54,1.33,3.75,2,"16864-39445","Brice Butler","WR","FanDuel","",3.75,5100,"DAL","PIT",FALSE,"bricebutler",-0.336700728965886,1.20322487765588
"WRbrycetreggs",3.580000019,5.2000000475,2.5,7.900000095,2,"16864-29290","Bryce Treggs","WR","FanDuel","",7.900000095,4500,"PHI","ATL",TRUE,"brycetreggs",-0.332779917033083,2.38864790969874
"WRcameronmeredith",8.520666692,8.43166673,8.28333346,8.58,2,"16864-62538","Cameron Meredith","WR","FanDuel","",8.28333346,5300,"CHI","TB",FALSE,"cameronmeredith",-0.0976931845774998,7.68825562813509
"WRcecilshortsiii",1.399999936,1.399999936,1.399999936,1.399999936,1,"16864-14307","Cecil Shorts III","WR","FanDuel","",1.399999936,4500,"TB","CHI",TRUE,"cecilshortsiii",-0.0191539799961631,1.37318436523123
"WRcharlesjohnson",1.8040000096,1.765000024,1.700000048,1.83,2,"16864-39449","Charles Johnson","WR","FanDuel","",1.700000048,4600,"MIN","WAS",FALSE,"charlesjohnson",0.0122711553836825,1.82613717402997
"WRcharonepeake",2.18,2.975,1.65,4.3,2,"16864-24621","Charone Peake","WR","FanDuel","",4.3,4500,"NYJ","LA",TRUE,"charonepeake",0.380287715034229,3.00902721877462
"WRchrisconley",6.3420000382,6.0450000955,5.550000191,6.54,2,"16864-30403","Chris Conley","WR","FanDuel","",5.550000191,4500,"KC","CAR",FALSE,"chrisconley",-0.103322611866995,5.6867280297926
"WRcobihamilton",1.918666654,3.161666635,1.09,5.23333327,2,"16864-31157","Cobi Hamilton","WR","FanDuel","",5.23333327,4500,"PIT","DAL",TRUE,"cobihamilton",0.0604003469922565,2.03455478566407
"WRcolebeasley",9.466499962,10.421249905,8.83,12.01249981,2,"16864-22288","Cole Beasley","WR","FanDuel","",12.01249981,6500,"DAL","PIT",FALSE,"colebeasley",-0.167182893811189,7.88386310408933
"WRcordarrellepatterson",6.4885000382,6.4412500955,6.362500191,6.52,2,"16864-30733","Cordarrelle Patterson","WR","FanDuel","",6.362500191,5500,"MIN","WAS",FALSE,"cordarrellepatterson",-0.160703257348672,5.44577694675428
"WRdannyamendola",5.7525000382,5.6062500955,5.362500191,5.85,2,"16864-8117","Danny Amendola","WR","FanDuel","",5.362500191,4600,"NE","SEA",TRUE,"dannyamendola",-0.316621368883124,3.93113560160489
"WRdavanteadams",11.5065,11.99625,11.18,12.8125,2,"16864-45889","Davante Adams","WR","FanDuel","",12.8125,7200,"GB","TEN",FALSE,"davanteadams",-0.138961402906364,9.90754061745792
"WRdeandrehopkins",12.299000038,11.502500095,10.17500019,12.83,2,"16864-16606","DeAndre Hopkins","WR","FanDuel","",10.17500019,7400,"HOU","JAX",FALSE,"deandrehopkins",0.243162458420593,15.2896551233551
"WRdemaryiusthomas",13.50044441,12.796111025,11.62222205,13.97,2,"16864-11432","Demaryius Thomas","WR","FanDuel","",11.62222205,7500,"DEN","NO",FALSE,"demaryiusthomas",-0.212922658895336,10.6258938899541
"WRdeontethompson",1.049714285,0.7042857125,0.128571425,1.28,2,"16864-22959","Deonte Thompson","WR","FanDuel","",0.128571425,4500,"CHI","TB",FALSE,"deontethompson",-0.354711257311455,0.677368811149855
"WRdevanteparker",7.1942856924,7.110714231,6.971428462,7.25,2,"16864-33260","DeVante Parker","WR","FanDuel","",6.971428462,5600,"MIA","SD",FALSE,"devanteparker",-0.159000571206306,6.05039015788705
"WRdevinfunchess",5.249714264,5.27928566,5.23,5.32857132,2,"16864-28080","Devin Funchess","WR","FanDuel","",5.32857132,4800,"CAR","KC",TRUE,"devinfunchess",-0.226782310527266,4.05917193360214
"WRdontrelleinman",8.1484444444,7.426111111,6.222222222,8.63,2,"16864-14645","Dontrelle Inman","WR","FanDuel","",6.222222222,5300,"SD","MIA",TRUE,"dontrelleinman",0.598047347326136,13.0216000292078
"WRdorialgreenbeckham",5.6360000382,5.1350000955,4.300000191,5.97,2,"16864-27134","Dorial Green-Beckham","WR","FanDuel","",4.300000191,4900,"PHI","ATL",TRUE,"dorialgreenbeckham",-0.258257695071586,4.1804596589111
"WRdougbaldwin",11.896999962,11.682499905,11.32499981,12.04,2,"16864-14626","Doug Baldwin","WR","FanDuel","",11.32499981,6900,"SEA","NE",FALSE,"dougbaldwin",-0.243987570157223,8.99427984911104
"WReddieroyal",7.066000102,8.560000255,6.07,11.05000051,2,"16864-6768","Eddie Royal","WR","FanDuel","Q",11.05000051,5100,"CHI","TB",FALSE,"eddieroyal",-0.0622833910791653,6.62590565428171
"WRelirogers",7.7399999694,7.7849999235,7.71,7.859999847,2,"16864-33244","Eli Rogers","WR","FanDuel","",7.859999847,4900,"PIT","DAL",TRUE,"elirogers",0.452619251525275,11.2432729623555
"WRemmanuelsanders",13.132888922,12.537222305,11.54444461,13.53,2,"16864-11505","Emmanuel Sanders","WR","FanDuel","",11.54444461,6900,"DEN","NO",FALSE,"emmanuelsanders",-0.265798128108016,9.64219162988191
"WRfreddiemartino",1.0199999976,0.899999994,0.699999988,1.1,2,"16864-54690","Freddie Martino","WR","FanDuel","",0.699999988,4500,"TB","CHI",TRUE,"freddiemartino",-0.0427882299635285,0.976356003139893
"WRgeronimoallison",1.4780000382,2.6300000955,0.71,4.550000191,2,"16864-52560","Geronimo Allison","WR","FanDuel","",4.550000191,5200,"GB","TEN",FALSE,"geronimoallison",-0.3374994850707,0.979175786373024
"WRgriffwhalen",2.4253333366,1.7283333415,0.566666683,2.89,2,"16864-22447","Griff Whalen","WR","FanDuel","",0.566666683,4500,"SD","MIA",TRUE,"griffwhalen",0.631464112681525,3.95684429995304
"WRharrydouglas",1.977333308,2.72333327,1.48,3.96666654,2,"16864-10030","Harry Douglas","WR","FanDuel","",3.96666654,4500,"TEN","GB",TRUE,"harrydouglas",-0.302520860941838,1.37914873329487
"WRisaiahburse",1.032,0.645,0,1.29,2,"16864-45821","Isaiah Burse","WR","FanDuel","",0,4500,"SD","MIA",TRUE,"isaiahburse",0.354711257311455,1.39806201754542
"WRjalinmarshall",2.842857088,2.842857088,2.842857088,2.842857088,1,"16864-38790","Jalin Marshall","WR","FanDuel","",2.842857088,4500,"NYJ","LA",TRUE,"jalinmarshall",0.623114185080035,4.61428166568812
"WRjamisoncrowder",10.680500038,11.311250095,10.26,12.36250019,2,"16864-24755","Jamison Crowder","WR","FanDuel","",12.36250019,6000,"WAS","MIN",TRUE,"jamisoncrowder",-0.274109235765058,7.75287633499515
"WRjariuswright",1.4399999618,2.8499999045,0.5,5.199999809,2,"16864-22054","Jarius Wright","WR","FanDuel","",5.199999809,4500,"MIN","WAS",FALSE,"jariuswright",-0.143807677791896,1.23291691127312
"WRjarvislandry",12.360000076,12.07500019,11.60000038,12.55,2,"16864-31394","Jarvis Landry","WR","FanDuel","Q",11.60000038,6800,"MIA","SD",FALSE,"jarvislandry",-0.348350345529286,8.0543897787834
"WRjeffjanis",2.5479999694,2.9649999235,2.27,3.659999847,2,"16864-54623","Jeff Janis","WR","FanDuel","",3.659999847,4800,"GB","TEN",FALSE,"jeffjanis",-0.289059440035295,1.81147652503529
"WRjeremykerley",6.050999981,6.7724999525,5.57,7.974999905,2,"16864-14349","Jeremy Kerley","WR","FanDuel","",7.974999905,5100,"SF","ARI",FALSE,"jeremykerley",-0.155370170218269,5.11085508396129
"WRjermainekearse",5.5864999618,5.3712499045,5.012499809,5.73,2,"16864-22219","Jermaine Kearse","WR","FanDuel","",5.012499809,4500,"SEA","NE",FALSE,"jermainekearse",0.106113701299696,6.17930415005721
"WRjjnelson",9.4453332824,8.628333206,7.266666412,9.99,2,"16864-34154","J.J. Nelson","WR","FanDuel","",7.266666412,5600,"ARI","SF",TRUE,"jjnelson",-0.157134626622791,7.96114436374225
"WRjohnbrown",9.1554285714,8.6685714285,7.857142857,9.48,2,"16864-54606","John Brown","WR","FanDuel","",7.857142857,6200,"ARI","SF",TRUE,"johnbrown",-0.0160162966375326,9.00879251155672
"WRjordanmatthews",12.258499924,11.86624981,11.21249962,12.52,2,"16864-30837","Jordan Matthews","WR","FanDuel","",11.21249962,5900,"PHI","ATL",TRUE,"jordanmatthews",-0.50620089524055,6.05323628816499
"WRjordannorwood",2.2822222222,2.7805555555,1.95,3.611111111,2,"16864-10531","Jordan Norwood","WR","FanDuel","",3.611111111,4500,"DEN","NO",FALSE,"jordannorwood",-0.301490776945676,1.59415327126623
"WRjordantaylor",1.0399999962,1.2199999905,0.92,1.519999981,2,"16864-32082","Jordan Taylor","WR","FanDuel","",1.519999981,4500,"DEN","NO",FALSE,"jordantaylor",-0.449472314095709,0.572548791248458
"WRjordynelson",13.827500038,13.793750095,13.73750019,13.85,2,"16864-6893","Jordy Nelson","WR","FanDuel","",13.73750019,7700,"GB","TEN",FALSE,"jordynelson",0.255428182715825,17.3594332442093
"WRjoshuabellamy",1.539999962,1.539999962,1.539999962,1.539999962,1,"16864-22336","Joshua Bellamy","WR","FanDuel","",1.539999962,4500,"CHI","TB",FALSE,"joshuabellamy",-0.302838997712804,1.07362791703016
"WRjuliojones",17.748888888,17.44722222,16.94444444,17.95,2,"16864-14190","Julio Jones","WR","FanDuel","",16.94444444,8800,"ATL","PHI",FALSE,"juliojones",0.978554672187661,35.1171470354921
"WRjustinhardy",2.346857121,2.8221428025,2.03,3.614285605,2,"16864-33137","Justin Hardy","WR","FanDuel","",3.614285605,4500,"ATL","PHI",FALSE,"justinhardy",0.4670010542534,3.4428418706891
"WRkeithmumphery",1.6042857088,1.535714272,1.421428544,1.65,2,"16864-28131","Keith Mumphery","WR","FanDuel","",1.421428544,4500,"HOU","JAX",FALSE,"keithmumphery",0.396510934660436,2.24040253465867
"WRkelvinbenjamin",13.143500076,12.72875019,12.03750038,13.42,2,"16864-24929","Kelvin Benjamin","WR","FanDuel","",12.03750038,7000,"CAR","KC",TRUE,"kelvinbenjamin",0.04388500788773,13.7203026805076
"WRkendallwright",8.5319999492,8.744999873,8.39,9.099999746,2,"16864-21957","Kendall Wright","WR","FanDuel","",9.099999746,4800,"TEN","GB",TRUE,"kendallwright",-0.242169020157956,6.46581388151451
"WRkennybritt",10.850500038,11.136250095,10.66,11.61250019,2,"16864-6535","Kenny Britt","WR","FanDuel","",11.61250019,6400,"LA","NYJ",FALSE,"kennybritt",-0.350599907159411,7.04631573204402
