"Key","mean.weight","mean.nonweight","min","max","freq","Id","Name","Position","Source","Injury Indicator","PredictedPoints","Salary","Team","Opponent","Home","NameRM","deepBonus","mean"
"TEbrentcelek",2.1949999905,2.3749999525,2.15,2.599999905,2,"16789-6742","Brent Celek","TE","FanDuel","",2.599999905,4500,"PHI","NYG",FALSE,"brentcelek",0.0905033993794344,2.39365495127808
"TEclivewalford",3.0521428353,3.8607141765,2.85,4.871428353,2,"16789-25775","Clive Walford","TE","FanDuel","",4.871428353,4700,"OAK","DEN",TRUE,"clivewalford",0.276932491126179,3.89738035395255
"TEcobyfleener",9.0274285932,8.977142966,8.914285932,9.04,2,"16789-21971","Coby Fleener","TE","FanDuel","",8.914285932,5800,"NO","SF",FALSE,"cobyfleener",-0.124876336031489,7.90011638669528
"TEdemetriusharris",2.3817142857,2.1485714285,1.857142857,2.44,2,"16789-19342","Demetrius Harris","TE","FanDuel","",1.857142857,4500,"KC","JAX",TRUE,"demetriusharris",0.25673741108683,2.99318944535914
"TEdennispitta",7.257,7.365,7.23,7.5,2,"16789-11532","Dennis Pitta","TE","FanDuel","",7.5,5200,"BAL","PIT",TRUE,"dennispitta",0.0400409979587948,7.54757752218697
"TEeddickson",1.4265000048,2.492500024,1.16,3.825000048,2,"16789-11488","Ed Dickson","TE","FanDuel","",3.825000048,4500,"CAR","LA",FALSE,"eddickson",-0.0786310731831797,1.31433277852676
"TEericebron",8.2830000305,8.8150001525,8.15,9.480000305,2,"16789-25272","Eric Ebron","TE","FanDuel","",9.480000305,5400,"DET","MIN",FALSE,"ericebron",0.0455304986162288,8.6601291519269
"TEerikswoope",4.3260000064,4.670000032,4.24,5.100000064,2,"16789-15838","Erik Swoope","TE","FanDuel","",5.100000064,4500,"IND","GB",FALSE,"erikswoope",-0.104704950115926,3.87304639152839
"TEgarrettcelek",2.6896666603,2.9683333015,2.62,3.316666603,2,"16789-22754","Garrett Celek","TE","FanDuel","",3.316666603,4500,"SF","NO",TRUE,"garrettcelek",0.116810965427129,3.0038492195668
"TEgarybarnidge",9.8159999905,8.7199999525,7.349999905,10.09,2,"16789-6422","Gary Barnidge","TE","FanDuel","",7.349999905,5200,"CLE","DAL",TRUE,"garybarnidge",0.228640580824781,12.060335929704
"TEgregolsen",12.406857121,12.994285605,12.26,13.72857121,2,"16789-6914","Greg Olsen","TE","FanDuel","",13.72857121,7500,"CAR","LA",FALSE,"gregolsen",-0.0878237004223574,11.3172410180223
"TEjaceamaro",2.4140000095,4.6300000475,1.86,7.400000095,2,"16789-32674","Jace Amaro","TE","FanDuel","",7.400000095,4500,"TEN","SD",FALSE,"jaceamaro",-0.115479852347606,2.13523164483582
"TEjackdoyle",7.3172500381,8.0262501905,7.14,8.912500381,2,"16789-39859","Jack Doyle","TE","FanDuel","",8.912500381,5300,"IND","GB",FALSE,"jackdoyle",-0.0686179007142884,6.81515570148403
"TEjasonwitten",8.0402857143,7.6414285715,7.142857143,8.14,2,"16789-6641","Jason Witten","TE","FanDuel","",7.142857143,5200,"DAL","CLE",FALSE,"jasonwitten",0.009722592329096,8.11845813450959
"TEjessejames",4.6374285932,5.427142966,4.44,6.414285932,2,"16789-28694","Jesse James","TE","FanDuel","",6.414285932,5100,"PIT","BAL",FALSE,"jessejames",-0.280174759239525,3.3381381536097
"TEjoshhill",3.244333327,3.461666635,3.19,3.73333327,2,"16789-39492","Josh Hill","TE","FanDuel","",3.73333327,4500,"NO","SF",FALSE,"joshhill",-0.029342169406761,3.14913754890717
"TEjuliusthomas",6.9696666921,7.5683334605,6.82,8.316666921,2,"16789-14317","Julius Thomas","TE","FanDuel","",8.316666921,5600,"JAX","KC",FALSE,"juliusthomas",-0.0409108962002941,6.68453138150885
"TEkylerudolph",10.577571385,10.047856925,9.38571385,10.71,2,"16789-14237","Kyle Rudolph","TE","FanDuel","",9.38571385,5000,"MIN","DET",TRUE,"kylerudolph",0.155863126249093,12.226224729189
"TElancekendricks",6.1795714068,6.137857034,6.085714068,6.19,2,"16789-14240","Lance Kendricks","TE","FanDuel","",6.085714068,4500,"LA","CAR",TRUE,"lancekendricks",-0.0516989234649758,5.86009421759349
"TElarrydonnell",3.5010000153,3.7850000765,3.43,4.140000153,2,"16789-21123","Larry Donnell","TE","FanDuel","",4.140000153,4500,"NYG","PHI",TRUE,"larrydonnell",0.00341481332415938,3.51295527680013
"TEmarcedeslewis",1.8327142912,2.643571456,1.63,3.657142912,2,"16789-6672","Marcedes Lewis","TE","FanDuel","",3.657142912,4500,"JAX","KC",FALSE,"marcedeslewis",0.0638191855342316,1.94967662458133
"TEmarqueisgray",4.1880000191,4.4600000955,4.12,4.800000191,2,"16789-28311","MarQueis Gray","TE","FanDuel","",4.800000191,4500,"MIA","NYJ",TRUE,"marqueisgray",-0.161917078148102,3.50989129272313
"TEmychalrivera",2.5050000095,3.1250000475,2.35,3.900000095,2,"16789-30807","Mychal Rivera","TE","FanDuel","",3.900000095,4500,"OAK","DEN",TRUE,"mychalrivera",0.110917647519669,2.78284871759049
"TEphillipsupernaw",2.5989999952,2.354999976,2.049999952,2.66,2,"16789-23003","Phillip Supernaw","TE","FanDuel","",2.049999952,4500,"TEN","SD",FALSE,"phillipsupernaw",-0.0640302670891459,2.43258533134266
"TErichardrodgers",4.0049999936,3.624999968,3.149999936,4.1,2,"16789-29314","Richard Rodgers","TE","FanDuel","",3.149999936,4700,"GB","IND",TRUE,"richardrodgers",-0.0229621796810578,3.91303646412432
"TEseanmcgrath",1.0349999976,0.974999988,0.899999976,1.05,2,"16789-22220","Sean McGrath","TE","FanDuel","",0.899999976,4500,"SD","TEN",TRUE,"seanmcgrath",0.100674407464455,1.13919800908409
"TEtraviskelce",10.749571385,10.587856925,10.38571385,10.79,2,"16789-33076","Travis Kelce","TE","FanDuel","",10.38571385,6600,"KC","JAX",TRUE,"traviskelce",0.133820248673091,12.1880817008698
"TEtreyburton",1.406666673,2.233333365,1.2,3.26666673,2,"16789-30297","Trey Burton","TE","FanDuel","",3.26666673,4500,"PHI","NYG",FALSE,"treyburton",0.117794123437036,1.57236374071413
"TEtylerhigbee",1.7050000006,1.125000003,0.400000006,1.85,2,"16789-47870","Tyler Higbee","TE","FanDuel","",0.400000006,4500,"LA","CAR",TRUE,"tylerhigbee",0.158505565925712,1.97525199059844
"TEvancemcdonald",5.0950000153,5.5150000765,4.99,6.040000153,2,"16789-32045","Vance McDonald","TE","FanDuel","",6.040000153,4500,"SF","NO",TRUE,"vancemcdonald",0.256041678115493,6.39953236921587
"TEvirgilgreen",4.942,5.19,4.88,5.5,2,"16789-14394","Virgil Green","TE","FanDuel","",5.5,4500,"DEN","OAK",FALSE,"virgilgreen",-0.20520294290524,3.92788705616231
"TEwilltye",2.735428566,3.03714283,2.66,3.41428566,2,"16789-24847","Will Tye","TE","FanDuel","",3.41428566,4500,"NYG","PHI",TRUE,"willtye",-0.188961370580009,2.21853823504493
"TExaviergrimble",1.9589999847,2.7149999235,1.77,3.659999847,2,"16789-29592","Xavier Grimble","TE","FanDuel","",3.659999847,4500,"PIT","BAL",FALSE,"xaviergrimble",-0.240355394010808,1.48814377151027
"TEzachertz",5.904,5.28,4.5,6.06,2,"16789-29780","Zach Ertz","TE","FanDuel","",4.5,4900,"PHI","NYG",FALSE,"zachertz",-0.0463369623781578,5.63042657411936
"WRadamthielen",6.1392857361,6.8964286805,5.95,7.842857361,2,"16789-39716","Adam Thielen","WR","FanDuel","",7.842857361,5400,"MIN","DET",TRUE,"adamthielen",-0.0287921899199471,5.96252225521339
"WRalbertwilson",1.5949999924,2.254999962,1.43,3.079999924,2,"16789-48344","Albert Wilson","WR","FanDuel","",3.079999924,4500,"KC","JAX",TRUE,"albertwilson",-0.302923748271625,1.11183661620898
"WRallenhurns",9.827714329,10.018571645,9.78,10.25714329,2,"16789-25760","Allen Hurns","WR","FanDuel","",10.25714329,5900,"JAX","KC",FALSE,"allenhurns",0.112321339408969,10.931576365762
"WRallenrobinson",11.565571407,10.907857035,10.08571407,11.73,2,"16789-28643","Allen Robinson","WR","FanDuel","",10.08571407,6700,"JAX","KC",FALSE,"allenrobinson",0.072002767148021,12.398324551952
"WRandreholmes",1.3609999891,2.0449999455,1.19,2.899999891,2,"16789-14761","Andre Holmes","WR","FanDuel","",2.899999891,4500,"OAK","DEN",TRUE,"andreholmes",-0.185391016586189,1.10868281754696
"WRandreroberts",1.4394999952,1.877499976,1.33,2.424999952,2,"16789-11504","Andre Roberts","WR","FanDuel","",2.424999952,4500,"DET","MIN",FALSE,"andreroberts",-0.0400755476173859,1.38181124459714
"WRandrewhawkins",3.0725000191,4.5625000955,2.7,6.425000191,2,"16789-12903","Andrew Hawkins","WR","FanDuel","",6.425000191,4500,"CLE","DAL",TRUE,"andrewhawkins",-0.180734669557257,2.51719274343329
"WRanquanboldin",6.1522499809,7.2012499045,5.89,8.512499809,2,"16789-6479","Anquan Boldin","WR","FanDuel","",8.512499809,5700,"DET","MIN",FALSE,"anquanboldin",0.161733271893652,7.14727349981862
"WRantoniobrown",17.043285692,16.77642846,16.44285692,17.11,2,"16789-11612","Antonio Brown","WR","FanDuel","",16.44285692,8700,"PIT","BAL",FALSE,"antoniobrown",-0.235558227615419,13.0285995216492
"WRarreliousbenn",1.092,1.94,0.88,3,2,"16789-11457","Arrelious Benn","WR","FanDuel","",3,4500,"JAX","KC",FALSE,"arreliousbenn",0.1401096182212,1.24499970309755
"WRbrandincooks",13.377000022,13.96500011,13.23,14.70000022,2,"16789-29501","Brandin Cooks","WR","FanDuel","",14.70000022,7600,"NO","SF",FALSE,"brandincooks",0.338180000927893,17.9008339018524
"WRbrandoncoleman",2.6773333333,3.7466666665,2.41,5.083333333,2,"16789-26094","Brandon Coleman","WR","FanDuel","",5.083333333,4600,"NO","SF",FALSE,"brandoncoleman",0.23085270318228,3.29540297061233
"WRbreshadperriman",5.1432857143,4.4764285715,3.642857143,5.31,2,"16789-34295","Breshad Perriman","WR","FanDuel","",3.642857143,5400,"BAL","PIT",TRUE,"breshadperriman",0.0161940184086442,5.22657617783829
"WRbrianquick",7.5070000109,8.2150000545,7.33,9.100000109,2,"16789-21972","Brian Quick","WR","FanDuel","",9.100000109,4500,"LA","CAR",TRUE,"brianquick",0.221348545475479,9.16866354419712
"WRbricebutler",2.523571434,3.21785717,2.35,4.08571434,2,"16789-39445","Brice Butler","WR","FanDuel","",4.08571434,5300,"DAL","CLE",FALSE,"bricebutler",-0.143144161981875,2.16233691587867
"WRbryanwalters",1.1669999809,2.5149999045,0.83,4.199999809,2,"16789-11890","Bryan Walters","WR","FanDuel","",4.199999809,4500,"JAX","KC",FALSE,"bryanwalters",0.148886201819283,1.34075017557938
"WRcharlesjohnson",2.3702857116,2.091428558,1.742857116,2.44,2,"16789-39449","Charles Johnson","WR","FanDuel","",1.742857116,4700,"MIN","DET",TRUE,"charlesjohnson",0.112819845402875,2.63770097914336
"WRcharonepeake",2.149,3.105,1.91,4.3,2,"16789-24621","Charone Peake","WR","FanDuel","",4.3,4500,"NYJ","MIA",FALSE,"charonepeake",0.461786404534955,3.14137898334562
"WRchesterrogers",3.51666673,3.51666673,3.51666673,3.51666673,1,"16789-70372","Chester Rogers","WR","FanDuel","",3.51666673,4500,"IND","GB",FALSE,"chesterrogers",0.111532405131906,3.90888902844425
"WRchrisconley",5.3878571211,5.5392856055,5.35,5.728571211,2,"16789-30403","Chris Conley","WR","FanDuel","",5.728571211,4500,"KC","JAX",TRUE,"chrisconley",-0.379004178108379,3.34583676115212
"WRchrismoore",1.2343333317,1.2116666585,1.183333317,1.24,2,"16789-33047","Chris Moore","WR","FanDuel","",1.183333317,4500,"BAL","PIT",TRUE,"chrismoore",-0.139619362778891,1.0619964984713
"WRcobihamilton",1.5679999905,4.3599999525,0.87,7.849999905,2,"16789-31157","Cobi Hamilton","WR","FanDuel","",7.849999905,4500,"PIT","BAL",FALSE,"cobihamilton",0,1.5679999905
"WRcolebeasley",8.319285714,9.79642857,7.95,11.64285714,2,"16789-22288","Cole Beasley","WR","FanDuel","",11.64285714,6300,"DAL","CLE",FALSE,"colebeasley",-0.00546403235334791,8.27382886770196
"WRcordarrellepatterson",6.5870000218,6.415000109,6.200000218,6.63,2,"16789-30733","Cordarrelle Patterson","WR","FanDuel","",6.200000218,5400,"MIN","DET",TRUE,"cordarrellepatterson",0.0389000800905281,6.84323485020433
"WRcoreycoleman",9.703999962,12.67999981,8.96,16.39999962,2,"16789-31732","Corey Coleman","WR","FanDuel","",16.39999962,5600,"CLE","DAL",TRUE,"coreycoleman",-0.151445499950502,8.23437283623525
"WRdarriusheywardbey",5.3009999847,5.9049999235,5.15,6.659999847,2,"16789-7784","Darrius Heyward-Bey","WR","FanDuel","",6.659999847,5200,"PIT","BAL",FALSE,"darriusheywardbey",-0.285097627325091,3.78969746661169
"WRdavanteadams",12.532428593,12.702142965,12.49,12.91428593,2,"16789-45889","Davante Adams","WR","FanDuel","",12.91428593,7100,"GB","IND",TRUE,"davanteadams",-0.227406985956906,9.68246677994573
"WRdemaryiusthomas",13.10425,12.64125,12.0625,13.22,2,"16789-11432","Demaryius Thomas","WR","FanDuel","",12.0625,7400,"DEN","OAK",FALSE,"demaryiusthomas",-0.169991456918522,10.8766394506755
"WRdevinfunchess",5.5076666667,5.5783333335,5.49,5.666666667,2,"16789-28080","Devin Funchess","WR","FanDuel","",5.666666667,4700,"CAR","LA",FALSE,"devinfunchess",0.215389932169321,6.69396261645174
"WRdontemoncrief",11.8679999746,10.859999873,9.599999746,12.12,2,"16789-31561","Donte Moncrief","WR","FanDuel","",9.599999746,6100,"IND","GB",FALSE,"dontemoncrief",-0.130168250150411,10.3231631851212
"WRdontrelleinman",6.8475000191,6.4375000955,5.925000191,6.95,2,"16789-14645","Dontrelle Inman","WR","FanDuel","",5.925000191,5500,"SD","TEN",TRUE,"dontrelleinman",0.204719096346118,8.24931403524018
"WRdorialgreenbeckham",6.6024285932,5.852142966,4.914285932,6.79,2,"16789-27134","Dorial Green-Beckham","WR","FanDuel","",4.914285932,5000,"PHI","NYG",FALSE,"dorialgreenbeckham",-0.538309113691881,3.04828110898058
"WRelirogers",2.99,4.55,2.6,6.5,2,"16789-33244","Eli Rogers","WR","FanDuel","",6.5,4800,"PIT","BAL",FALSE,"elirogers",-0.277415653278257,2.16052719669801
"WRemmanuelsanders",12.656749962,12.40374981,12.08749962,12.72,2,"16789-11505","Emmanuel Sanders","WR","FanDuel","",12.08749962,6800,"DEN","OAK",FALSE,"emmanuelsanders",-0.167562384377528,10.5359547598971
"WRgeronimoallison",2.1610000381,5.2450001905,1.39,9.100000381,2,"16789-52560","Geronimo Allison","WR","FanDuel","",9.100000381,5200,"GB","IND",TRUE,"geronimoallison",-0.25129034482646,1.61796159335586
"WRgoldentate",10.5227499619,9.7737498095,8.837499619,10.71,2,"16789-11485","Golden Tate","WR","FanDuel","",8.837499619,6400,"DET","MIN",FALSE,"goldentate",0.0589843961432672,11.1434280141693
"WRgriffwhalen",2.0456666683,1.3883333415,0.566666683,2.21,2,"16789-22447","Griff Whalen","WR","FanDuel","",0.566666683,4500,"SD","TEN",TRUE,"griffwhalen",0.18325406223953,2.42054339525398
"WRharrydouglas",1.2499999952,2.049999976,1.05,3.049999952,2,"16789-10030","Harry Douglas","WR","FanDuel","",3.049999952,4500,"TEN","SD",FALSE,"harrydouglas",-0.254856209824139,0.931429734143136
"WRjalinmarshall",1.083333333,1.083333333,1.083333333,1.083333333,1,"16789-38790","Jalin Marshall","WR","FanDuel","",1.083333333,4500,"NYJ","MIA",FALSE,"jalinmarshall",0.51747613870251,1.64393248308856
"WRjariuswright",1.1229999809,2.9349999045,0.67,5.199999809,2,"16789-22054","Jarius Wright","WR","FanDuel","",5.199999809,4500,"MIN","DET",TRUE,"jariuswright",0.0274430407893147,1.15381851518224
"WRjarvislandry",13.965142857,13.345714285,12.57142857,14.12,2,"16789-31394","Jarvis Landry","WR","FanDuel","",12.57142857,7600,"MIA","NYJ",TRUE,"jarvislandry",-0.12852928523213,12.1702130274252
"WRjeffjanis",5.1795000048,4.577500024,3.825000048,5.33,2,"16789-54623","Jeff Janis","WR","FanDuel","",3.825000048,4500,"GB","IND",TRUE,"jeffjanis",-0.115008048478918,4.58381581715141
"WRjeremykerley",7.1045714068,7.762857034,6.94,8.585714068,2,"16789-14349","Jeremy Kerley","WR","FanDuel","",8.585714068,5300,"SF","NO",TRUE,"jeremykerley",0.0732597499229963,7.62505053137224
"WRjordanmatthews",11.444857165,11.304285825,11.12857165,11.48,2,"16789-30837","Jordan Matthews","WR","FanDuel","",11.12857165,5800,"PHI","NYG",FALSE,"jordanmatthews",-0.466871372948278,6.10158098717951
"WRjordannorwood",2.0487499952,2.243749976,2,2.487499952,2,"16789-10531","Jordan Norwood","WR","FanDuel","",2.487499952,4500,"DEN","OAK",FALSE,"jordannorwood",-0.199508240064323,1.64000748932586
"WRjordantaylor",1.0175,1.2875,0.95,1.625,2,"16789-32082","Jordan Taylor","WR","FanDuel","",1.625,4500,"DEN","OAK",FALSE,"jordantaylor",-0.299605097189219,0.71265181360997
"WRjordynelson",13.918,13.51,13,14.02,2,"16789-6893","Jordy Nelson","WR","FanDuel","",13,8200,"GB","IND",TRUE,"jordynelson",-0.0578795846237352,13.1124319412069
"WRkamaraiken",5.0908571538,4.174285769,3.028571538,5.32,2,"16789-14905","Kamar Aiken","WR","FanDuel","",3.028571538,5300,"BAL","PIT",TRUE,"kamaraiken",0.149657092694132,5.85274003475883
"WRkelvinbenjamin",12.805428528,12.58714264,12.31428528,12.86,2,"16789-24929","Kelvin Benjamin","WR","FanDuel","",12.31428528,7400,"CAR","LA",FALSE,"kelvinbenjamin",0.298332911886481,16.6257093087124
"WRkendallwright",8.4500000153,8.8900000765,8.34,9.440000153,2,"16789-21957","Kendall Wright","WR","FanDuel","",9.440000153,4900,"TEN","SD",FALSE,"kendallwright",-0.217115022684125,6.61537807029728
"WRkennybritt",10.736857143,11.044285715,10.66,11.42857143,2,"16789-6535","Kenny Britt","WR","FanDuel","",11.42857143,6000,"LA","CAR",TRUE,"kennybritt",0.200035430362818,12.8846089823441
"WRkennystills",7.7812857252,7.986428626,7.73,8.242857252,2,"16789-27457","Kenny Stills","WR","FanDuel","",8.242857252,6000,"MIA","NYJ",TRUE,"kennystills",0.0554781914188012,8.21297738414703
"WRlaquontreadwell",2.223,1.235,0,2.47,2,"16789-41806","Laquon Treadwell","WR","FanDuel","",0,4500,"MIN","DET",TRUE,"laquontreadwell",-0.0498261691237627,2.11223642603788
"WRluckywhitehead",1.0201428599,1.2207142995,0.97,1.471428599,2,"16789-47953","Lucky Whitehead","WR","FanDuel","",1.471428599,4500,"DAL","CLE",FALSE,"luckywhitehead",-0.25467242151929,0.760340607473653
"WRmarkuswheaton",4.769333346,4.88666673,4.74,5.03333346,2,"16789-29500","Markus Wheaton","WR","FanDuel","",5.03333346,5000,"PIT","BAL",FALSE,"markuswheaton",-0.252155046501853,3.56672187435653
"WRmarqiselee",7.0421428462,7.010714231,6.971428462,7.05,2,"16789-29593","Marqise Lee","WR","FanDuel","",6.971428462,4800,"JAX","KC",FALSE,"marqiselee",0.140967567719988,8.03485659476552
"WRmarvinjonesjr",13.48750019,13.48750019,13.48750019,13.48750019,1,"16789-22103","Marvin Jones Jr.","WR","FanDuel","",13.48750019,7200,"DET","MIN",FALSE,"marvinjonesjr",0.114258730956097,15.0285648454795
"WRmichaelcrabtree",11.956000019,13.220000095,11.64,14.80000019,2,"16789-9392","Michael Crabtree","WR","FanDuel","",14.80000019,7000,"OAK","DEN",TRUE,"michaelcrabtree",-0.226682425139788,9.24578493972174
"WRmichaelthomas",12.161428571,12.407142855,12.1,12.71428571,2,"16789-28573","Michael Thomas","WR","FanDuel","",12.71428571,5800,"NO","SF",FALSE,"michaelthomas",0.152003791093452,14.0100118189042
"WRmikewallace",11.117857165,11.789285825,10.95,12.62857165,2,"16789-6607","Mike Wallace","WR","FanDuel","",12.62857165,6600,"BAL","PIT",TRUE,"mikewallace",-0.0350357387163167,10.7283348262817
"WRnelsonagholor",4.5654285496,4.987142748,4.46,5.514285496,2,"16789-29683","Nelson Agholor","WR","FanDuel","",5.514285496,5200,"PHI","NYG",FALSE,"nelsonagholor",-0.536091542533436,2.11794091611875
"WRodellbeckhamjr",14.968285714,14.60142857,14.14285714,15.06,2,"16789-31360","Odell Beckham Jr.","WR","FanDuel","",14.14285714,8900,"NYG","PHI",TRUE,"odellbeckhamjr",0.991349716114424,29.8070915072935
"WRphillipdorsett",5.7841428789,6.0007143945,5.73,6.271428789,2,"16789-25813","Phillip Dorsett","WR","FanDuel","",6.271428789,5000,"IND","GB",FALSE,"phillipdorsett",-0.081321575456216,5.313767267324
"WRquincyenunwa",10.815499962,10.79749981,10.77499962,10.82,2,"16789-27266","Quincy Enunwa","WR","FanDuel","",10.77499962,6400,"NYJ","MIA",FALSE,"quincyenunwa",0.183087502166082,12.7956828347199
"WRquintonpatton",3.9398571538,3.979285769,3.93,4.028571538,2,"16789-39427","Quinton Patton","WR","FanDuel","",4.028571538,4600,"SF","NO",TRUE,"quintonpatton",0.210125557381716,4.76772183424657
"WRrashardhiggins",1.7700000032,1.450000016,1.050000032,1.85,2,"16789-45791","Rashard Higgins","WR","FanDuel","",1.050000032,4500,"CLE","DAL",TRUE,"rashardhiggins",-0.22614092943058,1.36973055738422
"WRrishardmatthews",7.4819999619,7.8899998095,7.38,8.399999619,2,"16789-22163","Rishard Matthews","WR","FanDuel","",8.399999619,5400,"TEN","SD",FALSE,"rishardmatthews",-0.275975629001359,5.4171503162265
"WRrobbyanderson",4.28333346,4.28333346,4.28333346,4.28333346,1,"16789-26251","Robby Anderson","WR","FanDuel","",4.28333346,4700,"NYJ","MIA",FALSE,"robbyanderson",0.610197935527771,6.89701469446902
"WRsammiecoates",8.7675714286,8.997857143,8.71,9.285714286,2,"16789-31241","Sammie Coates","WR","FanDuel","",9.285714286,5500,"PIT","BAL",FALSE,"sammiecoates",-0.252131702761483,6.55698871522416
"WRsethroberts",5.54075,6.38375,5.33,7.4375,2,"16789-54741","Seth Roberts","WR","FanDuel","",7.4375,5400,"OAK","DEN",TRUE,"sethroberts",-0.146990452866182,4.7263126482817
"WRstefondiggs",12.047000025,12.315000125,11.98,12.65000025,2,"16789-25079","Stefon Diggs","WR","FanDuel","",12.65000025,6500,"MIN","DET",TRUE,"stefondiggs",0.115712588535049,13.4409895819746
"WRsterlingshepard",7.8360000218,8.220000109,7.74,8.700000218,2,"16789-27477","Sterling Shepard","WR","FanDuel","",8.700000218,5600,"NYG","PHI",TRUE,"sterlingshepard",0.795358940779537,14.0684326990873
"WRtajaesharpe",4.07775,4.34875,4.01,4.6875,2,"16789-47523","Tajae Sharpe","WR","FanDuel","",4.6875,4700,"TEN","SD",FALSE,"tajaesharpe",-0.243392553208307,3.08525601615483
"WRtavonaustin",8.8012856925,9.0864284625,8.73,9.442856925,2,"16789-26458","Tavon Austin","WR","FanDuel","",9.442856925,5600,"LA","CAR",TRUE,"tavonaustin",0.204736740424927,10.603232236731
"WRtedginnjr",4.785714286,4.785714286,4.785714286,4.785714286,1,"16789-6627","Ted Ginn Jr.","WR","FanDuel","",4.785714286,5500,"CAR","LA",FALSE,"tedginnjr",0.158471497419447,5.54411359512406
"WRterrancewilliams",6.4349999746,7.174999873,6.25,8.099999746,2,"16789-31836","Terrance Williams","WR","FanDuel","",8.099999746,5500,"DAL","CLE",FALSE,"terrancewilliams",0.0646381787473487,6.85094665319738
"WRtommyleelewis",1.916666667,1.916666667,1.916666667,1.916666667,1,"16789-43826","Tommylee Lewis","WR","FanDuel","",1.916666667,4500,"NO","SF",FALSE,"tommyleelewis",0.190195448150383,2.28120794268497
"WRtorreysmith",7.3345714504,6.512857252,5.485714504,7.54,2,"16789-14288","Torrey Smith","WR","FanDuel","",5.485714504,5300,"SF","NO",TRUE,"torreysmith",-0.00930052540851711,7.26635608226497
"WRtrevordavis",2.1269999936,1.914999968,1.649999936,2.18,2,"16789-41370","Trevor Davis","WR","FanDuel","",1.649999936,5100,"GB","IND",TRUE,"trevordavis",-0.228881979719205,1.64016802420209
"WRtyhilton",14.343750019,14.518750095,14.3,14.73750019,2,"16789-22031","T.Y. Hilton","WR","FanDuel","",14.73750019,7600,"IND","GB",FALSE,"tyhilton",-0.215697245011086,11.249842656774
"WRtyreekhill",8.314285823,8.314285823,8.314285823,8.314285823,1,"16789-53681","Tyreek Hill","WR","FanDuel","",8.314285823,4700,"KC","JAX",TRUE,"tyreekhill",-0.373972590225208,5.20497081789997
"WRvictorcruz",6.6414285496,6.807142748,6.6,7.014285496,2,"16789-11999","Victor Cruz","WR","FanDuel","",7.014285496,5200,"NYG","PHI",TRUE,"victorcruz",0.905234399596134,12.6534781351578
