"Key","mean.weight","mean.nonweight","min","max","freq","Id","Name","Position","Source","Injury Indicator","PredictedPoints","Salary","Team","Opponent","Home","NameRM","deepBonus","mean"
"Kadamvinatieri",8.892,9.94,8.63,11.25,2,"16789-6668","Adam Vinatieri","K","FanDuel","",11.25,5000,"IND","GB",FALSE,"adamvinatieri",0.016016923774846,9.03442248620593
"Kandrewfranks",6.6712857143,6.4364285715,6.142857143,6.73,2,"16789-62619","Andrew Franks","K","FanDuel","",6.142857143,4700,"MIA","NYJ",TRUE,"andrewfranks",-0.00782378661318339,6.61909099843574
"Kblairwalsh",7.4245714286,7.362857143,7.285714286,7.44,2,"16789-22110","Blair Walsh","K","FanDuel","",7.285714286,4600,"MIN","DET",TRUE,"blairwalsh",-0.00782378661318339,7.3664831660483
"Kbrandonmcmanus",7.805,8.225,7.7,8.75,2,"16789-26247","Brandon McManus","K","FanDuel","",8.75,4800,"DEN","OAK",FALSE,"brandonmcmanus",-0.00782378661318339,7.7439353454841
"Kcairosantos",7.9665714286,8.552857143,7.82,9.285714286,2,"16789-33714","Cairo Santos","K","FanDuel","",9.285714286,4700,"KC","JAX",TRUE,"cairosantos",-0.00782378661318339,7.90424267370395
"Kcalebsturgis",7.402142857,8.810714285,7.05,10.57142857,2,"16789-30261","Caleb Sturgis","K","FanDuel","",10.57142857,4700,"PHI","NYG",FALSE,"calebsturgis",-0.00782378661318339,7.34423007080653
"Kchrisboswell",6.9211428571,6.7657142855,6.571428571,6.96,2,"16789-32058","Chris Boswell","K","FanDuel","",6.571428571,4600,"PIT","BAL",FALSE,"chrisboswell",-0.00750218349905885,6.86921917336284
"Kcodyparkey",5.7963333333,6.7016666665,5.57,7.833333333,2,"16789-31280","Cody Parkey","K","FanDuel","",7.833333333,4500,"CLE","DAL",TRUE,"codyparkey",-0.00782378661318339,5.75098405816138
"Kdanbailey",8.6717142857,9.1985714285,8.54,9.857142857,2,"16789-14952","Dan Bailey","K","FanDuel","",9.857142857,4800,"DAL","CLE",FALSE,"danbailey",0.00294667188163888,8.69726698235128
"Kgrahamgano",7.515,8.175,7.35,9,2,"16789-10744","Graham Gano","K","FanDuel","",9,5100,"CAR","LA",FALSE,"grahamgano",0.0105583981037953,7.59434636175002
"Kgregzuerlein",6.2373333333,6.9466666665,6.06,7.833333333,2,"16789-22109","Greg Zuerlein","K","FanDuel","",7.833333333,4500,"LA","CAR",TRUE,"gregzuerlein",-0.00782378661318339,6.18853376826496
"Kjasonmyers",6.0491428571,6.7257142855,5.88,7.571428571,2,"16789-60745","Jason Myers","K","FanDuel","",7.571428571,4500,"JAX","KC",FALSE,"jasonmyers",-0.00782378661318339,6.00181565419339
"Kjoshlambo",7.8835,8.6575,7.69,9.625,2,"16789-32429","Josh Lambo","K","FanDuel","",9.625,4600,"SD","TEN",TRUE,"joshlambo",0.00096275833774695,7.89108990535563
"Kjustintucker",8.251285714,9.53642857,7.93,11.14285714,2,"16789-23045","Justin Tucker","K","FanDuel","",11.14285714,4900,"BAL","PIT",TRUE,"justintucker",0.0595934310610589,8.74300814036236
"Kmasoncrosby",9.1191428571,8.8757142855,8.571428571,9.18,2,"16789-6897","Mason Crosby","K","FanDuel","",8.571428571,4700,"GB","IND",TRUE,"masoncrosby",0.00037547292575546,9.12256684834894
"Kmattprater",7.053,7.585,6.92,8.25,2,"16789-6782","Matt Prater","K","FanDuel","",8.25,4500,"DET","MIN",FALSE,"mattprater",0.0265815399987839,7.24047960161142
"Knickfolk",6.577,6.765,6.53,7,2,"16789-6642","Nick Folk","K","FanDuel","",7,4500,"NYJ","MIA",FALSE,"nickfolk",-0.00782378661318339,6.52554295544509
"Kphildawson",6.648,6.36,6,6.72,2,"16789-6702","Phil Dawson","K","FanDuel","",6,4500,"SF","NO",TRUE,"phildawson",-0.00782378661318339,6.59598746659556
"Krobbiegould",6.647,5.915,5,6.83,2,"16789-6910","Robbie Gould","K","FanDuel","",5,4500,"NYG","PHI",TRUE,"robbiegould",-0.00782378661318339,6.59499529038217
"Kryansuccop",6.6005,6.7225,6.57,6.875,2,"16789-6767","Ryan Succop","K","FanDuel","",6.875,4500,"TEN","SD",FALSE,"ryansuccop",-0.00782378661318339,6.54885909645968
"Ksebastianjanikowski",7.3695,7.9275,7.23,8.625,2,"16789-7831","Sebastian Janikowski","K","FanDuel","",8.625,4600,"OAK","DEN",TRUE,"sebastianjanikowski",-0.00782378661318339,7.31184260455415
"Kwillutz",9.142857143,9.142857143,9.142857143,9.142857143,1,"16789-48380","Wil Lutz","K","FanDuel","",9.142857143,4500,"NO","SF",FALSE,"willutz",-0.00782378661318339,9.07132537967835
"QBaaronrodgers",23.981857125,23.309285625,22.46857125,24.15,2,"16789-6894","Aaron Rodgers","QB","FanDuel","",22.46857125,9100,"GB","IND",TRUE,"aaronrodgers",0.131409406661503,27.1332987404372
"QBandrewluck",22.010749931,21.853749655,21.65749931,22.05,2,"16789-21939","Andrew Luck","QB","FanDuel","",21.65749931,8000,"IND","GB",FALSE,"andrewluck",0.144251343140835,25.1858301720838
"QBblainegabbert",1.553999939,7.769999695,0,15.53999939,2,"16789-14194","Blaine Gabbert","QB","FanDuel","",15.53999939,6000,"SF","NO",TRUE,"blainegabbert",0.142403271740583,1.77529461459827
"QBblakebortles",17.182428624,18.03214312,16.97,19.09428624,2,"16789-34308","Blake Bortles","QB","FanDuel","",19.09428624,7300,"JAX","KC",FALSE,"blakebortles",-0.0672695887463121,16.0265737168007
"QBcamnewton",20.306333303,20.571666515,20.24,20.90333303,2,"16789-14185","Cam Newton","QB","FanDuel","",20.90333303,8100,"CAR","LA",FALSE,"camnewton",0.00905722447868951,20.4902523220644
"QBcarsonwentz",2.111571442,7.39785721,0.79,14.00571442,2,"16789-70324","Carson Wentz","QB","FanDuel","",14.00571442,6900,"PHI","NYG",FALSE,"carsonwentz",-0.0505760857937785,2.00477642358972
"QBcasekeenum",15.570571424,14.89285712,14.04571424,15.74,2,"16789-22994","Case Keenum","QB","FanDuel","",14.04571424,6300,"LA","CAR",TRUE,"casekeenum",0.0242679040051814,15.9484365566235
"QBcodykessler",14.849600037,12.968000185,10.61600037,15.32,2,"16789-29587","Cody Kessler","QB","FanDuel","",10.61600037,6000,"CLE","DAL",TRUE,"codykessler",0.236488072737915,18.361353330679
"QBcolinkaepernick",17.545000038,17.12500019,16.60000038,17.65,2,"16789-14231","Colin Kaepernick","QB","FanDuel","",16.60000038,7200,"SF","NO",TRUE,"colinkaepernick",0.116370283066048,19.5867166588159
"QBdakprescott",20.006571402,19.71285701,19.34571402,20.08,2,"16789-31716","Dak Prescott","QB","FanDuel","",19.34571402,7600,"DAL","CLE",FALSE,"dakprescott",0.00591622790688318,20.1249348380496
"QBderekcarr",17.383250031,18.876250155,17.01,20.74250031,2,"16789-45859","Derek Carr","QB","FanDuel","",20.74250031,7700,"OAK","DEN",TRUE,"derekcarr",-0.300325058629244,12.1626244462731
"QBdrewbrees",22.254000078,22.95000039,22.08,23.82000078,2,"16789-6504","Drew Brees","QB","FanDuel","",23.82000078,8600,"NO","SF",FALSE,"drewbrees",0.155650434609303,25.7178448619362
"QBelimanning",17.181857152,15.94928576,14.40857152,17.49,2,"16789-6826","Eli Manning","QB","FanDuel","",14.40857152,7500,"NYG","PHI",TRUE,"elimanning",-0.0570192849746752,16.2021599426559
"QBjoeflacco",15.953285697,15.166428485,14.18285697,16.15,2,"16789-6714","Joe Flacco","QB","FanDuel","",14.18285697,7500,"BAL","PIT",TRUE,"joeflacco",0.27569794263103,20.3515737418679
"QBjoshmccown",15.911000046,17.51500023,15.51,19.52000046,2,"16789-6803","Josh McCown","QB","FanDuel","",19.52000046,7100,"CLE","DAL",TRUE,"joshmccown",-0.0805274460520814,14.6297278481611
"QBmarcusmariota",18.794249969,18.611249845,18.38249969,18.84,2,"16789-29358","Marcus Mariota","QB","FanDuel","",18.38249969,7600,"TEN","SD",FALSE,"marcusmariota",-0.107454732208049,16.77471887153
"QBmarksanchez",1.228000005,6.140000025,0,12.28000005,2,"16789-6687","Mark Sanchez","QB","FanDuel","",12.28000005,5000,"DAL","CLE",FALSE,"marksanchez",-0.219810494254976,0.958072716955837
"QBmatthewstafford",17.329499931,18.447499655,17.05,19.84499931,2,"16789-6654","Matthew Stafford","QB","FanDuel","",19.84499931,7400,"DET","MIN",FALSE,"matthewstafford",-0.192103382438811,14.0004443782818
"QBnickfoles",16.126999969,16.434999845,16.05,16.81999969,2,"16789-22027","Nick Foles","QB","FanDuel","",16.81999969,6800,"KC","JAX",TRUE,"nickfoles",0.0780737153765472,17.3860947744573
"QBpaxtonlynch",1.206000042,6.03000021,0,12.06000042,2,"16789-33463","Paxton Lynch","QB","FanDuel","",12.06000042,6000,"DEN","OAK",FALSE,"paxtonlynch",-0.123995650376104,1.0564612824386
"QBphiliprivers",19.933750038,18.86875019,17.53750038,20.2,2,"16789-7968","Philip Rivers","QB","FanDuel","",17.53750038,8300,"SD","TEN",TRUE,"philiprivers",-0.00179517100348225,19.8979655479411
"QBryanfitzpatrick",16.190500046,14.39250023,12.14500046,16.64,2,"16789-7659","Ryan Fitzpatrick","QB","FanDuel","",12.14500046,7400,"NYJ","MIA",FALSE,"ryanfitzpatrick",-0.0120974595332892,15.9946361268698
"QBryanmallett",1.099142892,5.49571446,0,10.99142892,2,"16789-14267","Ryan Mallett","QB","FanDuel","",10.99142892,6000,"BAL","PIT",TRUE,"ryanmallett",0.257662414937397,1.38235070391399
"QBryantannehill",16.431999974,15.59999987,14.55999974,16.64,2,"16789-21948","Ryan Tannehill","QB","FanDuel","",14.55999974,7300,"MIA","NYJ",TRUE,"ryantannehill",0.104292880979567,18.1457405915446
"QBsambradford",16.141000056,15.22500028,14.08000056,16.37,2,"16789-11414","Sam Bradford","QB","FanDuel","",14.08000056,7400,"MIN","DET",TRUE,"sambradford",-0.150220514329402,13.7162907257968
"QBshaunhill",1.023999977,5.119999885,0,10.23999977,2,"16789-6844","Shaun Hill","QB","FanDuel","",10.23999977,5800,"MIN","DET",TRUE,"shaunhill",-0.236488072737915,0.781836195955601
"QBtrevorsiemian",15.521571477,14.367857385,12.92571477,15.81,2,"16789-28434","Trevor Siemian","QB","FanDuel","",12.92571477,7200,"DEN","OAK",FALSE,"trevorsiemian",-0.0818581811933623,14.25100386663
"RBaaronripkowski",3.7265000048,2.992500024,2.075000048,3.91,2,"16789-27411","Aaron Ripkowski","RB","FanDuel","",2.075000048,4500,"GB","IND",TRUE,"aaronripkowski",0.0939321437047818,4.07653813876674
"RBalfredmorris",4.3357142748,4.078571374,3.757142748,4.4,2,"16789-22113","Alfred Morris","RB","FanDuel","",3.757142748,4600,"DAL","CLE",FALSE,"alfredmorris",-0.0550098438998452,4.09720730934892
"RBandyjanovich",1.8269999924,2.294999962,1.71,2.879999924,2,"16789-27273","Andy Janovich","RB","FanDuel","",2.879999924,4500,"DEN","OAK",FALSE,"andyjanovich",-0.147734809855661,1.55708849591649
"RBanthonysherman",1.0873333317,0.7966666585,0.433333317,1.16,2,"16789-14327","Anthony Sherman","RB","FanDuel","",0.433333317,4500,"KC","JAX",TRUE,"anthonysherman",0.0812890392535361,1.17572161358224
"RBbilalpowell",7.1782500095,6.9712500475,6.712500095,7.23,2,"16789-14320","Bilal Powell","RB","FanDuel","",6.712500095,5400,"NYJ","MIA",FALSE,"bilalpowell",0.397549294112107,10.0319582337369
"RBcameronartispayne",1.8333333333,5.1666666665,1,9.333333333,2,"16789-38269","Cameron Artis-Payne","RB","FanDuel","",9.333333333,4600,"CAR","LA",FALSE,"cameronartispayne",-0.408377840824315,1.0846406251357
"RBcharcandrickwest",12.6189999936,8.854999968,4.149999936,13.56,2,"16789-54687","Charcandrick West","RB","FanDuel","",4.149999936,5600,"KC","JAX",TRUE,"charcandrickwest",0.0526345950701079,13.2831959484528
"RBchrisivory",6.33,5.65,4.8,6.5,2,"16789-11864","Chris Ivory","RB","FanDuel","",4.8,5000,"JAX","KC",FALSE,"chrisivory",-0.0258321827518245,6.16648228318095
"RBdamienwilliams",4.4116666412,5.458333206,4.15,6.766666412,2,"16789-27441","Damien Williams","RB","FanDuel","",6.766666412,4500,"MIA","NYJ",TRUE,"damienwilliams",0.344344637085239,5.93080038970507
"RBdarrensproles",11.4498571429,10.3292857145,8.928571429,11.73,2,"16789-7972","Darren Sproles","RB","FanDuel","",8.928571429,4800,"PHI","NYG",FALSE,"darrensproles",-0.0695439834961341,10.6535884667211
"RBdeandrewashington",6.0267500191,5.4537500955,4.737500191,6.17,2,"16789-32613","DeAndre Washington","RB","FanDuel","",4.737500191,5200,"OAK","DEN",TRUE,"deandrewashington",-0.0210989841767196,5.89959171580996
"RBdemarcomurray",17.106250038,18.13125019,16.85,19.41250038,2,"16789-14254","DeMarco Murray","RB","FanDuel","",19.41250038,8100,"TEN","SD",FALSE,"demarcomurray",-0.187998723872465,13.8902968606127
"RBderekwatt",1.0829999905,1.5349999525,0.97,2.099999905,2,"16789-28890","Derek Watt","RB","FanDuel","",2.099999905,4500,"SD","TEN",TRUE,"derekwatt",0,1.0829999905
"RBderrickhenry",7.5612499905,6.6062499525,5.412499905,7.8,2,"16789-39280","Derrick Henry","RB","FanDuel","",5.412499905,5900,"TEN","SD",FALSE,"derrickhenry",0.110405092933029,8.39605049839102
"RBdevontaebooker",14.9577500095,11.3487500475,6.837500095,15.86,2,"16789-39580","Devontae Booker","RB","FanDuel","",6.837500095,7000,"DEN","OAK",FALSE,"devontaebooker",-0.202352049019241,11.9310186463601
"RBdujuanharris",4.9899999809,5.7499999045,4.8,6.699999809,2,"16789-14643","DuJuan Harris","RB","FanDuel","",6.699999809,4500,"SF","NO",TRUE,"dujuanharris",0.183593185288961,5.90612997198528
"RBdukejohnsonjr",8.975000381,8.975000381,8.975000381,8.975000381,1,"16789-25837","Duke Johnson Jr.","RB","FanDuel","",8.975000381,5200,"CLE","DAL",TRUE,"dukejohnsonjr",-0.021842264931298,8.7789660449197
"RBdwaynewashington",2.9335000095,3.3075000475,2.84,3.775000095,2,"16789-34729","Dwayne Washington","RB","FanDuel","",3.775000095,4500,"DET","MIN",FALSE,"dwaynewashington",0.165936667016499,3.4202752237693
"RBezekielelliott",20.078857056,19.43428528,18.62857056,20.24,2,"16789-38791","Ezekiel Elliott","RB","FanDuel","",18.62857056,9200,"DAL","CLE",FALSE,"ezekielelliott",-0.148357198213879,17.1000140798349
"RBfozzywhittaker",3.8349999891,4.9749999455,3.55,6.399999891,2,"16789-37245","Fozzy Whittaker","RB","FanDuel","",6.399999891,4700,"CAR","LA",FALSE,"fozzywhittaker",-0.355973814070746,2.4698404160188
"RBfrankgore",12.018249981,12.571249905,11.88,13.26249981,2,"16789-6840","Frank Gore","RB","FanDuel","",13.26249981,6300,"IND","GB",FALSE,"frankgore",-0.271083030166444,8.76030635885271
"RBisaiahcrowell",11.93175,12.37875,11.82,12.9375,2,"16789-54684","Isaiah Crowell","RB","FanDuel","",12.9375,6000,"CLE","DAL",TRUE,"isaiahcrowell",-0.040715329982088,11.4459448614862
"RBjalenrichard",5.875,5.875,5.875,5.875,1,"16789-33578","Jalen Richard","RB","FanDuel","",5.875,5000,"OAK","DEN",TRUE,"jalenrichard",0.0399635431521759,6.10978581601903
"RBjavoriusallen",2.6179999952,2.809999976,2.57,3.049999952,2,"16789-29645","Javorius Allen","RB","FanDuel","",3.049999952,4700,"BAL","PIT",TRUE,"javoriusallen",-0.084401204090743,2.39703764329556
"RBjayajayi",15.141666692,15.10833346,15.06666692,15.15,2,"16789-46882","Jay Ajayi","RB","FanDuel","",15.06666692,7100,"MIA","NYJ",TRUE,"jayajayi",0.249267891162749,18.9159980170041
"RBjohnkuhn",1.576333327,3.201666635,1.17,5.23333327,2,"16789-7244","John Kuhn","RB","FanDuel","",5.23333327,4500,"NO","SF",FALSE,"johnkuhn",-0.407308982418534,0.934278603627207
"RBjonathanstewart",13.189,13.105,13,13.21,2,"16789-6733","Jonathan Stewart","RB","FanDuel","",13,6400,"CAR","LA",FALSE,"jonathanstewart",-0.169519591527584,10.9532061073427
"RBjoshferguson",2.0385714286,2.592857143,1.9,3.285714286,2,"16789-27692","Josh Ferguson","RB","FanDuel","",3.285714286,4500,"IND","GB",FALSE,"joshferguson",0.0816132939006529,2.20494595773981
"RBjustinforsett",2.3490000153,3.5450000765,2.05,5.040000153,2,"16789-6857","Justin Forsett","RB","FanDuel","",5.040000153,4700,"DET","MIN",FALSE,"justinforsett",0.00653727586659514,2.36435607641065
"RBjuwanthompson",2.3379999905,4.0099999525,1.92,6.099999905,2,"16789-24797","Juwan Thompson","RB","FanDuel","",6.099999905,4500,"DEN","OAK",FALSE,"juwanthompson",-0.145347510690213,1.99817751188708
"RBkapribibbs",3.5729999976,2.384999988,0.899999976,3.87,2,"16789-45683","Kapri Bibbs","RB","FanDuel","",0.899999976,4500,"DEN","OAK",FALSE,"kapribibbs",-0.0284482367668502,3.47135444770032
"RBkenjonbarner",2.0520000076,2.660000038,1.9,3.420000076,2,"16789-29357","Kenjon Barner","RB","FanDuel","",3.420000076,4600,"PHI","NYG",FALSE,"kenjonbarner",-0.189064765528922,1.66403910729776
"RBkennethdixon",5.1253333302,3.306666651,1.033333302,5.58,2,"16789-43413","Kenneth Dixon","RB","FanDuel","",1.033333302,4900,"BAL","PIT",TRUE,"kennethdixon",-0.192030548143476,4.14111276138367
"RBkennethfarrow",2.0785000048,1.632500024,1.075000048,2.19,2,"16789-31874","Kenneth Farrow","RB","FanDuel","",1.075000048,4500,"SD","TEN",TRUE,"kennethfarrow",0.0260938811269771,2.13273613684767
"RBkenyandrake",1.5035000095,2.9575000475,1.14,4.775000095,2,"16789-30989","Kenyan Drake","RB","FanDuel","",4.775000095,4500,"MIA","NYJ",TRUE,"kenyandrake",0.422629885697301,2.13892404666088
"RBkylejuszczyk",2.7978571483,2.9892857415,2.75,3.228571483,2,"16789-39428","Kyle Juszczyk","RB","FanDuel","",3.228571483,4500,"BAL","PIT",TRUE,"kylejuszczyk",-0.0991675657038628,2.52040046571594
"RBlataviusmurray",11.111666692,11.75833346,10.95,12.56666692,2,"16789-34331","Latavius Murray","RB","FanDuel","",12.56666692,6000,"OAK","DEN",TRUE,"lataviusmurray",0.0213030850817588,11.3483794729398
"RBleveonbell",19.402500038,19.21250019,18.97500038,19.45,2,"16789-28181","Le'Veon Bell","RB","FanDuel","",18.97500038,8700,"PIT","BAL",FALSE,"leveonbell",0.224452146912321,23.7574328269955
"RBlorenzotaliaferro",1.132,1.74,0.98,2.5,2,"16789-54612","Lorenzo Taliaferro","RB","FanDuel","",2.5,4500,"BAL","PIT",TRUE,"lorenzotaliaferro",0.0812563137811091,1.22398214720022
"RBmarkingram",11.107000044,11.01500022,10.90000044,11.13,2,"16789-14211","Mark Ingram","RB","FanDuel","",10.90000044,6700,"NO","SF",FALSE,"markingram",-0.142620491695535,9.52291423646239
"RBmattasiata",9.8457143075,8.8285715375,7.557143075,10.1,2,"16789-14757","Matt Asiata","RB","FanDuel","",7.557143075,6000,"MIN","DET",TRUE,"mattasiata",0.106141769216066,10.890755843294
"RBmattforte",15.62725,15.37625,15.0625,15.69,2,"16789-6899","Matt Forte","RB","FanDuel","",15.0625,7500,"NYJ","MIA",FALSE,"mattforte",0.347278060364142,21.0542510688255
"RBmelvingordon",16.175750076,17.15875038,15.93,18.38750076,2,"16789-28900","Melvin Gordon","RB","FanDuel","",18.38750076,7800,"SD","TEN",TRUE,"melvingordon",0.00296263564766663,16.2236729298029
"RBmikedavis",3.9433333333,3.1166666665,2.083333333,4.15,2,"16789-30635","Mike Davis","RB","FanDuel","",2.083333333,4900,"SF","NO",TRUE,"mikedavis",0.26735909330148,4.99761935787659
"RBorleansdarkwa",1.0374999809,3.3874999045,0.45,6.324999809,2,"16789-33691","Orleans Darkwa","RB","FanDuel","",6.324999809,4600,"NYG","PHI",TRUE,"orleansdarkwa",0.153979507064076,1.19725371653797
"RBpaulperkins",4.3049999905,4.3249999525,4.3,4.349999905,2,"16789-29866","Paul Perkins","RB","FanDuel","",4.349999905,4500,"NYG","PHI",TRUE,"paulperkins",0.298739048545261,5.59107159164933
"RBrashadjennings",8.7235000191,8.2575000955,7.675000191,8.84,2,"16789-8052","Rashad Jennings","RB","FanDuel","",7.675000191,5400,"NYG","PHI",TRUE,"rashadjennings",0.161998958833368,10.1366979395771
"RBrobertturbin",3.456857132,3.84428566,3.36,4.32857132,2,"16789-22048","Robert Turbin","RB","FanDuel","",4.32857132,4500,"IND","GB",FALSE,"robertturbin",-0.152165386162247,2.9308431316015
"RBronniehillman",2.335,2.075,1.75,2.4,2,"16789-22003","Ronnie Hillman","RB","FanDuel","",1.75,4500,"MIN","DET",TRUE,"ronniehillman",-0.0292116201938,2.26679086684748
"RBryanmathews",7.4245714068,8.162857034,7.24,9.085714068,2,"16789-11425","Ryan Mathews","RB","FanDuel","",9.085714068,5300,"PHI","NYG",FALSE,"ryanmathews",-0.118255819972065,6.54657262714771
"RBshaundraughn",4.4442857197,4.2214285985,3.942857197,4.5,2,"16789-15006","Shaun Draughn","RB","FanDuel","",3.942857197,4700,"SF","NO",TRUE,"shaundraughn",0.256916744287723,5.58609713748975
"RBterrancewest",11.854571472,11.11285736,10.18571472,12.04,2,"16789-54607","Terrance West","RB","FanDuel","",10.18571472,6400,"BAL","PIT",TRUE,"terrancewest",-0.079195519699609,10.9157425234588
"RBtimhightower",9.03,6.35,3,9.7,2,"16789-6828","Tim Hightower","RB","FanDuel","",3,6100,"NO","SF",FALSE,"timhightower",-0.292724909773974,6.38669406474101
"RBtjyeldon",6.7412857252,7.186428626,6.63,7.742857252,2,"16789-31061","T.J. Yeldon","RB","FanDuel","",7.742857252,5600,"JAX","KC",FALSE,"tjyeldon",-0.111478426259977,5.98977780158585
"RBtoddgurley",13.434285692,12.77142846,11.94285692,13.6,2,"16789-30447","Todd Gurley","RB","FanDuel","",11.94285692,7600,"LA","CAR",TRUE,"toddgurley",0.140278035372918,15.3188208955123
"RBtravariscadet",3.2755714177,3.4578570885,3.23,3.685714177,2,"16789-22258","Travaris Cadet","RB","FanDuel","",3.685714177,4500,"NO","SF",FALSE,"travariscadet",-0.385782836266396,2.01191218578655
"RBwendellsmallwood",2.7396666603,3.2183333015,2.62,3.816666603,2,"16789-38509","Wendell Smallwood","RB","FanDuel","",3.816666603,4800,"PHI","NYG",FALSE,"wendellsmallwood",-0.233473350030043,2.10002750715414
"RBzachzenner",4.0389999924,4.634999962,3.89,5.379999924,2,"16789-62616","Zach Zenner","RB","FanDuel","",5.379999924,5100,"DET","MIN",FALSE,"zachzenner",0.497660996405892,6.04905275310117
"TEanthonyfasano",2.7610000076,2.565000038,2.320000076,2.81,2,"16789-6778","Anthony Fasano","TE","FanDuel","",2.320000076,4500,"TEN","SD",FALSE,"anthonyfasano",-0.0671731120871815,2.57553504461678
"TEantoniogates",10.1180000127,8.7100000635,6.950000127,10.47,2,"16789-7965","Antonio Gates","TE","FanDuel","",6.950000127,5500,"SD","TEN",TRUE,"antoniogates",-0.0757617390610031,9.3514427359186
"TEaustinseferianjenkins",2.8086666794,3.723333397,2.58,4.866666794,2,"16789-16923","Austin Seferian-Jenkins","TE","FanDuel","",4.866666794,4600,"NYJ","MIA",FALSE,"austinseferianjenkins",-0.196725256122769,2.25613100753155
"TEbenkoyack",1.3619999905,3.6899999525,0.78,6.599999905,2,"16789-33531","Ben Koyack","TE","FanDuel","",6.599999905,4500,"JAX","KC",FALSE,"benkoyack",0.0859171301984631,1.47901912101409
