"","id","Name","Position","PassingCompletions","PassingAttempts","PassingYards","PassingTD","Interceptions","RushingAttempts","RushingYards","RushingTD","Receptions","ReceptionYards","ReceptionTD","MiscFumTD","Misc2Point","FumblesLost","Source","PredictedPoints"
"436","","Moritz Bohringer","WR",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"410","","Keenan Reynolds","WR",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0.09375
"57","","Jakeem Grant","WR",0,0,0,0,0,0,0,0,3.5,43.4,0.3,-1,-1,-1,"ESPN",0.5125
"67","","Kolby Listenbee*","WR",0,0,0,0,0,0,0,0,1.1,14.1,0.1,-1,-1,-1,"ESPN",0.19375
"77","","Cody Core","WR",0,0,0,0,0,0,0,0,1.8,23.4,0.2,-1,-1,-1,"ESPN",0.18125
"87","","Michael Thomas","WR",0,0,0,0,0,0,0,0,2.6,35.2,0.1,-1,-1,-1,"ESPN",0.25625
"97","","Aaron Burbridge","WR",0,0,0,0,0,0,0,0,30.1,390.5,1.8,-1,-1,-1,"ESPN",3.08125
"107","","Devin Lucien","WR",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"117","","Demarcus Ayers","WR",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"127","","Daniel Braverman","WR",0,0,0,0,0,0,0,0,1.6,19.6,0.1,-1,-1,-1,"ESPN",0.10625
"137","","Devin Lewis Fuller","WR",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0.03125
"147","","Charone Peake","WR",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"157","","Kenny Lawler","WR",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"167","","Max McCaffrey","WR",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"177","","Eli Rogers","WR",0,0,0,0,0,0,0,0,30.9,340.3,1.9,-1,-1,-1,"ESPN",2.85625
"187","","Kasen Williams","WR",0,0,0,0,0,0,0,0,2.8,36,0.3,-1,-1,-1,"ESPN",0.3
"197","","Reggie Bell","WR",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"207","","Jake Kumerow","WR",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"217","","Marquez North*","WR",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"227","","Andy Jones","WR",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"237","","Roger Lewis","WR",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"247","","Xavier Rush","WR",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"257","","Dom Williams","WR",0,0,0,0,0,0,0,0,7.2,91.4,0.6,-1,-1,-1,"ESPN",0.775
"267","","Damiere Byrd","WR",0,0,0,0,0,0,0,0,2.9,37.1,0.3,-1,-1,-1,"ESPN",0.2875
"277","","R.J. Harris","WR",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"287","","Jordan Taylor","WR",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"297","","Bernard Reedy","WR",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0.175
"307","","Paul McRoberts","WR",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"317","","Wendall Williams","WR",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"327","","Anthony Dable","WR",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"337","","Darius Jennings","WR",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"347","","Alex Erickson","WR",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"357","","Devon Cajuste","WR",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"367","","Mitch Mathews","WR",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"377","","Keyarris Garrett","WR",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"387","","Jalin Marshall","WR",0,0,0,0,0,0,0,0,1.4,17.8,0.1,-1,-1,-1,"ESPN",0.10625
"419","","Rob Gronkowski","TE",0,0,0,0,0,0,0,0,78,1139.1,9.3,-1,-1,-1,"ESPN",10.5875
"59","","Jordan Reed","TE",0,0,0,0,0,0,0,0,90.2,933.7,8.6,-1,-1,-1,"ESPN",8.93125
"69","","Greg Olsen","TE",0,0,0,0,0,0,0,0,75.5,960.3,6.4,-1,-1,-1,"ESPN",8.39375
"79","","Delanie Walker","TE",0,0,0,0,0,0,0,0,69.8,860.6,5.9,-1,-1,-1,"ESPN",7.6
"89","","Travis Kelce","TE",0,0,0,0,0,0,0,0,80.7,881,5,-1,-1,-1,"ESPN",7.26875
"99","","Coby Fleener","TE",0,0,0,0,0,0,0,0,69.8,804.5,6.7,-1,-1,-1,"ESPN",7.53125
"109","","Tyler Eifert*","TE",0,0,0,0,0,0,0,0,50.1,572.5,4.9,-1,-1,-1,"ESPN",5.40625
"119","","Gary Barnidge","TE",0,0,0,0,0,0,0,0,66.7,841.9,5.5,-1,-1,-1,"ESPN",7.28125
"129","","Zach Ertz","TE",0,0,0,0,0,0,0,0,72,849.8,5.4,-1,-1,-1,"ESPN",7.25
"139","","Antonio Gates","TE",0,0,0,0,0,0,0,0,60.8,705.1,5.9,-1,-1,-1,"ESPN",6.59375
"149","","Julius Thomas","TE",0,0,0,0,0,0,0,0,62.4,668.1,6.5,-1,-1,-1,"ESPN",6.55625
"159","","Zach Miller","TE",0,0,0,0,0,0,0,0,63.9,694.7,4.5,-1,-1,-1,"ESPN",5.975
"169","","Martellus Bennett","TE",0,0,0,0,0,0,0,0,57.2,562.9,5.7,-1,-1,-1,"ESPN",5.58125
"179","","Jimmy Graham","TE",0,0,0,0,0,0,0,0,48.5,589.6,6.5,-1,-1,-1,"ESPN",6.06875
"189","","Eric Ebron","TE",0,0,0,0,0,0,0,0,58.5,642.5,4.5,-1,-1,-1,"ESPN",5.66875
"199","","Jason Witten","TE",0,0,0,0,0,0,0,0,71.6,756.6,5.1,-1,-1,-1,"ESPN",6.59375
"209","","Dwayne Allen","TE",0,0,0,0,0,0,0,0,50.5,554,5.3,-1,-1,-1,"ESPN",5.4
"219","","Charles Clay","TE",0,0,0,0,0,0,0,0,57.5,615.4,4.4,-1,-1,-1,"ESPN",5.45625
"229","","Clive Walford","TE",0,0,0,0,0,0,0,0,50,551.8,5.9,-1,-1,-1,"ESPN",5.63125
"239","","Jared Cook","TE",0,0,0,0,0,0,0,0,47.8,594.4,5.2,-1,-1,-1,"ESPN",5.625
"249","","Austin Seferian-Jenkins","TE",0,0,0,0,0,0,0,0,38.1,473.6,3.8,-1,-1,-1,"ESPN",4.34375
"259","","Jordan Cameron","TE",0,0,0,0,0,0,0,0,45.2,546.4,3.9,-1,-1,-1,"ESPN",4.81875
"269","","Kyle Rudolph","TE",0,0,0,0,0,0,0,0,49.8,524.9,3.7,-1,-1,-1,"ESPN",4.66875
"279","","Virgil Green","TE",0,0,0,0,0,0,0,0,46,405.4,3.1,-1,-1,-1,"ESPN",3.66875
"289","","Vance McDonald","TE",0,0,0,0,0,0,0,0,42,492.1,2.9,-1,-1,-1,"ESPN",4.1375
"299","","Crockett Gillmore","TE",0,0,0,0,0,0,0,0,35.1,369,2.7,-1,-1,-1,"ESPN",3.25625
"309","","Will Tye","TE",0,0,0,0,0,0,0,0,35.7,365,3.6,-1,-1,-1,"ESPN",3.60625
"319","","Jesse James","TE",0,0,0,0,0,0,0,0,27,282.2,2.7,-1,-1,-1,"ESPN",2.7875
"329","","Maxx Williams","TE",0,0,0,0,0,0,0,0,36.1,336.2,2.7,-1,-1,-1,"ESPN",3.06875
"339","","Jace Amaro","TE",0,0,0,0,0,0,0,0,32.9,332.6,3,-1,-1,-1,"ESPN",3.19375
"349","","Ladarius Green*","TE",0,0,0,0,0,0,0,0,28.1,363.4,2.8,-1,-1,-1,"ESPN",3.325
"359","","Cameron Brate","TE",0,0,0,0,0,0,0,0,22.3,249.3,2.1,-1,-1,-1,"ESPN",2.28125
"369","","Hunter Henry","TE",0,0,0,0,0,0,0,0,24.6,264.1,2.2,-1,-1,-1,"ESPN",2.43125
"379","","Larry Donnell","TE",0,0,0,0,0,0,0,0,31.1,320.3,3.6,-1,-1,-1,"ESPN",3.31875
"389","","Richard Rodgers","TE",0,0,0,0,0,0,0,0,18.7,187.8,2,-1,-1,-1,"ESPN",1.8875
"398","","Lance Kendricks","TE",0,0,0,0,0,0,0,0,28.4,295,1.5,-1,-1,-1,"ESPN",2.38125
"408","","Tyler Higbee","TE",0,0,0,0,0,0,0,0,26.8,317.8,1.7,-1,-1,-1,"ESPN",2.55625
"4110","","Jacob Tamme","TE",0,0,0,0,0,0,0,0,43,437.6,2.4,-1,-1,-1,"ESPN",3.5875
"428","","Kellen Winslow","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"438","","Benjamin Watson*","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"443","","Alex Smith","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"513","","Vernon Davis","TE",0,0,0,0,0,0,0,0,7.7,84.4,0.8,-1,-1,-1,"ESPN",0.78125
"613","","Marcedes Lewis","TE",0,0,0,0,0,0,0,0,12.7,154,1.5,-1,-1,-1,"ESPN",1.49375
"713","","Anthony Fasano","TE",0,0,0,0,0,0,0,0,14.9,165,1.7,-1,-1,-1,"ESPN",1.6625
"813","","Owen Daniels","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"913","","Daniel Fells","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"1013","","Matt Spaeth","TE",0,0,0,0,0,0,0,0,2,22,0.2,-1,-1,-1,"ESPN",0.20625
"1113","","Scott Chandler*","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"1213","","Brent Celek","TE",0,0,0,0,0,0,0,0,18.8,236.2,1.4,-1,-1,-1,"ESPN",1.96875
"1313","","Clark Harris","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"1413","","Fred Davis","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"1513","","Craig Stevens","TE",0,0,0,0,0,0,0,0,3,33.6,0.3,-1,-1,-1,"ESPN",0.2875
"1613","","Kellen Davis","TE",0,0,0,0,0,0,0,0,3.6,39.7,0.3,-1,-1,-1,"ESPN",0.3125
"1713","","Matthew Mulligan","TE",0,0,0,0,0,0,0,0,2,23.3,0.2,-1,-1,-1,"ESPN",0.19375
"1813","","David Johnson","TE",0,0,0,0,0,0,0,0,6.4,70.4,0.7,-1,-1,-1,"ESPN",0.6875
"1913","","James Casey","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"2013","","Chase Coffman","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"2113","","Bear Pascoe","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"2213","","Brandon Pettigrew*","TE",0,0,0,0,0,0,0,0,9.1,101.2,0.8,-1,-1,-1,"ESPN",0.925
"2313","","John Phillips","TE",0,0,0,0,0,0,0,0,3.3,35.3,0.3,-1,-1,-1,"ESPN",0.28125
"2413","","Brandon Myers","TE",0,0,0,0,0,0,0,0,3.5,36.5,0.3,-1,-1,-1,"ESPN",0.30625
"2513","","Jermaine Gresham","TE",0,0,0,0,0,0,0,0,20.2,192.2,1.9,-1,-1,-1,"ESPN",1.84375
"2613","","Dennis Pitta","TE",0,0,0,0,0,0,0,0,3.9,42.1,0.3,-1,-1,-1,"ESPN",0.36875
"2713","","Ed Dickson","TE",0,0,0,0,0,0,0,0,13,141.4,1.1,-1,-1,-1,"ESPN",1.2875
"2813","","Tony Moeaki","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"2913","","Jim Dray","TE",0,0,0,0,0,0,0,0,5.8,62.5,0.6,-1,-1,-1,"ESPN",0.5875
"3013","","Garrett Graham*","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"3113","","Clay Harbor","TE",0,0,0,0,0,0,0,0,2,21.5,0.2,-1,-1,-1,"ESPN",0.2
"3213","","Michael Hoomanawanui","TE",0,0,0,0,0,0,0,0,8.9,95.6,0.9,-1,-1,-1,"ESPN",0.8875
"3313","","Anthony McCoy","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"3413","","Andrew Quarless","TE",0,0,0,0,0,0,0,0,1,11.4,0.1,-1,-1,-1,"ESPN",0.09375
"3513","","Richie Brockel","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"3613","","Jeff Cumberland*","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"3713","","Logan Paulsen","TE",0,0,0,0,0,0,0,0,3.8,42.2,0.4,-1,-1,-1,"ESPN",0.3875
"3813","","Rob Housler","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"3913","","Bruce Miller","TE",0,0,0,0,0,0,0,0,11.1,118.8,0.7,-1,-1,-1,"ESPN",0.95
"4013","","Luke Stocker","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"4113","","David Ausberry","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"4213","","Niles Paul","TE",0,0,0,0,0,0,0,0,15.3,186.2,1.3,-1,-1,-1,"ESPN",1.625
"4313","","D.J. Williams","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"453","","Lee Smith","TE",0,0,0,0,0,0,0,0,7.1,76.8,0.8,-1,-1,-1,"ESPN",0.74375
"523","","Orson Charles","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"623","","James Hanna*","TE",0,0,0,0,0,0,0,0,5.9,64.2,0.6,-1,-1,-1,"ESPN",0.6
"723","","Rhett Ellison","TE",0,0,0,0,0,0,0,0,4.4,49.7,0.3,-1,-1,-1,"ESPN",0.36875
"823","","Garrett Celek","TE",0,0,0,0,0,0,0,0,25.5,263.3,1.7,-1,-1,-1,"ESPN",2.2375
"923","","Phillip Supernaw","TE",0,0,0,0,0,0,0,0,3,33.5,0.3,-1,-1,-1,"ESPN",0.29375
"1023","","Dominique Jones","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"1123","","Derek Carrier*","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"1223","","Sean McGrath","TE",0,0,0,0,0,0,0,0,4,43.4,0.4,-1,-1,-1,"ESPN",0.3875
"1323","","Chase Ford","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"1423","","Cooper Helfet*","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"1523","","Brandon Bostick","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"1623","","Ifeanyi Momah","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"1723","","Gavin Escobar","TE",0,0,0,0,0,0,0,0,6.7,73.8,0.7,-1,-1,-1,"ESPN",0.69375
"1823","","Ryan Griffin","TE",0,0,0,0,0,0,0,0,17.4,204,1.5,-1,-1,-1,"ESPN",1.825
"1923","","Michael Williams*","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"2023","","Mychal Rivera","TE",0,0,0,0,0,0,0,0,17.8,181.8,1.8,-1,-1,-1,"ESPN",1.775
"2123","","Chris Gragg","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"2223","","Dion Sims","TE",0,0,0,0,0,0,0,0,15.7,156.2,1.2,-1,-1,-1,"ESPN",1.4
"2323","","Levine Toilolo","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"2423","","Justice Cunningham","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"2523","","Luke Willson","TE",0,0,0,0,0,0,0,0,12,151.3,1.2,-1,-1,-1,"ESPN",1.39375
"2623","","Josh Hill","TE",0,0,0,0,0,0,0,0,27.3,265.4,2.4,-1,-1,-1,"ESPN",2.51875
"2723","","Chris Pantale","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"2823","","Timothy Wright*","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"2923","","Brandon Williams","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"3023","","MarQueis Gray","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"3123","","Zach Sudfeld","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"3223","","Jake Stoneburner","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"3323","","Jack Doyle","TE",0,0,0,0,0,0,0,0,17.4,117.6,1.7,-1,-1,-1,"ESPN",1.33125
"3423","","C.J. Fiedorowicz","TE",0,0,0,0,0,0,0,0,22.9,206.2,1.9,-1,-1,-1,"ESPN",1.9625
"3523","","Troy Niklas","TE",0,0,0,0,0,0,0,0,3.7,39.7,0.4,-1,-1,-1,"ESPN",0.34375
"3623","","Darren Fells","TE",0,0,0,0,0,0,0,0,21.5,236.6,2.6,-1,-1,-1,"ESPN",2.4125
"3723","","Brian Leonhardt","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"3823","","Demetrius Harris","TE",0,0,0,0,0,0,0,0,9.8,106.8,0.7,-1,-1,-1,"ESPN",0.90625
"3923","","Trey Burton","TE",0,0,0,0,0,0,0,0,15.2,167.2,1.2,-1,-1,-1,"ESPN",1.44375
"4023","","Marcel Jensen","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"4123","","Asante Cleveland","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"4223","","Nic Jacobs","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"4322","","Blake Annen","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"462","","RaShaun Allen","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"532","","Justin Perillo","TE",0,0,0,0,0,0,0,0,3.6,39.6,0.4,-1,-1,-1,"ESPN",0.35
"632","","James O'Shaughnessy","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"732","","MyCole Pruitt","TE",0,0,0,0,0,0,0,0,19.3,213.5,1.3,-1,-1,-1,"ESPN",1.80625
"832","","Randall Telfer","TE",0,0,0,0,0,0,0,0,1.7,18.2,0.1,-1,-1,-1,"ESPN",0.1125
"932","","Gerald Christian","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"1032","","Neal Sterling","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"1132","","Blake Bell","TE",0,0,0,0,0,0,0,0,3.7,39.6,0.2,-1,-1,-1,"ESPN",0.28125
"1232","","Chris Manhertz","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"1332","","C.J. Uzomah","TE",0,0,0,0,0,0,0,0,6.1,65.9,0.6,-1,-1,-1,"ESPN",0.59375
"1432","","Nick Boyle","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"1532","","Jeff Heuerman","TE",0,0,0,0,0,0,0,0,16.5,179.3,1.3,-1,-1,-1,"ESPN",1.53125
"1632","","Nick O'Leary","TE",0,0,0,0,0,0,0,0,2.9,31.3,0.3,-1,-1,-1,"ESPN",0.29375
"1732","","Darren Waller*","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"1832","","Busta Anderson","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"1932","","Ben Koyack","TE",0,0,0,0,0,0,0,0,3.4,37.1,0.3,-1,-1,-1,"ESPN",0.3125
"2032","","Kennard Backman","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"2132","","Tyler Kroft","TE",0,0,0,0,0,0,0,0,19.9,216.7,1.9,-1,-1,-1,"ESPN",2.01875
"2232","","AJ Derby","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"2332","","Geoff Swaim","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"2432","","E.J. Bibbs","TE",0,0,0,0,0,0,0,0,1.7,18.1,0.1,-1,-1,-1,"ESPN",0.1125
"2532","","Khari Lee","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"2632","","Jerome Cunningham","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"2732","","Wes Saxton","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"2832","","Austin Hooper","TE",0,0,0,0,0,0,0,0,28,304.8,2.1,-1,-1,-1,"ESPN",2.65625
"2932","","Nick Vannett","TE",0,0,0,0,0,0,0,0,6.2,68.3,0.8,-1,-1,-1,"ESPN",0.6625
"3032","","Seth DeValve","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"3132","","Temarrick Hemingway","TE",0,0,0,0,0,0,0,0,3,33.8,0.2,-1,-1,-1,"ESPN",0.25625
"3232","","Jerell Adams","TE",0,0,0,0,0,0,0,0,7.7,85.9,0.8,-1,-1,-1,"ESPN",0.81875
"3332","","David Morgan II","TE",0,0,0,0,0,0,0,0,1.4,15.8,0.1,-1,-1,-1,"ESPN",0.1
"3432","","Danny Vitale","TE",0,0,0,0,0,0,0,0,1.7,18.3,0.2,-1,-1,-1,"ESPN",0.11875
"3532","","Rico Darnell Gathers","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"3632","","Thomas Duarte","TE",0,0,0,0,0,0,0,0,3.9,41.4,0.3,-1,-1,-1,"ESPN",0.36875
"3732","","Beau Sandland","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"3832","","Ben Braunecker","TE",0,0,0,0,0,0,0,0,10.4,113.3,0.8,-1,-1,-1,"ESPN",1
"3932","","Cole Wick","TE",0,0,0,0,0,0,0,0,6,68.6,0.6,-1,-1,-1,"ESPN",0.58125
"4032","","Stephen Anderson","TE",0,0,0,0,0,0,0,0,14.8,160.2,1.3,-1,-1,-1,"ESPN",1.46875
"4132","","Matt LaCosse*","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"4232","","Erik Swoope","TE",0,0,0,0,0,0,0,0,15.4,168.8,1.8,-1,-1,-1,"ESPN",1.65
"4332","","Anthony Denham","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"472","","Bryce Williams","TE",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"420","","Stephen Gostkowski","K",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",9.18125
"510","","Steven Hauschka","K",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",8.94375
"610","","Dan Bailey","K",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",8.425
"710","","Justin Tucker","K",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",8.29375
"810","","Adam Vinatieri","K",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",8.9125
"910","","Mason Crosby","K",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",8.29375
"1010","","Graham Gano","K",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",7.9625
"1110","","Blair Walsh","K",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",7.81875
"1210","","Chandler Catanzaro","K",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",7.85
"1310","","Matt Prater","K",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",7.85
"1410","","Roberto Aguayo","K",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",8.4875
"1510","","Chris Boswell","K",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",8.2875
"1610","","Cairo Santos","K",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",7.56875
"1710","","Robbie Gould","K",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",7.55
"1810","","Josh Brown","K",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",8.525
"1910","","Brandon McManus","K",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",7.34375
"2010","","Matt Bryant","K",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",7.63125
"2110","","Nick Novak","K",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",7.65625
"2210","","Dan Carpenter","K",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",7.43125
"2310","","Mike Nugent","K",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",7.375
"2410","","Dustin Hopkins","K",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",7.5125
"2510","","Phil Dawson","K",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",6.9
"2610","","Sebastian Janikowski","K",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",7.33125
"2710","","Josh Lambo","K",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",7.39375
"2810","","Connor Barth","K",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",7.1375
"2910","","Jason Myers","K",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",7.73125
"3010","","Nick Folk","K",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",7.34375
"3110","","Cody Parkey","K",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",7.25625
"3210","","Andrew Franks","K",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",6.875
"3310","","Patrick Murray","K",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",6.93125
"3410","","Ryan Succop","K",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",6.875
"3510","","Greg Zuerlein","K",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",6.06875
"3610","","Jay Feely","K",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"3710","","Shayne Graham","K",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"3810","","Billy Cundiff","K",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"399","","Josh Scobee","K",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
"409","","Shaun Suisham","K",0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,"ESPN",0
