"Key","mean.weight","mean.nonweight","min","max","freq","Id","Name","Position","Source","Injury Indicator","PredictedPoints","Salary","Team","Opponent","Home","NameRM","deepBonus","mean","cutoffHit"
"TEmarqueisgray",3.247999981,3.3799999525,3.16,3.599999905,2,"16939-28311","MarQueis Gray","TE","FanDuel","",3.599999905,4500,"MIA","LA",FALSE,"marqueisgray",0.0235027222998472,3.32433682258335,FALSE
"TEnickoleary",1.960666654,2.156666635,1.83,2.48333327,2,"16939-24817","Nick O'Leary","TE","FanDuel","",2.48333327,4500,"BUF","CIN",FALSE,"nickoleary",-0.0734884727691716,1.8165802559881,FALSE
"TEphillipsupernaw",1.4499999904,1.674999976,1.3,2.049999952,2,"16939-23003","Phillip Supernaw","TE","FanDuel","",2.049999952,4500,"TEN","IND",FALSE,"phillipsupernaw",-0.0496701134970716,1.37797832630608,FALSE
"TErhettellison",1.2620000096,1.895000024,0.84,2.950000048,2,"16939-22065","Rhett Ellison","TE","FanDuel","",2.950000048,4500,"MIN","ARI",TRUE,"rhettellison",0.326175928839177,1.67363403492633,FALSE
"TErichardrodgers",3.889,3.9775,3.83,4.125,2,"16939-29314","Richard Rodgers","TE","FanDuel","",4.125,4600,"GB","WAS",FALSE,"richardrodgers",-0.291874579522832,2.75389976023571,FALSE
"TEsethdevalve",1.6,2.875,0.75,5,2,"16939-70335","Seth DeValve","TE","FanDuel","",5,4500,"CLE","PIT",TRUE,"sethdevalve",-0.000857716837960765,1.59862765305926,FALSE
"TEtraviskelce",10.8346666328,10.421666582,9.733333164,11.11,2,"16939-33076","Travis Kelce","TE","FanDuel","",9.733333164,6100,"KC","TB",TRUE,"traviskelce",-0.268203502260163,7.92877109606171,FALSE
"TEtreyburton",2.6720000108,3.095000027,2.39,3.800000054,2,"16939-30297","Trey Burton","TE","FanDuel","",3.800000054,4500,"PHI","SEA",FALSE,"treyburton",0.183699587551292,3.16284531072101,FALSE
"TEtylereifert",11.285333384,11.20333346,11.06666692,11.34,2,"16939-33557","Tyler Eifert","TE","FanDuel","",11.06666692,6300,"CIN","BUF",TRUE,"tylereifert",0.0121025259616758,11.421914424266,FALSE
"TEtylerhigbee",2.1519999924,1.734999981,1.039999962,2.43,2,"16939-47870","Tyler Higbee","TE","FanDuel","",1.039999962,4500,"LA","MIA",TRUE,"tylerhigbee",0.0979677661117913,2.36282662432802,FALSE
"TEtylerkroft",1.641333327,1.9133333175,1.46,2.366666635,2,"16939-26038","Tyler Kroft","TE","FanDuel","",2.366666635,4500,"CIN","BUF",TRUE,"tylerkroft",-0.196150471439296,1.31938502111992,FALSE
"TEvancemcdonald",5.7731428136,6.452857034,5.32,7.585714068,2,"16939-32045","Vance McDonald","TE","FanDuel","",7.585714068,4700,"SF","NE",TRUE,"vancemcdonald",-0.137763715046915,4.97781321210206,FALSE
"TEvernondavis",6.140000019,6.8000000475,5.7,7.900000095,2,"16939-6870","Vernon Davis","TE","FanDuel","",7.900000095,4500,"WAS","GB",TRUE,"vernondavis",0.231544418562892,7.5616827533755,FALSE
"TEwilltye",4.9902222222,4.6605555555,4.111111111,5.21,2,"16939-24847","Will Tye","TE","FanDuel","",4.111111111,4500,"NYG","CHI",TRUE,"willtye",-0.215149318668578,3.91657931108887,FALSE
"TEzachmiller",9.0573333334,9.0983333335,9.03,9.166666667,2,"16939-8050","Zach Miller","TE","FanDuel","",9.166666667,5500,"CHI","NYG",FALSE,"zachmiller",0.352746546733439,12.2522763893705,FALSE
"WRaaronburbridge",1.146,0.81,0.25,1.37,2,"16939-28226","Aaron Burbridge","WR","FanDuel","",0.25,4500,"SF","NE",TRUE,"aaronburbridge",-0.239817177838955,0.871169514196558,FALSE
"WRadamhumphries",6.507111179,6.7877779475,6.32,7.255555895,2,"16939-24671","Adam Humphries","WR","FanDuel","",7.255555895,5300,"TB","KC",FALSE,"adamhumphries",0.517727311123703,9.87602035288666,FALSE
"WRadamthielen",6.6053333672,7.228333418,6.19,8.266666836,2,"16939-39716","Adam Thielen","WR","FanDuel","",8.266666836,5900,"MIN","ARI",TRUE,"adamthielen",-0.127973391512422,5.76002645412925,FALSE
"WRajgreen",16.728888754,16.847221885,16.65,17.04444377,2,"16939-14187","A.J. Green","WR","FanDuel","",17.04444377,8200,"CIN","BUF",TRUE,"ajgreen",0.414116215174225,23.6565928488771,FALSE
"WRalbertwilson",3.7685714394,4.0214285985,3.6,4.442857197,2,"16939-48344","Albert Wilson","WR","FanDuel","",4.442857197,4800,"KC","TB",TRUE,"albertwilson",-0.293666134627246,2.66186963172476,FALSE
"WRallenhurns",8.4066666328,8.341666582,8.233333164,8.45,2,"16939-25760","Allen Hurns","WR","FanDuel","",8.233333164,5400,"JAX","DET",FALSE,"allenhurns",-0.022844349092102,8.21462180553939,FALSE
"WRallenrobinson",13.640444478,13.146111195,12.32222239,13.97,2,"16939-28643","Allen Robinson","WR","FanDuel","",12.32222239,7300,"JAX","DET",FALSE,"allenrobinson",-0.162720438173823,11.4208653756541,FALSE
"WRandreroberts",1.5262222306,1.8955555765,1.28,2.511111153,2,"16939-11504","Andre Roberts","WR","FanDuel","",2.511111153,4500,"DET","JAX",TRUE,"andreroberts",0.312414098785905,2.00303557331991,FALSE
"WRandrewhawkins",3.9620000152,4.490000038,3.61,5.370000076,2,"16939-12903","Andrew Hawkins","WR","FanDuel","",5.370000076,4500,"CLE","PIT",TRUE,"andrewhawkins",-0.0812922752339204,3.63992001948756,FALSE
"WRanquanboldin",7.0191110772,7.557777693,6.66,8.455555386,2,"16939-6479","Anquan Boldin","WR","FanDuel","",8.455555386,5200,"DET","JAX",TRUE,"anquanboldin",0.222033419637634,8.57758831248711,FALSE
"WRantoniobrown",19.222666666,18.701666665,17.83333333,19.57,2,"16939-11612","Antonio Brown","WR","FanDuel","",17.83333333,8900,"PIT","CLE",FALSE,"antoniobrown",0.810588729636636,26.222666666,TRUE
"WRarreliousbenn",1.0465000096,1.596250024,0.68,2.512500048,2,"16939-11457","Arrelious Benn","WR","FanDuel","",2.512500048,4500,"JAX","DET",FALSE,"arreliousbenn",-0.177309020969819,0.860946117452917,FALSE
"WRbrandonlafell",6.2871111112,7.137777778,5.72,8.555555556,2,"16939-11495","Brandon LaFell","WR","FanDuel","",8.555555556,5300,"CIN","BUF",TRUE,"brandonlafell",0.30129811754894,8.18140585382558,FALSE
"WRbreshadperriman",5.1422222392,5.055555598,4.911111196,5.2,2,"16939-34295","Breshad Perriman","WR","FanDuel","",4.911111196,5100,"BAL","DAL",FALSE,"breshadperriman",-0.414374205168589,3.01141798603126,FALSE
"WRbrianquick",6.8564444106,7.3311110265,6.54,8.122222053,2,"16939-21972","Brian Quick","WR","FanDuel","",8.122222053,4500,"LA","MIA",TRUE,"brianquick",0.423882796758176,9.76277324318209,FALSE
"WRbricebutler",1.894,2.59,1.43,3.75,2,"16939-39445","Brice Butler","WR","FanDuel","",3.75,4700,"DAL","BAL",TRUE,"bricebutler",-0.318869590658934,1.29006099529198,FALSE
"WRbrycetreggs",3.340000019,5.0500000475,2.2,7.900000095,2,"16939-29290","Bryce Treggs","WR","FanDuel","",7.900000095,4500,"PHI","SEA",FALSE,"brycetreggs",-0.303414868855231,2.32659435125865,FALSE
"WRcameronmeredith",10.0605714504,9.566428626,8.742857252,10.39,2,"16939-62538","Cameron Meredith","WR","FanDuel","",8.742857252,5600,"CHI","NYG",FALSE,"cameronmeredith",-0.253051588341026,7.5147278652579,FALSE
"WRcecilshortsiii",2.25,2.25,2.25,2.25,1,"16939-14307","Cecil Shorts III","WR","FanDuel","",2.25,4500,"TB","KC",FALSE,"cecilshortsiii",0.224192386315437,2.75443286920973,FALSE
"WRcharlesjohnson",2.7960000096,2.385000024,1.700000048,3.07,2,"16939-39449","Charles Johnson","WR","FanDuel","",1.700000048,4600,"MIN","ARI",TRUE,"charlesjohnson",-0.0382313358775961,2.68910519411922,FALSE
"WRchesterrogers",3.014285769,3.014285769,3.014285769,3.014285769,1,"16939-70372","Chester Rogers","WR","FanDuel","",3.014285769,4500,"IND","TEN",TRUE,"chesterrogers",0.457106990305171,4.3921368647873,FALSE
"WRchrisconley",5.6164444106,5.4311110265,5.122222053,5.74,2,"16939-30403","Chris Conley","WR","FanDuel","",5.122222053,4800,"KC","TB",TRUE,"chrisconley",-0.246038955289068,4.23458029537685,FALSE
"WRcobihamilton",3.909000019,4.3275000475,3.63,5.025000095,2,"16939-31157","Cobi Hamilton","WR","FanDuel","",5.025000095,4500,"PIT","CLE",FALSE,"cobihamilton",0.325645044907774,5.18194650573174,FALSE
"WRcolebeasley",9.528444478,10.201111195,9.08,11.32222239,2,"16939-22288","Cole Beasley","WR","FanDuel","",11.32222239,6400,"DAL","BAL",TRUE,"colebeasley",-0.126969899242074,8.31861884269464,FALSE
"WRcordarrellepatterson",5.7542221884,5.850555471,5.69,6.011110942,2,"16939-30733","Cordarrelle Patterson","WR","FanDuel","",6.011110942,5300,"MIN","ARI",TRUE,"cordarrellepatterson",-0.17424840724879,4.75155813711566,FALSE
"WRcoreycoleman",9.031999924,9.54499981,8.69,10.39999962,2,"16939-31732","Corey Coleman","WR","FanDuel","",10.39999962,5400,"CLE","PIT",TRUE,"coreycoleman",-0.0234352679771763,8.82033258541122,FALSE
"WRdannyamendola",5.6595555386,5.4038888465,4.977777693,5.83,2,"16939-8117","Danny Amendola","WR","FanDuel","",4.977777693,4500,"NE","SF",FALSE,"dannyamendola",-0.0630885152935556,5.30250258244831,FALSE
"WRdavanteadams",13.091111078,13.227777695,13,13.45555539,2,"16939-45889","Davante Adams","WR","FanDuel","",13.45555539,7600,"GB","WAS",FALSE,"davanteadams",-0.0649161550890266,12.2412864809729,FALSE
"WRdeontethompson",1.7104999994,1.1112499985,0.112499997,2.11,2,"16939-22959","Deonte Thompson","WR","FanDuel","",0.112499997,4500,"CHI","NYG",FALSE,"deontethompson",-0.204552697902482,1.36061260976054,FALSE
"WRdevanteparker",8.3719999618,8.1199999045,7.699999809,8.54,2,"16939-33260","DeVante Parker","WR","FanDuel","",7.699999809,5800,"MIA","LA",FALSE,"devanteparker",0.270756705504477,10.6387750899406,FALSE
"WRdontemoncrief",12.025999962,11.434999905,10.44999981,12.42,2,"16939-31561","Donte Moncrief","WR","FanDuel","",10.44999981,6500,"IND","TEN",TRUE,"dontemoncrief",0.156286462580051,13.9055009550488,FALSE
"WRdorialgreenbeckham",4.4840000382,4.4150000955,4.300000191,4.53,2,"16939-27134","Dorial Green-Beckham","WR","FanDuel","",4.300000191,4800,"PHI","SEA",FALSE,"dorialgreenbeckham",-0.529125245208736,2.11140241847144,FALSE
"WRdougbaldwin",13.179111112,13.13277778,13.05555556,13.21,2,"16939-14626","Doug Baldwin","WR","FanDuel","",13.05555556,6700,"SEA","PHI",TRUE,"dougbaldwin",0.0594917979471632,13.9631601273983,FALSE
"WRelirogers",9.0046666666,8.8466666665,8.583333333,9.11,2,"16939-33244","Eli Rogers","WR","FanDuel","",8.583333333,5500,"PIT","CLE",FALSE,"elirogers",0.544145886136449,13.9045189892604,FALSE
"WRfreddiemartino",1.4773333206,2.4483333015,0.83,4.066666603,2,"16939-54690","Freddie Martino","WR","FanDuel","",4.066666603,4500,"TB","KC",FALSE,"freddiemartino",0,1.4773333206,FALSE
"WRgeronimoallison",1.273333346,2.208333365,0.65,3.76666673,2,"16939-52560","Geronimo Allison","WR","FanDuel","",3.76666673,5200,"GB","WAS",FALSE,"geronimoallison",0,1.273333346,FALSE
"WRgoldentate",11.932444376,11.21611094,10.02222188,12.41,2,"16939-11485","Golden Tate","WR","FanDuel","",10.02222188,6600,"DET","JAX",TRUE,"goldentate",0.157719583064547,13.8144245279236,FALSE
"WRharrydouglas",2.329333308,2.94333327,1.92,3.96666654,2,"16939-10030","Harry Douglas","WR","FanDuel","",3.96666654,4500,"TEN","IND",FALSE,"harrydouglas",0.126138378042782,2.62315163339215,FALSE
"WRjamisoncrowder",11.793333402,12.008333505,11.65,12.36666701,2,"16939-24755","Jamison Crowder","WR","FanDuel","",12.36666701,6300,"WAS","GB",TRUE,"jamisoncrowder",-0.298888715454735,8.2684391305468,FALSE
"WRjariuswright",1.1959999904,1.984999976,0.67,3.299999952,2,"16939-22054","Jarius Wright","WR","FanDuel","",3.299999952,4500,"MIN","ARI",TRUE,"jariuswright",-0.211403067094738,0.943161924184162,FALSE
"WRjarvislandry",11.798666632,11.58666658,11.23333316,11.94,2,"16939-31394","Jarvis Landry","WR","FanDuel","Q",11.23333316,6900,"MIA","LA",FALSE,"jarvislandry",-0.149711579820046,10.0322696107532,FALSE
"WRjeffjanis",1.7859999746,2.2599999365,1.47,3.049999873,2,"16939-54623","Jeff Janis","WR","FanDuel","",3.049999873,4600,"GB","WAS",FALSE,"jeffjanis",0.0029613423125201,1.79128893189494,FALSE
"WRjeremykerley",7.3902222562,7.8855556405,7.06,8.711111281,2,"16939-14349","Jeremy Kerley","WR","FanDuel","",8.711111281,5300,"SF","NE",TRUE,"jeremykerley",-0.122941369871716,6.48165820836633,FALSE
"WRjermainekearse",5.139111128,5.03277782,4.85555564,5.21,2,"16939-22219","Jermaine Kearse","WR","FanDuel","",4.85555564,4600,"SEA","PHI",TRUE,"jermainekearse",0.276966479758465,6.56247264620971,FALSE
"WRjjnelson",6.812,6.695,6.5,6.89,2,"16939-34154","J.J. Nelson","WR","FanDuel","",6.5,5800,"ARI","MIN",FALSE,"jjnelson",-0.456323847683085,3.70352194958282,FALSE
"WRjohnbrown",7.62,7.575,7.5,7.65,2,"16939-54606","John Brown","WR","FanDuel","",7.5,5900,"ARI","MIN",FALSE,"johnbrown",-0.344445488706419,4.99532537605709,FALSE
"WRjordynelson",14.884888888,14.90722222,14.87,14.94444444,2,"16939-6893","Jordy Nelson","WR","FanDuel","",14.94444444,7800,"GB","WAS",FALSE,"jordynelson",0.503564607272577,21.884888888,TRUE
"WRjoshuabellamy",1.283333302,1.283333302,1.283333302,1.283333302,1,"16939-22336","Joshua Bellamy","WR","FanDuel","",1.283333302,4500,"CHI","NYG",FALSE,"joshuabellamy",-0.0632950547211222,1.20210465042447,FALSE
"WRjustinhunter",3.5080000152,4.300000038,2.98,5.620000076,2,"16939-30775","Justin Hunter","WR","FanDuel","Q",5.620000076,5000,"BUF","CIN",FALSE,"justinhunter",-0.091107191140358,3.18839598729479,FALSE
"WRkamaraiken",5.0937777862,4.2294444655,2.788888931,5.67,2,"16939-14905","Kamar Aiken","WR","FanDuel","",2.788888931,4900,"BAL","DAL",FALSE,"kamaraiken",-0.474035651552284,2.67914551445613,FALSE
"WRkendallwright",8.3828571864,8.582142966,8.25,8.914285932,2,"16939-21957","Kendall Wright","WR","FanDuel","",8.914285932,4700,"TEN","IND",FALSE,"kendallwright",-0.204868253101768,6.66547587862063,FALSE
"WRkennybritt",10.080444512,10.77111128,9.62,11.92222256,2,"16939-6535","Kenny Britt","WR","FanDuel","",11.92222256,6800,"LA","MIA",TRUE,"kennybritt",-0.0508564419567161,9.56778897077757,FALSE
"WRlaquontreadwell",1.7893333334,1.3683333335,0.666666667,2.07,2,"16939-41806","Laquon Treadwell","WR","FanDuel","",0.666666667,4500,"MIN","ARI",TRUE,"laquontreadwell",-0.0960021746387251,1.61755344224004,FALSE
"WRlarryfitzgerald",13.549777914,14.014444785,13.24,14.78888957,2,"16939-6883","Larry Fitzgerald","WR","FanDuel","",14.78888957,7000,"ARI","MIN",FALSE,"larryfitzgerald",-0.148224893317368,11.5413635282233,FALSE
"WRluckywhitehead",1.6475555556,1.508888889,1.277777778,1.74,2,"16939-47953","Lucky Whitehead","WR","FanDuel","",1.277777778,4500,"DAL","BAL",TRUE,"luckywhitehead",-0.426711740150262,0.944524257475692,FALSE
"WRmalcolmmitchell",4.3613333334,3.5383333335,2.166666667,4.91,2,"16939-30428","Malcolm Mitchell","WR","FanDuel","",2.166666667,4500,"NE","SF",FALSE,"malcolmmitchell",-0.00608683742001803,4.33478660646509,FALSE
"WRmarqiselee",7.3248889228,7.407222307,7.27,7.544444614,2,"16939-29593","Marqise Lee","WR","FanDuel","",7.544444614,4800,"JAX","DET",FALSE,"marqiselee",-0.0144789567567247,7.21883217283897,FALSE
"WRmarquisegoodwin",4.9548570992,6.102142748,4.19,8.014285496,2,"16939-32243","Marquise Goodwin","WR","FanDuel","",8.014285496,5300,"BUF","CIN",FALSE,"marquisegoodwin",0.0122130293475968,5.01537091436568,FALSE
"WRmarvinjonesjr",12.10000017,12.10000017,12.10000017,12.10000017,1,"16939-22103","Marvin Jones Jr.","WR","FanDuel","",12.10000017,6500,"DET","JAX",TRUE,"marvinjonesjr",0.277164270564708,15.4536878909509,FALSE
"WRmichaelfloyd",7.8130000762,7.9675001905,7.71,8.225000381,2,"16939-21952","Michael Floyd","WR","FanDuel","",8.225000381,4900,"ARI","MIN",FALSE,"michaelfloyd",-0.479269432242121,4.06846796557198,FALSE
"WRmikeevans",16.376889024,16.92722256,16.01,17.84444512,2,"16939-32384","Mike Evans","WR","FanDuel","",17.84444512,8000,"TB","KC",FALSE,"mikeevans",0.0397816068847405,17.0283879851478,FALSE
"WRmikewallace",10.809333266,11.618333165,10.27,12.96666633,2,"16939-6607","Mike Wallace","WR","FanDuel","",12.96666633,6800,"BAL","DAL",FALSE,"mikewallace",-0.416164185282432,6.31087589390882,FALSE
"WRnelsonagholor",3.823111145,4.3227778625,3.49,5.155555725,2,"16939-29683","Nelson Agholor","WR","FanDuel","",5.155555725,5200,"PHI","SEA",FALSE,"nelsonagholor",-0.540770335532692,1.75568604833957,FALSE
"WRodellbeckhamjr",16.785333402,16.253333505,15.36666701,17.14,2,"16939-31360","Odell Beckham Jr.","WR","FanDuel","",15.36666701,9000,"NYG","CHI",TRUE,"odellbeckhamjr",0.241532594023905,20.8395385201412,FALSE
"WRpaulrichardson",2.258999981,2.5274999525,2.08,2.974999905,2,"16939-26610","Paul Richardson","WR","FanDuel","",2.974999905,4500,"SEA","PHI",TRUE,"paulrichardson",0.485095617600859,3.35483097194352,FALSE
"WRpercyharvin",5.232000061,6.3000001525,4.52,8.080000305,2,"16939-6704","Percy Harvin","WR","FanDuel","",8.080000305,4900,"BUF","CIN",FALSE,"percyharvin",-0.0466950046950526,4.98769179358709,FALSE
"WRphillipdorsett",5.504500019,5.6762500475,5.39,5.962500095,2,"16939-25813","Phillip Dorsett","WR","FanDuel","",5.962500095,4700,"IND","TEN",TRUE,"phillipdorsett",0.146959108289588,6.31343643337226,FALSE
"WRpierregarcon",8.2999999322,8.2999998305,8.299999661,8.3,2,"16939-6774","Pierre Garcon","WR","FanDuel","",8.299999661,5700,"WAS","GB",TRUE,"pierregarcon",-0.370406932328202,5.22562241898952,FALSE
"WRquintonpatton",6.5177777778,6.0944444445,5.388888889,6.8,2,"16939-39427","Quinton Patton","WR","FanDuel","",5.388888889,4600,"SF","NE",TRUE,"quintonpatton",-0.126350005557012,5.6942565193556,FALSE
"WRrandallcobb",10.961499962,10.933749905,10.88749981,10.98,2,"16939-14257","Randall Cobb","WR","FanDuel","",10.88749981,6500,"GB","WAS",FALSE,"randallcobb",-0.045791519729848,10.4595562202214,FALSE
"WRricardolouis",2.089499981,2.5387499525,1.79,3.287499905,2,"16939-31263","Ricardo Louis","WR","FanDuel","",3.287499905,4500,"CLE","PIT",TRUE,"ricardolouis",-0.201241345317121,1.66900619378346,FALSE
"WRrishardmatthews",11.150000062,10.805000155,10.23000031,11.38,2,"16939-22163","Rishard Matthews","WR","FanDuel","",10.23000031,6000,"TEN","IND",FALSE,"rishardmatthews",0.0202655214623835,11.375960627562,FALSE
"WRrodstreater",2.1273333366,1.8233333415,1.316666683,2.33,2,"16939-22938","Rod Streater","WR","FanDuel","",1.316666683,4500,"SF","NE",TRUE,"rodstreater",-0.14565437249971,1.81747793435981,FALSE
"WRrussellshepard",5.5520000306,5.7350000765,5.43,6.040000153,2,"16939-31329","Russell Shepard","WR","FanDuel","Q",6.040000153,4500,"TB","KC",FALSE,"russellshepard",0.194615638924275,6.63250606386281,FALSE
"WRryangrant",1.3999999946,1.0999999865,0.599999973,1.6,2,"16939-33703","Ryan Grant","WR","FanDuel","",0.599999973,4500,"WAS","GB",TRUE,"ryangrant",-0.245076181595373,1.05689334168989,FALSE
"WRsammiecoates",6.2044444444,6.586111111,5.95,7.222222222,2,"16939-31241","Sammie Coates","WR","FanDuel","",7.222222222,5000,"PIT","CLE",FALSE,"sammiecoates",0.691548448051205,10.4951183709447,FALSE
"WRstefondiggs",12.5505,13.21125,12.11,14.3125,2,"16939-25079","Stefon Diggs","WR","FanDuel","",14.3125,6800,"MIN","ARI",TRUE,"stefondiggs",0.0395628983447343,13.0470341556756,FALSE
"WRsterlingshepard",9.6333332994,9.6083332485,9.566666497,9.65,2,"16939-27477","Sterling Shepard","WR","FanDuel","",9.566666497,5900,"NYG","CHI",TRUE,"sterlingshepard",0.240026894525445,11.9455923751835,FALSE
"WRstevesmithsr",10.52857099,10.52857099,10.52857099,10.52857099,1,"16939-6735","Steve Smith Sr.","WR","FanDuel","",10.52857099,5500,"BAL","DAL",FALSE,"stevesmithsr",-0.39958509150768,6.32151098751574,FALSE
"WRtajaesharpe",6.3999999694,6.2349999235,5.959999847,6.51,2,"16939-47523","Tajae Sharpe","WR","FanDuel","",5.959999847,5100,"TEN","IND",FALSE,"tajaesharpe",0.0730447769607363,6.86748653971354,FALSE
"WRtannermcevoy",3.224000168,3.224000168,3.224000168,3.224000168,1,"16939-30652","Tanner McEvoy","WR","FanDuel","",3.224000168,5000,"SEA","PHI",TRUE,"tannermcevoy",0.256604606009418,4.05129346088394,FALSE
"WRtavonaustin",7.7986667344,7.886666836,7.74,8.033333672,2,"16939-26458","Tavon Austin","WR","FanDuel","",8.033333672,5100,"LA","MIA",TRUE,"tavonaustin",0.284595271924661,10.0181304143264,FALSE
"WRterrancewilliams",5.5525,5.93125,5.3,6.5625,2,"16939-31836","Terrance Williams","WR","FanDuel","",6.5625,5300,"DAL","BAL",TRUE,"terrancewilliams",0.319170942119372,7.32469665611782,FALSE
"WRtyhilton",15.140889024,14.84222256,14.34444512,15.34,2,"16939-22031","T.Y. Hilton","WR","FanDuel","",14.34444512,7900,"IND","TEN",TRUE,"tyhilton",0.163906398630101,17.6225776159819,FALSE
"WRtylerboyd",3.7977777608,4.094444402,3.6,4.588888804,2,"16939-40669","Tyler Boyd","WR","FanDuel","",4.588888804,4500,"CIN","BUF",TRUE,"tylerboyd",0.0847348047354883,4.11958171779017,FALSE
"WRtylerlockett",6.4462221884,5.720555471,4.511110942,6.93,2,"16939-27050","Tyler Lockett","WR","FanDuel","",4.511110942,5000,"SEA","PHI",TRUE,"tylerlockett",0.370367697239425,8.83369465621139,FALSE
"WRtyreekhill",9.7013333334,9.3133333335,8.666666667,9.96,2,"16939-53681","Tyreek Hill","WR","FanDuel","",8.666666667,5400,"KC","TB",TRUE,"tyreekhill",-0.248160019482312,7.29385026437905,FALSE
"WRvictorcruz",4.915000019,5.6125000475,4.45,6.775000095,2,"16939-11999","Victor Cruz","WR","FanDuel","",6.775000095,4900,"NYG","CHI",TRUE,"victorcruz",0.242258730304943,6.10570168305171,FALSE
